Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,claimed_at,latest_approved_review_created_at
https://homestars.com/on/montreal/moving-storage,42,"c(""https://homestars.com/on/montreal/moving-storage?&page=2&"", ""https://homestars.com/on/montreal/moving-storage?&page=3&"", ""https://homestars.com/on/montreal/moving-storage?&page=4&"", ""https://homestars.com/on/montreal/moving-storage?&page=5&"")",Moving & Storage,2895143,NA,/companies/2895143-d-d-discount-moving?searched_category_id=407&service_area=2118145,"D&D Discount Moving is a reliable, affordable, and easily accessible service, which offers its customers high quality moving and transportation solutions in Montréal, Québec City, Ottawa and Toronto. ",d-d-discount-moving,2017-03-17T14:24:34.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1957567,D&D Discount Moving,3,2,0,10,"Moving & Storage, Moving Company, Moving Services, Moving Truck, Moving Equipment, Self Storage, Storage Container, portable storage container, moving and, moving in, movers, mover, moving movers, moving on movers, moving mover, self storage, moving companies, company moving, moving company, storage boxes, storage units, storage unit, movers companies, company movers, movers company, moving truck, storage facilities, packers and movers, movers and packers, movers packers, personal storage, moving quotes, moving on quotes, storage containers, car shipping, moving home, storage space, moving house, cardboard boxes, storage solutions, storage container, container storage, moving trucks, moving boxes, boxes for moving, moving and storage in, storage moving, storage and moving, moving storage, moving and storage, storage & moving, a moving and storage, moving to storage, moving rental,  storage bins,  move storage, movers storage, moving storage units, movers with storage, moving pods, moving storage containers, canada moving, moveing, residential moving companies, moving companies, the moving company, canadian moving, mover companies, company movers, moving companies with storage, moving company service, household movers, moving companies in canada, cost of moving across canada, national moving companies, moving estimate, shipping containers moving, moving trailer companies, moving companies local, moving company movers, moving van companies, long distance moving quote, moving agency, residential moving service,  moving van company, household shipping companies, long distance moving and storage, residential mover, company move, moving companies us, storage containers for moving, moving expenses, cross canada movers,  canada movers, home movers, local moving company,  moves canada, best moving companies, western moving and storage, best moving companies canada, moving across canada shipping, moving cost, storage company, moving company rates, moving business, long haul moving companies, full service movers, moving companies from canada to usa, moving prices, containers storage, online movers, packing moving companies, self moving services, movers van, move pods,",0,FALSE,0,0,0,0,FALSE,14032cdf7cd8d7b29711b9d7fdef2402adc2db9e,FALSE,FALSE,FALSE,2118145,81.7849016835,407,NA,NA,NA,NA
https://homestars.com/on/montreal/moving-storage,42,"c(""https://homestars.com/on/montreal/moving-storage?&page=2&"", ""https://homestars.com/on/montreal/moving-storage?&page=3&"", ""https://homestars.com/on/montreal/moving-storage?&page=4&"", ""https://homestars.com/on/montreal/moving-storage?&page=5&"")",Moving & Storage,2908015,https://www.demenagementlaville.com,/companies/2908015-demenagement-la-ville?searched_category_id=407&service_area=2146288,"Montreal Best Moving Company since 1979 our Professional Movers have been servicing the Community with Pride and Honesty, they are the number 1 Moving Company and they are recognized by the Canadian Association Of Movers as a top quality Service Provider.",demenagement-la-ville,2018-01-26T10:06:43.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1970200,Demenagement La Ville,3,2,2,10,"Moving & Storage, Moving Company, Moving Services, Moving Truck, Moving Equipment, Self Storage, Storage Container, portable storage container, moving and, moving in, movers, mover, moving movers, moving on movers, moving mover, self storage, moving companies, company moving, moving company, storage boxes, storage units, storage unit, movers companies, company movers, movers company, moving truck, storage facilities, packers and movers, movers and packers, movers packers, personal storage, moving quotes, moving on quotes, storage containers, car shipping, moving home, storage space, moving house, cardboard boxes, storage solutions, storage container, container storage, moving trucks, moving boxes, boxes for moving, moving and storage in, storage moving, storage and moving, moving storage, moving and storage, storage & moving, a moving and storage, moving to storage, moving rental,  storage bins,  move storage, movers storage, moving storage units, movers with storage, moving pods, moving storage containers, canada moving, moveing, residential moving companies, moving companies, the moving company, canadian moving, mover companies, company movers, moving companies with storage, moving company service, household movers, moving companies in canada, cost of moving across canada, national moving companies, moving estimate, shipping containers moving, moving trailer companies, moving companies local, moving company movers, moving van companies, long distance moving quote, moving agency, residential moving service,  moving van company, household shipping companies, long distance moving and storage, residential mover, company move, moving companies us, storage containers for moving, moving expenses, cross canada movers,  canada movers, home movers, local moving company,  moves canada, best moving companies, western moving and storage, best moving companies canada, moving across canada shipping, moving cost, storage company, moving company rates, moving business, long haul moving companies, full service movers, moving companies from canada to usa, moving prices, containers storage, online movers, packing moving companies, self moving services, movers van, move pods,",0,FALSE,0,0,3,0,FALSE,1d52a6b24f71e6bc7881d69b952c200d95b02f6f,TRUE,TRUE,FALSE,2146288,74.8642419355,407,NA,NA,2018-01-26T10:07:24.000-05:00,NA
https://homestars.com/on/montreal/moving-storage,42,"c(""https://homestars.com/on/montreal/moving-storage?&page=2&"", ""https://homestars.com/on/montreal/moving-storage?&page=3&"", ""https://homestars.com/on/montreal/moving-storage?&page=4&"", ""https://homestars.com/on/montreal/moving-storage?&page=5&"")",Moving & Storage,2859022,NA,/companies/2859022-nordtrans-moving?searched_category_id=407&service_area=1990407,,nordtrans-moving,2014-09-11T12:08:31.000-04:00,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1921452,Nordtrans Moving,14,7,0,9.71429,"Moving & Storage, Moving Company, Moving Services, Moving Truck, Moving Equipment, Self Storage, Storage Container, portable storage container, moving and, moving in, movers, mover, moving movers, moving on movers, moving mover, self storage, moving companies, company moving, moving company, storage boxes, storage units, storage unit, movers companies, company movers, movers company, moving truck, storage facilities, packers and movers, movers and packers, movers packers, personal storage, moving quotes, moving on quotes, storage containers, car shipping, moving home, storage space, moving house, cardboard boxes, storage solutions, storage container, container storage, moving trucks, moving boxes, boxes for moving, moving and storage in, storage moving, storage and moving, moving storage, moving and storage, storage & moving, a moving and storage, moving to storage, moving rental,  storage bins,  move storage, movers storage, moving storage units, movers with storage, moving pods, moving storage containers, canada moving, moveing, residential moving companies, moving companies, the moving company, canadian moving, mover companies, company movers, moving companies with storage, moving company service, household movers, moving companies in canada, cost of moving across canada, national moving companies, moving estimate, shipping containers moving, moving trailer companies, moving companies local, moving company movers, moving van companies, long distance moving quote, moving agency, residential moving service,  moving van company, household shipping companies, long distance moving and storage, residential mover, company move, moving companies us, storage containers for moving, moving expenses, cross canada movers,  canada movers, home movers, local moving company,  moves canada, best moving companies, western moving and storage, best moving companies canada, moving across canada shipping, moving cost, storage company, moving company rates, moving business, long haul moving companies, full service movers, moving companies from canada to usa, moving prices, containers storage, online movers, packing moving companies, self moving services, movers van, move pods,",0,FALSE,0,0,0,0,FALSE,86e1859bbb4d0c44c55046a4d700356b3ceefa10,FALSE,TRUE,FALSE,1990407,70.3880859272,407,NA,NA,NA,2014-12-08T14:09:08.000-05:00
https://homestars.com/on/montreal/moving-storage,42,"c(""https://homestars.com/on/montreal/moving-storage?&page=2&"", ""https://homestars.com/on/montreal/moving-storage?&page=3&"", ""https://homestars.com/on/montreal/moving-storage?&page=4&"", ""https://homestars.com/on/montreal/moving-storage?&page=5&"")",Moving & Storage,2862663,NA,/companies/2862663-demenagement-rive-sud?searched_category_id=407&service_area=2002470,"Hello, here at Demenagement Rive-Sud we pride ourselves in customer satisfaction on every level of a move. We have the highest percent of satisfied clients. 1984 was the year Gustave De Serres (my father) started Demenagement Rive-Sud and to this day he is still very much involved in the day to day business of our local, family owned business. ",demenagement-rive-sud,2014-11-26T16:19:16.000-05:00,NA,NA,8:00am - 5:00pm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1925090,Demenagement Rive Sud,2,1,0,10,"Moving & Storage, Moving Company, Moving Services, Moving Truck, Moving Equipment, Self Storage, Storage Container, portable storage container, moving and, moving in, movers, mover, moving movers, moving on movers, moving mover, self storage, moving companies, company moving, moving company, storage boxes, storage units, storage unit, movers companies, company movers, movers company, moving truck, storage facilities, packers and movers, movers and packers, movers packers, personal storage, moving quotes, moving on quotes, storage containers, car shipping, moving home, storage space, moving house, cardboard boxes, storage solutions, storage container, container storage, moving trucks, moving boxes, boxes for moving, moving and storage in, storage moving, storage and moving, moving storage, moving and storage, storage & moving, a moving and storage, moving to storage, moving rental,  storage bins,  move storage, movers storage, moving storage units, movers with storage, moving pods, moving storage containers, canada moving, moveing, residential moving companies, moving companies, the moving company, canadian moving, mover companies, company movers, moving companies with storage, moving company service, household movers, moving companies in canada, cost of moving across canada, national moving companies, moving estimate, shipping containers moving, moving trailer companies, moving companies local, moving company movers, moving van companies, long distance moving quote, moving agency, residential moving service,  moving van company, household shipping companies, long distance moving and storage, residential mover, company move, moving companies us, storage containers for moving, moving expenses, cross canada movers,  canada movers, home movers, local moving company,  moves canada, best moving companies, western moving and storage, best moving companies canada, moving across canada shipping, moving cost, storage company, moving company rates, moving business, long haul moving companies, full service movers, moving companies from canada to usa, moving prices, containers storage, online movers, packing moving companies, self moving services, movers van, move pods,",0,FALSE,0,0,0,0,FALSE,e3012d16f50615f6404b7310bbe686f5345347b2,FALSE,FALSE,FALSE,2002470,50.7225285945,407,NA,NA,NA,2014-12-12T13:31:27.000-05:00
https://homestars.com/on/montreal/moving-storage,42,"c(""https://homestars.com/on/montreal/moving-storage?&page=2&"", ""https://homestars.com/on/montreal/moving-storage?&page=3&"", ""https://homestars.com/on/montreal/moving-storage?&page=4&"", ""https://homestars.com/on/montreal/moving-storage?&page=5&"")",Moving & Storage,2803248,NA,/companies/2803248-megamoving?searched_category_id=407&service_area=1869171,NA,megamoving,2012-11-22T12:07:31.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1866249,Megamoving,1,1,0,10,"Moving & Storage, Moving Company, Moving Services, Moving Truck, Moving Equipment, Self Storage, Storage Container, portable storage container, moving and, moving in, movers, mover, moving movers, moving on movers, moving mover, self storage, moving companies, company moving, moving company, storage boxes, storage units, storage unit, movers companies, company movers, movers company, moving truck, storage facilities, packers and movers, movers and packers, movers packers, personal storage, moving quotes, moving on quotes, storage containers, car shipping, moving home, storage space, moving house, cardboard boxes, storage solutions, storage container, container storage, moving trucks, moving boxes, boxes for moving, moving and storage in, storage moving, storage and moving, moving storage, moving and storage, storage & moving, a moving and storage, moving to storage, moving rental,  storage bins,  move storage, movers storage, moving storage units, movers with storage, moving pods, moving storage containers, canada moving, moveing, residential moving companies, moving companies, the moving company, canadian moving, mover companies, company movers, moving companies with storage, moving company service, household movers, moving companies in canada, cost of moving across canada, national moving companies, moving estimate, shipping containers moving, moving trailer companies, moving companies local, moving company movers, moving van companies, long distance moving quote, moving agency, residential moving service,  moving van company, household shipping companies, long distance moving and storage, residential mover, company move, moving companies us, storage containers for moving, moving expenses, cross canada movers,  canada movers, home movers, local moving company,  moves canada, best moving companies, western moving and storage, best moving companies canada, moving across canada shipping, moving cost, storage company, moving company rates, moving business, long haul moving companies, full service movers, moving companies from canada to usa, moving prices, containers storage, online movers, packing moving companies, self moving services, movers van, move pods,",0,FALSE,0,0,0,NA,FALSE,972e1fa3c8cfbee4c6443b673c370ba3c8abf74e,FALSE,FALSE,FALSE,1869171,39.8076923077,407,NA,NA,2012-11-22T12:07:31.000-05:00,2012-11-22T12:10:01.000-05:00
https://homestars.com/on/montreal/moving-storage,42,"c(""https://homestars.com/on/montreal/moving-storage?&page=2&"", ""https://homestars.com/on/montreal/moving-storage?&page=3&"", ""https://homestars.com/on/montreal/moving-storage?&page=4&"", ""https://homestars.com/on/montreal/moving-storage?&page=5&"")",Moving & Storage,2807454,NA,/companies/2807454-action-moving-and-storage-inc?searched_category_id=407&service_area=1876405,"Family owned business, established for over 40 years, Action Moving is a professional and reliable Montreal Moving Company. 
Local, national or international move. We co-ordinate the whole relocation process. We also offer a semi private Self Storage. 
Give us a call today for a free estimate!
1-800-249-6006",action-moving-and-storage-inc,2013-03-18T09:59:06.000-04:00,NA,NA,"Mon - Fri  9:00 - 5:30, Sat 9:00 - 5:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1870454,Action Moving And Storage Inc.,8,8,0,2.125,"Moving & Storage, Moving Company, Moving Services, Moving Truck, Moving Equipment, Self Storage, Storage Container, portable storage container, moving and, moving in, movers, mover, moving movers, moving on movers, moving mover, self storage, moving companies, company moving, moving company, storage boxes, storage units, storage unit, movers companies, company movers, movers company, moving truck, storage facilities, packers and movers, movers and packers, movers packers, personal storage, moving quotes, moving on quotes, storage containers, car shipping, moving home, storage space, moving house, cardboard boxes, storage solutions, storage container, container storage, moving trucks, moving boxes, boxes for moving, moving and storage in, storage moving, storage and moving, moving storage, moving and storage, storage & moving, a moving and storage, moving to storage, moving rental,  storage bins,  move storage, movers storage, moving storage units, movers with storage, moving pods, moving storage containers, canada moving, moveing, residential moving companies, moving companies, the moving company, canadian moving, mover companies, company movers, moving companies with storage, moving company service, household movers, moving companies in canada, cost of moving across canada, national moving companies, moving estimate, shipping containers moving, moving trailer companies, moving companies local, moving company movers, moving van companies, long distance moving quote, moving agency, residential moving service,  moving van company, household shipping companies, long distance moving and storage, residential mover, company move, moving companies us, storage containers for moving, moving expenses, cross canada movers,  canada movers, home movers, local moving company,  moves canada, best moving companies, western moving and storage, best moving companies canada, moving across canada shipping, moving cost, storage company, moving company rates, moving business, long haul moving companies, full service movers, moving companies from canada to usa, moving prices, containers storage, online movers, packing moving companies, self moving services, movers van, move pods,",1,FALSE,0,0,0,NA,FALSE,2fb2f7569bea0897605b31ecaa7dbe8b77b5293a,TRUE,FALSE,FALSE,1876405,18.9634461111,407,NA,NA,NA,2016-08-12T15:16:35.000-04:00
https://homestars.com/on/montreal/moving-storage,42,"c(""https://homestars.com/on/montreal/moving-storage?&page=2&"", ""https://homestars.com/on/montreal/moving-storage?&page=3&"", ""https://homestars.com/on/montreal/moving-storage?&page=4&"", ""https://homestars.com/on/montreal/moving-storage?&page=5&"")",Moving & Storage,2801508,NA,/companies/2801508-jmr-express?searched_category_id=407&service_area=1866388,NA,jmr-express,2012-09-17T17:19:21.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1864509,Jmr Express,1,1,0,0,"Moving & Storage, Moving Company, Moving Services, Moving Truck, Moving Equipment, Self Storage, Storage Container, portable storage container, moving and, moving in, movers, mover, moving movers, moving on movers, moving mover, self storage, moving companies, company moving, moving company, storage boxes, storage units, storage unit, movers companies, company movers, movers company, moving truck, storage facilities, packers and movers, movers and packers, movers packers, personal storage, moving quotes, moving on quotes, storage containers, car shipping, moving home, storage space, moving house, cardboard boxes, storage solutions, storage container, container storage, moving trucks, moving boxes, boxes for moving, moving and storage in, storage moving, storage and moving, moving storage, moving and storage, storage & moving, a moving and storage, moving to storage, moving rental,  storage bins,  move storage, movers storage, moving storage units, movers with storage, moving pods, moving storage containers, canada moving, moveing, residential moving companies, moving companies, the moving company, canadian moving, mover companies, company movers, moving companies with storage, moving company service, household movers, moving companies in canada, cost of moving across canada, national moving companies, moving estimate, shipping containers moving, moving trailer companies, moving companies local, moving company movers, moving van companies, long distance moving quote, moving agency, residential moving service,  moving van company, household shipping companies, long distance moving and storage, residential mover, company move, moving companies us, storage containers for moving, moving expenses, cross canada movers,  canada movers, home movers, local moving company,  moves canada, best moving companies, western moving and storage, best moving companies canada, moving across canada shipping, moving cost, storage company, moving company rates, moving business, long haul moving companies, full service movers, moving companies from canada to usa, moving prices, containers storage, online movers, packing moving companies, self moving services, movers van, move pods,",0,FALSE,0,0,0,NA,FALSE,e98e425fd3e14335dff490d191e82eb0a7233132,FALSE,FALSE,FALSE,1866388,0.0,407,NA,NA,2012-09-17T17:19:22.000-04:00,2012-09-17T17:20:24.000-04:00
https://homestars.com/on/montreal/moving-storage,42,"c(""https://homestars.com/on/montreal/moving-storage?&page=2&"", ""https://homestars.com/on/montreal/moving-storage?&page=3&"", ""https://homestars.com/on/montreal/moving-storage?&page=4&"", ""https://homestars.com/on/montreal/moving-storage?&page=5&"")",Moving & Storage,2901145,NA,/companies/2901145-idg-demenagement-inc?searched_category_id=407&service_area=2131629,NA,idg-demenagement-inc,2017-08-21T09:48:58.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1963399,Idg Demenagement Inc,1,1,1,0,"Moving & Storage, Moving Company, Moving Services, Moving Truck, Moving Equipment, Self Storage, Storage Container, portable storage container, moving and, moving in, movers, mover, moving movers, moving on movers, moving mover, self storage, moving companies, company moving, moving company, storage boxes, storage units, storage unit, movers companies, company movers, movers company, moving truck, storage facilities, packers and movers, movers and packers, movers packers, personal storage, moving quotes, moving on quotes, storage containers, car shipping, moving home, storage space, moving house, cardboard boxes, storage solutions, storage container, container storage, moving trucks, moving boxes, boxes for moving, moving and storage in, storage moving, storage and moving, moving storage, moving and storage, storage & moving, a moving and storage, moving to storage, moving rental,  storage bins,  move storage, movers storage, moving storage units, movers with storage, moving pods, moving storage containers, canada moving, moveing, residential moving companies, moving companies, the moving company, canadian moving, mover companies, company movers, moving companies with storage, moving company service, household movers, moving companies in canada, cost of moving across canada, national moving companies, moving estimate, shipping containers moving, moving trailer companies, moving companies local, moving company movers, moving van companies, long distance moving quote, moving agency, residential moving service,  moving van company, household shipping companies, long distance moving and storage, residential mover, company move, moving companies us, storage containers for moving, moving expenses, cross canada movers,  canada movers, home movers, local moving company,  moves canada, best moving companies, western moving and storage, best moving companies canada, moving across canada shipping, moving cost, storage company, moving company rates, moving business, long haul moving companies, full service movers, moving companies from canada to usa, moving prices, containers storage, online movers, packing moving companies, self moving services, movers van, move pods,",0,FALSE,0,0,2,0,FALSE,9b232b551fd0d826e72fc0e4eb560a816b25639c,FALSE,FALSE,FALSE,2131629,0.0,407,NA,NA,2017-08-21T09:49:28.000-04:00,NA
https://homestars.com/on/montreal/moving-storage,42,"c(""https://homestars.com/on/montreal/moving-storage?&page=2&"", ""https://homestars.com/on/montreal/moving-storage?&page=3&"", ""https://homestars.com/on/montreal/moving-storage?&page=4&"", ""https://homestars.com/on/montreal/moving-storage?&page=5&"")",Moving & Storage,2923443,NA,/companies/2923443-let-s-get-moving?searched_category_id=407&service_area=2179569,NA,let-s-get-moving,2018-10-29T17:20:40.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1985617,Let's Get Moving,0,0,0,NA,"Moving & Storage, Moving Company, Moving Services, Moving Truck, Moving Equipment, Self Storage, Storage Container, portable storage container, moving and, moving in, movers, mover, moving movers, moving on movers, moving mover, self storage, moving companies, company moving, moving company, storage boxes, storage units, storage unit, movers companies, company movers, movers company, moving truck, storage facilities, packers and movers, movers and packers, movers packers, personal storage, moving quotes, moving on quotes, storage containers, car shipping, moving home, storage space, moving house, cardboard boxes, storage solutions, storage container, container storage, moving trucks, moving boxes, boxes for moving, moving and storage in, storage moving, storage and moving, moving storage, moving and storage, storage & moving, a moving and storage, moving to storage, moving rental,  storage bins,  move storage, movers storage, moving storage units, movers with storage, moving pods, moving storage containers, canada moving, moveing, residential moving companies, moving companies, the moving company, canadian moving, mover companies, company movers, moving companies with storage, moving company service, household movers, moving companies in canada, cost of moving across canada, national moving companies, moving estimate, shipping containers moving, moving trailer companies, moving companies local, moving company movers, moving van companies, long distance moving quote, moving agency, residential moving service,  moving van company, household shipping companies, long distance moving and storage, residential mover, company move, moving companies us, storage containers for moving, moving expenses, cross canada movers,  canada movers, home movers, local moving company,  moves canada, best moving companies, western moving and storage, best moving companies canada, moving across canada shipping, moving cost, storage company, moving company rates, moving business, long haul moving companies, full service movers, moving companies from canada to usa, moving prices, containers storage, online movers, packing moving companies, self moving services, movers van, move pods,",0,FALSE,0,0,0,0,FALSE,d4b2a1e42f2f7fac0c5339b3db5e20452404bced,FALSE,TRUE,FALSE,2179569,-1.0,407,NA,NA,2018-10-29T17:21:51.000-04:00,NA
https://homestars.com/on/montreal/moving-storage,42,"c(""https://homestars.com/on/montreal/moving-storage?&page=2&"", ""https://homestars.com/on/montreal/moving-storage?&page=3&"", ""https://homestars.com/on/montreal/moving-storage?&page=4&"", ""https://homestars.com/on/montreal/moving-storage?&page=5&"")",Moving & Storage,2929033,https://www.bustamovemoving.com,/companies/2929033-bust-a-move-moving-demenagement?searched_category_id=407&service_area=2192431,"Bust a Move Moving brings a fresh face to the rather lackluster moving industry which is notorious for customer misfortunes and horror stories. 

By consistently providing enjoyable moving experiences and focusing on strong customer service we have developed a brand that is becoming known for honesty, reliability and professionalism.

Our ability to offer a professional moving service with an excellent Quality-to-Price ratio for our clients, coupled with the genuine enthusiasm of our front line employees leaves our customers happy and satisfied!",bust-a-move-moving-demenagement,2019-03-25T07:59:26.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1991207,Bust a Move Moving - Déménagement,0,0,11,NA,"Moving & Storage, Moving Company, Moving Services, Moving Truck, Moving Equipment, Self Storage, Storage Container, portable storage container, moving and, moving in, movers, mover, moving movers, moving on movers, moving mover, self storage, moving companies, company moving, moving company, storage boxes, storage units, storage unit, movers companies, company movers, movers company, moving truck, storage facilities, packers and movers, movers and packers, movers packers, personal storage, moving quotes, moving on quotes, storage containers, car shipping, moving home, storage space, moving house, cardboard boxes, storage solutions, storage container, container storage, moving trucks, moving boxes, boxes for moving, moving and storage in, storage moving, storage and moving, moving storage, moving and storage, storage & moving, a moving and storage, moving to storage, moving rental,  storage bins,  move storage, movers storage, moving storage units, movers with storage, moving pods, moving storage containers, canada moving, moveing, residential moving companies, moving companies, the moving company, canadian moving, mover companies, company movers, moving companies with storage, moving company service, household movers, moving companies in canada, cost of moving across canada, national moving companies, moving estimate, shipping containers moving, moving trailer companies, moving companies local, moving company movers, moving van companies, long distance moving quote, moving agency, residential moving service,  moving van company, household shipping companies, long distance moving and storage, residential mover, company move, moving companies us, storage containers for moving, moving expenses, cross canada movers,  canada movers, home movers, local moving company,  moves canada, best moving companies, western moving and storage, best moving companies canada, moving across canada shipping, moving cost, storage company, moving company rates, moving business, long haul moving companies, full service movers, moving companies from canada to usa, moving prices, containers storage, online movers, packing moving companies, self moving services, movers van, move pods,",0,FALSE,0,0,12,0,FALSE,c16f6fc52734d4aeaeb1d22a54e354d91bc1bfd4,FALSE,TRUE,FALSE,2192431,-1.0,407,NA,NA,2019-03-25T08:01:55.000-04:00,NA
