Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,subdomain,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact
https://homestars.com/on/montague%20gold%20mines/landscape-contractors-designers,16,https://homestars.com/on/montague%20gold%20mines/landscape-contractors-designers?&page=2&,Landscape Contractors & Designers,2975246,https://www.adeptlandscapegroup.ca,/companies/2975246-adept-landscape-group?searched_category_id=395&service_area=2297061,,adept-landscape-group,2022-11-02T12:34:21.000-04:00,NA,NA,NA,,"Pool Decks
Landscape Construction
Retaining Walls
Turf/Putting Greens
Design & Build
Garden Design
Brick patios
Brick Driveway
Decks & Fences
Tree Planting
Gardens
","Permacon
Shaw 
Techo Bloc
Oaks
K-Block
Rinox",,2020,5,"Credit, Bank Draft, E-Transfer",,,"Landscape Nova Scotia, CNLA",TRUE,TRUE,,,TRUE,FALSE,,2037144,Adept Landscape Group,0,0,2,NA,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,",0,2022-11-02T12:35:16.000-04:00,,FALSE,0,0,3,0,FALSE,b4afd29cfe2619fd9e039ab82a2656775ff91f46,FALSE,TRUE,TRUE,2297061,-1.0,395,NA,NA
https://homestars.com/on/montague%20gold%20mines/landscape-contractors-designers,16,https://homestars.com/on/montague%20gold%20mines/landscape-contractors-designers?&page=2&,Landscape Contractors & Designers,2948615,https://www.facebook.com/pg/DwyerMacDonaldInc/photos/,/companies/2948615-dwyer-landscaping-inc?searched_category_id=395&service_area=2236698,"Quality timely delivery of landscaping material and services including:  sodding, mulch beds, patios and much more.",dwyer-landscaping-inc,2020-10-13T17:47:04.000-04:00,NA,NA,NA,,,,,NA,NA,"Cheque, Cash and E-transfer",,,,TRUE,FALSE,,,FALSE,FALSE,Warranty varries. Kindly ask for more details.,2010752,Dwyer Landscaping Inc.,1,1,38,10,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,",0,2020-10-13T17:49:46.000-04:00,,FALSE,0,0,47,0,FALSE,6240be42b773fa978173c56a859d672d1e6c0532,TRUE,TRUE,FALSE,2236698,77.1153846154,395,NA,NA
https://homestars.com/on/montague%20gold%20mines/landscape-contractors-designers,16,https://homestars.com/on/montague%20gold%20mines/landscape-contractors-designers?&page=2&,Landscape Contractors & Designers,2695263,NA,/companies/2695263-ecotech-landscape-gardens?searched_category_id=395&service_area=1708467,NA,ecotech-landscape-gardens,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1758315,Ecotech Landscape & Gardens,0,0,0,NA,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1708467,-1.0,395,NA,NA
https://homestars.com/on/montague%20gold%20mines/landscape-contractors-designers,16,https://homestars.com/on/montague%20gold%20mines/landscape-contractors-designers?&page=2&,Landscape Contractors & Designers,2694958,NA,/companies/2694958-dutch-touch-landscaping?searched_category_id=395&service_area=1708162,NA,dutch-touch-landscaping,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1758010,Dutch Touch Landscaping,0,0,0,NA,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1708162,-1.0,395,NA,NA
https://homestars.com/on/montague%20gold%20mines/landscape-contractors-designers,16,https://homestars.com/on/montague%20gold%20mines/landscape-contractors-designers?&page=2&,Landscape Contractors & Designers,2698081,NA,/companies/2698081-flora-for-fauna?searched_category_id=395&service_area=1711285,NA,flora-for-fauna,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1761133,Flora For Fauna,0,0,0,NA,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1711285,-1.0,395,NA,NA
https://homestars.com/on/montague%20gold%20mines/landscape-contractors-designers,16,https://homestars.com/on/montague%20gold%20mines/landscape-contractors-designers?&page=2&,Landscape Contractors & Designers,2767281,NA,/companies/2767281-dirt-works?searched_category_id=395&service_area=1780485,NA,dirt-works,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1830333,Dirt Works,0,0,0,NA,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1780485,-1.0,395,NA,NA
https://homestars.com/on/montague%20gold%20mines/landscape-contractors-designers,16,https://homestars.com/on/montague%20gold%20mines/landscape-contractors-designers?&page=2&,Landscape Contractors & Designers,2700469,NA,/companies/2700469-green-tree-landscaping-company?searched_category_id=395&service_area=1713673,NA,green-tree-landscaping-company,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1763521,Green Tree Landscaping Company,0,0,0,NA,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1713673,-1.0,395,NA,NA
https://homestars.com/on/montague%20gold%20mines/landscape-contractors-designers,16,https://homestars.com/on/montague%20gold%20mines/landscape-contractors-designers?&page=2&,Landscape Contractors & Designers,2591306,NA,/companies/2591306-i-p-s?searched_category_id=395&service_area=1604510,NA,i-p-s,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1654358,I P S,0,0,0,NA,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1604510,-1.0,395,NA,NA
https://homestars.com/on/montague%20gold%20mines/landscape-contractors-designers,16,https://homestars.com/on/montague%20gold%20mines/landscape-contractors-designers?&page=2&,Landscape Contractors & Designers,2768141,NA,/companies/2768141-oasis-lawn-plant-care?searched_category_id=395&service_area=1781345,NA,oasis-lawn-plant-care,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1831193,Oasis Lawn & Plant Care,0,0,0,NA,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1781345,-1.0,395,NA,NA
https://homestars.com/on/montague%20gold%20mines/landscape-contractors-designers,16,https://homestars.com/on/montague%20gold%20mines/landscape-contractors-designers?&page=2&,Landscape Contractors & Designers,2906008,NA,/companies/2906008-mcburney-pools-ltd-dartmouth?searched_category_id=395&service_area=2142010,NA,mcburney-pools-ltd-dartmouth,2017-12-05T11:27:37.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1968193,McBurney Pools Ltd Dartmouth,0,0,0,NA,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,",0,NA,NA,FALSE,0,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,2142010,-1.0,395,NA,NA
