Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,subdomain,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,latest_approved_review_created_at
https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers,52,"c(""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=3&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=4&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=5&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=6&""
)",Landscape Contractors & Designers,2975246,https://www.adeptlandscapegroup.ca,/companies/2975246-adept-landscape-group?searched_category_id=395&service_area=2297061,,adept-landscape-group,2022-11-02T12:34:21.000-04:00,NA,NA,NA,,"Pool Decks
Landscape Construction
Retaining Walls
Turf/Putting Greens
Design & Build
Garden Design
Brick patios
Brick Driveway
Decks & Fences
Tree Planting
Gardens
","Permacon
Shaw 
Techo Bloc
Oaks
K-Block
Rinox",,2020,5,"Credit, Bank Draft, E-Transfer",,,"Landscape Nova Scotia, CNLA",TRUE,TRUE,,,TRUE,FALSE,,2037144,Adept Landscape Group,0,0,2,NA,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,",0,2022-11-02T12:35:16.000-04:00,,FALSE,0,0,3,0,FALSE,b4afd29cfe2619fd9e039ab82a2656775ff91f46,FALSE,TRUE,TRUE,2297061,-1.0,395,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers,52,"c(""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=3&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=4&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=5&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=6&""
)",Landscape Contractors & Designers,2948615,https://www.facebook.com/pg/DwyerMacDonaldInc/photos/,/companies/2948615-dwyer-landscaping-inc?searched_category_id=395&service_area=2236698,"Quality timely delivery of landscaping material and services including:  sodding, mulch beds, patios and much more.",dwyer-landscaping-inc,2020-10-13T17:47:04.000-04:00,NA,NA,NA,,,,,NA,NA,"Cheque, Cash and E-transfer",,,,TRUE,FALSE,,,FALSE,FALSE,Warranty varries. Kindly ask for more details.,2010752,Dwyer Landscaping Inc.,1,1,38,10,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,",0,2020-10-13T17:49:46.000-04:00,,FALSE,0,0,47,0,FALSE,6240be42b773fa978173c56a859d672d1e6c0532,TRUE,TRUE,FALSE,2236698,77.1703296703,395,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers,52,"c(""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=3&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=4&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=5&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=6&""
)",Landscape Contractors & Designers,2860151,NA,/companies/2860151-levangie-turf-and-stone-services?searched_category_id=395&service_area=1994384,NA,levangie-turf-and-stone-services,2014-10-03T16:54:34.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1922581,Levangie Turf And Stone Services,2,2,0,3.5,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,",0,2015-11-10T20:18:26.000-05:00,NA,FALSE,0,0,0,0,FALSE,cdb84cf0b4b705b939904e7cd6cf2a21c0f92212,FALSE,FALSE,FALSE,1994384,10.5448403458,395,NA,NA,2015-02-02T10:26:08.000-05:00
https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers,52,"c(""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=3&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=4&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=5&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=6&""
)",Landscape Contractors & Designers,2942510,NA,/companies/2942510-teak-tree-enterprises-ltd?searched_category_id=395&service_area=2222808,NA,teak-tree-enterprises-ltd,2020-04-17T10:03:51.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2004684,TEAK TREE ENTERPRISES LTD,0,0,0,NA,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,",0,2020-04-17T10:05:57.000-04:00,NA,FALSE,0,0,0,0,FALSE,59bc1ca42b7faca7a8b37ae638dd53389b8af905,FALSE,FALSE,FALSE,2222808,-1.0,395,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers,52,"c(""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=3&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=4&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=5&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=6&""
)",Landscape Contractors & Designers,2796432,NA,/companies/2796432-neat-lawn-care?searched_category_id=395&service_area=1859102,NA,neat-lawn-care,2012-03-18T19:42:28.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1859484,Neat Lawn Care,0,0,0,NA,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,",0,2012-03-18T19:42:29.000-04:00,NA,FALSE,0,0,0,NA,FALSE,ae7a573566dbbfaaecb619415f177aaf4e53d8c6,FALSE,FALSE,FALSE,1859102,-1.0,395,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers,52,"c(""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=3&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=4&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=5&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=6&""
)",Landscape Contractors & Designers,2970796,NA,/companies/2970796-carlton-landscaping?searched_category_id=395&service_area=2286456,NA,carlton-landscaping,2022-07-20T13:36:50.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2032707,Carlton Landscaping,0,0,0,NA,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,",0,2022-07-20T13:37:55.000-04:00,NA,FALSE,0,0,0,0,FALSE,1639aef0fcc62fecd748f140c4ce215893eacfd6,FALSE,FALSE,NA,2286456,-1.0,395,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers,52,"c(""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=3&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=4&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=5&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=6&""
)",Landscape Contractors & Designers,2975756,NA,/companies/2975756-splash-pools?searched_category_id=395&service_area=2298229,NA,splash-pools,2022-11-11T11:13:32.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2037654,SPLASH POOLS,0,0,0,NA,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,",0,2022-11-11T11:15:15.000-05:00,NA,FALSE,0,0,0,0,FALSE,d95cc24244d8a993fad712c3ee3e8050342791cd,FALSE,TRUE,FALSE,2298229,-1.0,395,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers,52,"c(""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=3&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=4&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=5&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=6&""
)",Landscape Contractors & Designers,2976181,NA,/companies/2976181-canopy-landscape-design-studio?searched_category_id=395&service_area=2299184,NA,canopy-landscape-design-studio,2022-11-21T11:59:04.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2038079,Canopy Landscape Design Studio,0,0,0,NA,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,",0,2022-11-21T12:00:22.000-05:00,NA,FALSE,0,0,0,0,FALSE,b305e996b887b0e50793c1b6b999791d5b67c39d,FALSE,FALSE,NA,2299184,-1.0,395,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers,52,"c(""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=3&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=4&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=5&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=6&""
)",Landscape Contractors & Designers,2797262,NA,/companies/2797262-inspired-english-landscapes?searched_category_id=395&service_area=1860336,NA,inspired-english-landscapes,2012-04-12T20:44:59.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1860314,Inspired English Landscapes,1,0,0,NA,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,",0,2012-04-12T20:45:01.000-04:00,NA,FALSE,0,0,0,NA,FALSE,760c6750125ee085a46095edb20e791be2d8dca9,FALSE,FALSE,FALSE,1860336,-1.0,395,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers,52,"c(""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=3&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=4&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=5&"", ""https://homestars.com/on/halifax%20regional%20municipality/landscape-contractors-designers?&page=6&""
)",Landscape Contractors & Designers,2768592,NA,/companies/2768592-tracey-s-landscaping?searched_category_id=395&service_area=1781796,NA,tracey-s-landscaping,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1831644,Tracey's Landscaping,2,2,0,9.5,"Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1781796,75.0025746598,395,NA,NA,2013-01-20T13:29:40.000-05:00
