Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,subdomain,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,claimed_at,latest_approved_review_created_at
https://homestars.com/on/nanaimo/plumbing,22,"c(""https://homestars.com/on/nanaimo/plumbing?&page=2&"", ""https://homestars.com/on/nanaimo/plumbing?&page=3&"")",Plumbing,2887027,https://johngplumbing.com/,/companies/2887027-john-g-plumbing?searched_category_id=419&service_area=2100148,"Service With a Good Reputation
John G. Plumbing Inc. was established with a good reputation and to make a difference in the industry of plumbing. With our years of experience as well as well-trained technicians, we take pride in delivering top-notch quality services, which give us an edge in the Mid-Island area from Nanaimo to Qualicum Beach.

All your plumbing needs and services including; Repiping Services, Drainage Cleaning, Clogged Toilet Repair, Drain & Sewer Cleaning, Hydro-jetting, Camera Inspection, Line Locating, General Plumbing and Renovations
Burst Pipe Repair, Appliance hook-ups, Kitchen Plumbing, Toilet Repair, Gas & Hot Water, Water Heaters, Tankless water heaters, BBQ Box Installation and Fire Pit Installation.",john-g-plumbing,2016-05-07T03:20:37.000-04:00,NA,NA,NA,,"Best-in-class technicians
Uniformed and Professional Team
Meticulous care
100% Happy and Satisfied Customer Guarantee","Navien, Rinnai, Rheem, Bradford White, John Wood, ","The John G. Difference
At John G. Plumbing, we provide plumbing solutions differently. We always serve with a smile and we make sure that all of our services are served in accordance to our standards. That is the reason why our customer service is always available to answer all your concerns or questions regarding what we offer and how we can help you.
",2013,10,"Cash, Cheque, Major Credit Cards and e-transfer",,gas-fitting and plumbing,BBB A+ Rated,TRUE,TRUE,Call today for an estimate,,TRUE,FALSE,Usually 1 year on labour and manufacturer's warranty on material,1949451,John G Plumbing,8,8,3,10,"Plumbing, Plumber, Plumbers, Plumbing Contractor, Plumbing Repair, toilet repair, fixing toilet, fixing sink, broken faucet, faucet repair, tap repair, leaking toilet, leaking sink, leaking pipes, drain snaking, at plumbing, plumbing in, what is plumbing, a plumbing, the plumbing, plumbing and, how to plumbing, plumbing a, plumbing how to, an plumbing, a plumber, plumber, the plumber, plumber plumber, plumber in, how to plumber, plumbers in, the plumbers, plumbers, plumbing pipe, how to plumb, pipes and plumbing, plumbing pipes, pipes for plumbing, plummer, plumbing supplies, plumbing supply, plumbing heating, plumbing & heating, heating and plumbing, heating plumbing, plumbing and heating, pipe plumber, plumbing stores, plumbing suppliers, the plumbs centre, plumb centre, ,",0,johngplumbing,FALSE,0,0,3,0,FALSE,2533a79830f6bf6601c8318c45129ea7676bbafe,TRUE,TRUE,FALSE,2100148,86.7606446269,419,NA,NA,NA,NA
https://homestars.com/on/nanaimo/plumbing,22,"c(""https://homestars.com/on/nanaimo/plumbing?&page=2&"", ""https://homestars.com/on/nanaimo/plumbing?&page=3&"")",Plumbing,2806052,http://normsmobile.ca,/companies/2806052-norm-s-mobile-services?searched_category_id=419&service_area=1873633,Family owned and operated in Nanaimo for 46 years. 3 generations of plumbers and gas fitters committed to servicing your needs. ,norm-s-mobile-services,2013-02-16T00:42:19.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1869052,Norm's Mobile Services,6,6,0,9.33333,"Plumbing, Plumber, Plumbers, Plumbing Contractor, Plumbing Repair, toilet repair, fixing toilet, fixing sink, broken faucet, faucet repair, tap repair, leaking toilet, leaking sink, leaking pipes, drain snaking, at plumbing, plumbing in, what is plumbing, a plumbing, the plumbing, plumbing and, how to plumbing, plumbing a, plumbing how to, an plumbing, a plumber, plumber, the plumber, plumber plumber, plumber in, how to plumber, plumbers in, the plumbers, plumbers, plumbing pipe, how to plumb, pipes and plumbing, plumbing pipes, pipes for plumbing, plummer, plumbing supplies, plumbing supply, plumbing heating, plumbing & heating, heating and plumbing, heating plumbing, plumbing and heating, pipe plumber, plumbing stores, plumbing suppliers, the plumbs centre, plumb centre, ,",0,NA,FALSE,0,0,0,NA,FALSE,1f23027956f701f234639051e34f824158d06891,TRUE,TRUE,FALSE,1873633,63.5454212494,419,NA,NA,2019-02-17T01:41:26.000-05:00,2013-06-18T20:49:55.000-04:00
https://homestars.com/on/nanaimo/plumbing,22,"c(""https://homestars.com/on/nanaimo/plumbing?&page=2&"", ""https://homestars.com/on/nanaimo/plumbing?&page=3&"")",Plumbing,2945583,http://www.TwinPeaksPlumbing.ca,/companies/2945583-twin-peaks-plumbing-heating-gas?searched_category_id=419&service_area=2229793,"We are a locally owned Company serving the Mid Island area. We pride ourselves on the solid relationships we build with our customers. Whether repairing a water leak or replacing your homes heating equipment, we will provide you with options and explain the options so you can chose the best course of action for you.",twin-peaks-plumbing-heating-gas,2020-07-14T19:16:25.000-04:00,NA,NA,NA,,,,,NA,NA,,,,,FALSE,FALSE,,,FALSE,FALSE,,2007720,"Twin Peaks Plumbing, Heating & Gas",1,1,0,10,"Plumbing, Plumber, Plumbers, Plumbing Contractor, Plumbing Repair, toilet repair, fixing toilet, fixing sink, broken faucet, faucet repair, tap repair, leaking toilet, leaking sink, leaking pipes, drain snaking, at plumbing, plumbing in, what is plumbing, a plumbing, the plumbing, plumbing and, how to plumbing, plumbing a, plumbing how to, an plumbing, a plumber, plumber, the plumber, plumber plumber, plumber in, how to plumber, plumbers in, the plumbers, plumbers, plumbing pipe, how to plumb, pipes and plumbing, plumbing pipes, pipes for plumbing, plummer, plumbing supplies, plumbing supply, plumbing heating, plumbing & heating, heating and plumbing, heating plumbing, plumbing and heating, pipe plumber, plumbing stores, plumbing suppliers, the plumbs centre, plumb centre, ,",0,,FALSE,0,0,1,0,FALSE,2e6463837c14c315a4384fba41a66c278ded2738,FALSE,TRUE,FALSE,2229793,88.9917828936,419,NA,NA,2020-07-14T19:18:42.000-04:00,NA
https://homestars.com/on/nanaimo/plumbing,22,"c(""https://homestars.com/on/nanaimo/plumbing?&page=2&"", ""https://homestars.com/on/nanaimo/plumbing?&page=3&"")",Plumbing,2847944,NA,/companies/2847944-1-plumbing?searched_category_id=419&service_area=1956424,"Leaky pipes? Clogged drains? Plumbing Problems? No worries! Just call Public Plumbing at 778-997-2904. Tricity, Coquitlam, Port Coquitlam, port moody Plumbers, Coquitlam Centre ...",1-plumbing,2014-01-27T12:20:14.000-05:00,NA,NA,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1910378,1 Plumbing,0,0,0,NA,"Plumbing, Plumber, Plumbers, Plumbing Contractor, Plumbing Repair, toilet repair, fixing toilet, fixing sink, broken faucet, faucet repair, tap repair, leaking toilet, leaking sink, leaking pipes, drain snaking, at plumbing, plumbing in, what is plumbing, a plumbing, the plumbing, plumbing and, how to plumbing, plumbing a, plumbing how to, an plumbing, a plumber, plumber, the plumber, plumber plumber, plumber in, how to plumber, plumbers in, the plumbers, plumbers, plumbing pipe, how to plumb, pipes and plumbing, plumbing pipes, pipes for plumbing, plummer, plumbing supplies, plumbing supply, plumbing heating, plumbing & heating, heating and plumbing, heating plumbing, plumbing and heating, pipe plumber, plumbing stores, plumbing suppliers, the plumbs centre, plumb centre, ,",0,NA,FALSE,0,0,0,0,FALSE,185d86181d3f81b9ab9341779b0e3ff58a3f3568,FALSE,FALSE,FALSE,1956424,0,419,NA,NA,NA,NA
https://homestars.com/on/nanaimo/plumbing,22,"c(""https://homestars.com/on/nanaimo/plumbing?&page=2&"", ""https://homestars.com/on/nanaimo/plumbing?&page=3&"")",Plumbing,2941759,https://www.mrrooter.ca/nanaimo,/companies/2941759-mr-rooter-plumbing-of-nanaimo?searched_category_id=419&service_area=2221144,Why choose Mr. Rooter Plumbing Nanaimo? Our Nanaimo plumber continuously strives to be the best plumbing company Nanaimo has to offer! Your local plumber will arrive on time to your scheduled appointment and provide quality workmanship and parts. Call 250 753-8300 today and see why our customers call us the best plumbers Nanaimo has to offer.,mr-rooter-plumbing-of-nanaimo,2020-03-17T06:27:49.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2003933,Mr. Rooter Plumbing of Nanaimo,0,0,6,NA,"Plumbing, Plumber, Plumbers, Plumbing Contractor, Plumbing Repair, toilet repair, fixing toilet, fixing sink, broken faucet, faucet repair, tap repair, leaking toilet, leaking sink, leaking pipes, drain snaking, at plumbing, plumbing in, what is plumbing, a plumbing, the plumbing, plumbing and, how to plumbing, plumbing a, plumbing how to, an plumbing, a plumber, plumber, the plumber, plumber plumber, plumber in, how to plumber, plumbers in, the plumbers, plumbers, plumbing pipe, how to plumb, pipes and plumbing, plumbing pipes, pipes for plumbing, plummer, plumbing supplies, plumbing supply, plumbing heating, plumbing & heating, heating and plumbing, heating plumbing, plumbing and heating, pipe plumber, plumbing stores, plumbing suppliers, the plumbs centre, plumb centre, ,",0,NA,FALSE,0,0,7,0,FALSE,ab955a88bed670c87623c18e479e71e3c109b4ae,FALSE,FALSE,FALSE,2221144,-1.0,419,NA,NA,2020-03-17T06:28:08.000-04:00,NA
https://homestars.com/on/nanaimo/plumbing,22,"c(""https://homestars.com/on/nanaimo/plumbing?&page=2&"", ""https://homestars.com/on/nanaimo/plumbing?&page=3&"")",Plumbing,2847652,NA,/companies/2847652-1-plumbing?searched_category_id=419&service_area=1955834,NA,1-plumbing,2014-01-19T14:21:10.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1910086,1 Plumbing,0,0,0,NA,"Plumbing, Plumber, Plumbers, Plumbing Contractor, Plumbing Repair, toilet repair, fixing toilet, fixing sink, broken faucet, faucet repair, tap repair, leaking toilet, leaking sink, leaking pipes, drain snaking, at plumbing, plumbing in, what is plumbing, a plumbing, the plumbing, plumbing and, how to plumbing, plumbing a, plumbing how to, an plumbing, a plumber, plumber, the plumber, plumber plumber, plumber in, how to plumber, plumbers in, the plumbers, plumbers, plumbing pipe, how to plumb, pipes and plumbing, plumbing pipes, pipes for plumbing, plummer, plumbing supplies, plumbing supply, plumbing heating, plumbing & heating, heating and plumbing, heating plumbing, plumbing and heating, pipe plumber, plumbing stores, plumbing suppliers, the plumbs centre, plumb centre, ,",0,NA,FALSE,0,0,0,0,FALSE,cb7f4a4fe4b272e7935efd9a1ea252ce91a82e83,FALSE,FALSE,FALSE,1955834,0,419,NA,NA,NA,NA
https://homestars.com/on/nanaimo/plumbing,22,"c(""https://homestars.com/on/nanaimo/plumbing?&page=2&"", ""https://homestars.com/on/nanaimo/plumbing?&page=3&"")",Plumbing,2799519,NA,/companies/2799519-m2-mechanical?searched_category_id=419&service_area=1863537,"M2 mechanical offers the following plumbing services:
Sanitary drainage
Venting
Domestic Water
Hot Water Tanks
Toilets
Bathroom Sinks
Kitchen Sinks
Bathtubs
Showers
Faucets
Steam Rooms
Hose Bibs
Processed Water Distribution
Design / Build",m2-mechanical,2012-07-06T13:21:02.000-04:00,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1862571,M2 Mechanical,0,0,0,NA,"Plumbing, Plumber, Plumbers, Plumbing Contractor, Plumbing Repair, toilet repair, fixing toilet, fixing sink, broken faucet, faucet repair, tap repair, leaking toilet, leaking sink, leaking pipes, drain snaking, at plumbing, plumbing in, what is plumbing, a plumbing, the plumbing, plumbing and, how to plumbing, plumbing a, plumbing how to, an plumbing, a plumber, plumber, the plumber, plumber plumber, plumber in, how to plumber, plumbers in, the plumbers, plumbers, plumbing pipe, how to plumb, pipes and plumbing, plumbing pipes, pipes for plumbing, plummer, plumbing supplies, plumbing supply, plumbing heating, plumbing & heating, heating and plumbing, heating plumbing, plumbing and heating, pipe plumber, plumbing stores, plumbing suppliers, the plumbs centre, plumb centre, ,",0,NA,FALSE,0,0,0,NA,FALSE,14595fdedbe9d6750bf8188152b747d25d820df6,FALSE,FALSE,FALSE,1863537,0,419,NA,NA,NA,NA
https://homestars.com/on/nanaimo/plumbing,22,"c(""https://homestars.com/on/nanaimo/plumbing?&page=2&"", ""https://homestars.com/on/nanaimo/plumbing?&page=3&"")",Plumbing,2706093,NA,/companies/2706093-o-mueller-sons?searched_category_id=419&service_area=1719297,NA,o-mueller-sons,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1769145,O Mueller & Sons,1,1,0,10,"Plumbing, Plumber, Plumbers, Plumbing Contractor, Plumbing Repair, toilet repair, fixing toilet, fixing sink, broken faucet, faucet repair, tap repair, leaking toilet, leaking sink, leaking pipes, drain snaking, at plumbing, plumbing in, what is plumbing, a plumbing, the plumbing, plumbing and, how to plumbing, plumbing a, plumbing how to, an plumbing, a plumber, plumber, the plumber, plumber plumber, plumber in, how to plumber, plumbers in, the plumbers, plumbers, plumbing pipe, how to plumb, pipes and plumbing, plumbing pipes, pipes for plumbing, plummer, plumbing supplies, plumbing supply, plumbing heating, plumbing & heating, heating and plumbing, heating plumbing, plumbing and heating, pipe plumber, plumbing stores, plumbing suppliers, the plumbs centre, plumb centre, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1719297,13.6000576722,419,NA,NA,NA,2013-10-09T17:23:00.000-04:00
https://homestars.com/on/nanaimo/plumbing,22,"c(""https://homestars.com/on/nanaimo/plumbing?&page=2&"", ""https://homestars.com/on/nanaimo/plumbing?&page=3&"")",Plumbing,2945172,NA,/companies/2945172-gary-mckinnon-plumbing-heating?searched_category_id=419&service_area=2228854,NA,gary-mckinnon-plumbing-heating,2020-07-02T17:28:35.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2007309,Gary McKinnon Plumbing & Heating,1,1,0,0,"Plumbing, Plumber, Plumbers, Plumbing Contractor, Plumbing Repair, toilet repair, fixing toilet, fixing sink, broken faucet, faucet repair, tap repair, leaking toilet, leaking sink, leaking pipes, drain snaking, at plumbing, plumbing in, what is plumbing, a plumbing, the plumbing, plumbing and, how to plumbing, plumbing a, plumbing how to, an plumbing, a plumber, plumber, the plumber, plumber plumber, plumber in, how to plumber, plumbers in, the plumbers, plumbers, plumbing pipe, how to plumb, pipes and plumbing, plumbing pipes, pipes for plumbing, plummer, plumbing supplies, plumbing supply, plumbing heating, plumbing & heating, heating and plumbing, heating plumbing, plumbing and heating, pipe plumber, plumbing stores, plumbing suppliers, the plumbs centre, plumb centre, ,",0,NA,FALSE,0,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,2228854,0.0,419,NA,NA,NA,NA
https://homestars.com/on/nanaimo/plumbing,22,"c(""https://homestars.com/on/nanaimo/plumbing?&page=2&"", ""https://homestars.com/on/nanaimo/plumbing?&page=3&"")",Plumbing,2723616,NA,/companies/2723616-venco-products-ltd?searched_category_id=419&service_area=1736820,NA,venco-products-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1786668,Venco Products Ltd,0,0,0,NA,"Plumbing, Plumber, Plumbers, Plumbing Contractor, Plumbing Repair, toilet repair, fixing toilet, fixing sink, broken faucet, faucet repair, tap repair, leaking toilet, leaking sink, leaking pipes, drain snaking, at plumbing, plumbing in, what is plumbing, a plumbing, the plumbing, plumbing and, how to plumbing, plumbing a, plumbing how to, an plumbing, a plumber, plumber, the plumber, plumber plumber, plumber in, how to plumber, plumbers in, the plumbers, plumbers, plumbing pipe, how to plumb, pipes and plumbing, plumbing pipes, pipes for plumbing, plummer, plumbing supplies, plumbing supply, plumbing heating, plumbing & heating, heating and plumbing, heating plumbing, plumbing and heating, pipe plumber, plumbing stores, plumbing suppliers, the plumbs centre, plumb centre, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1736820,0,419,NA,NA,NA,NA
