Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,claimed_at,completion_percent_cache
https://homestars.com/on/otonabee/house-apartment-cleaning,27,"c(""https://homestars.com/on/otonabee/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/otonabee/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2805851,NA,/companies/2805851-top-to-bottom-cleaning?searched_category_id=383&service_area=1873238,"Weekends and your leisure time were not made for cleaning, why not have us do all of your housework for you?  Housework is a big task, and with school, kids and work it can seem impossible.  We can offer to you the best in house cleaning and competitive rates!
 
  Top To Bottom Cleaning is a cleaning company that can offer you the best and most thorough clean in Peterborough and the Kawarthas.
 
 
We offer competitive rates for all types of cleaning, including:
 
Weekly- Bi-Weekly - Monthly etc
Special event preparation or clean-up
Spring cleaning
Move-out/move-in
One time cleanings
And more!
 
ALL products are supplied by us.  You worry about nothing!  Special request and green products can also be used.
 
To request an estimate contact us today! 

Bonded & Fully insured for your peace of mind

Gift certificates also available!

Call Jessica at 705-927-2969 or e-mail jessica@toptobottomcleaning.org
",top-to-bottom-cleaning,2013-02-12T10:58:13.000-05:00,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1868851,Top To Bottom C Leaning,2,2,0,10,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,FALSE,0,0,0,FALSE,54f49b5966861612ed853308d733e73dacab8d82,FALSE,2014-09-03T02:24:11.000-04:00,FALSE,FALSE,1873238,47.2179656415,383,NA,NA,NA,NA
https://homestars.com/on/otonabee/house-apartment-cleaning,27,"c(""https://homestars.com/on/otonabee/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/otonabee/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2904318,NA,/companies/2904318-triway-cleaning-service?searched_category_id=383&service_area=2138413,NA,triway-cleaning-service,2017-11-03T00:59:59.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1966503,Tri Way Cleaning Service,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,FALSE,0,0,0,FALSE,adf6162de3c16f2d61b309504fe3ee7bd517479e,FALSE,NA,FALSE,FALSE,2138413,0,383,NA,NA,2017-11-03T01:01:02.000-04:00,0
https://homestars.com/on/otonabee/house-apartment-cleaning,27,"c(""https://homestars.com/on/otonabee/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/otonabee/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2940561,NA,/companies/2940561-servicemaster-clean?searched_category_id=383&service_area=2218559,NA,servicemaster-clean,2020-02-18T11:16:54.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2002735,ServiceMaster Clean,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,FALSE,0,0,0,FALSE,c15b5e648c8f7ad6f3d761efcf37568bf2e224f3,FALSE,NA,FALSE,FALSE,2218559,0,383,NA,NA,2020-02-18T11:18:05.000-05:00,0
https://homestars.com/on/otonabee/house-apartment-cleaning,27,"c(""https://homestars.com/on/otonabee/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/otonabee/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2627469,NA,/companies/2627469-white-glove-cleaning-service?searched_category_id=383&service_area=1640673,"White Glove Cleaning Service has been providing quality cleaning in the Peterborough area since 1983. Specializing in residential and office cleaning, we offer weekly, bi-weekly, monthly & occasional cleaning. Free Estimates, reasonable rates, Family owned and operated",white-glove-cleaning-service,2008-03-04T16:55:15.000-05:00,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1690521,White Glove Cleaning Service,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,FALSE,0,0,0,FALSE,b244110da5c54a70e3551ab88b9f09d07c112f65,FALSE,NA,FALSE,FALSE,1640673,0,383,NA,NA,2012-06-13T19:05:47.000-04:00,NA
https://homestars.com/on/otonabee/house-apartment-cleaning,27,"c(""https://homestars.com/on/otonabee/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/otonabee/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2974680,NA,/companies/2974680-swept-away-cleaning-by-tash?searched_category_id=383&service_area=2295789,NA,swept-away-cleaning-by-tash,2022-10-20T22:18:26.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2036578,Swept Away Cleaning By Tash,0,0,16,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,FALSE,0,0,17,FALSE,fb75445fa787e2c13e3eab102cf93030edd5bd08,FALSE,NA,FALSE,NA,2295789,0,383,NA,NA,2022-10-20T22:19:02.000-04:00,0
https://homestars.com/on/otonabee/house-apartment-cleaning,27,"c(""https://homestars.com/on/otonabee/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/otonabee/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2871439,NA,/companies/2871439-time-for-me-cleaning-co?searched_category_id=383&service_area=2035887,"Time For Me Cleaning Co. is a full service residential cleaning company.  We offer weekly, bi-weekly and one-time cleans, as well as move in/out cleaning, special event and new construction cleanings.  Our knowledgeable staff are professionally trained, bonded and secured, and we supply all of the cleaning products and equipment to make your house sparkle! ",time-for-me-cleaning-co,2015-06-02T21:27:33.000-04:00,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1933863,Time For Me Cleaning Co.,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,FALSE,0,0,0,FALSE,3a753e5042b20354a2e8167ce06500e58f919303,FALSE,NA,FALSE,FALSE,2035887,0,383,NA,NA,NA,0
https://homestars.com/on/otonabee/house-apartment-cleaning,27,"c(""https://homestars.com/on/otonabee/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/otonabee/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2905589,https://www.facebook.com/integritycleanersptbo/,/companies/2905589-integrity-cleaners?searched_category_id=383&service_area=2141149,"home cleaning services. weekly, biweekly, monthly, or just one time.
estate, and rental unit cleaning.
steam cleaning.
",integrity-cleaners,2017-11-30T21:18:18.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1967774,Integrity Cleaners,0,0,4,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,FALSE,0,0,4,FALSE,e95b862d5050615c8783a01927fe03402a3b240e,FALSE,NA,FALSE,FALSE,2141149,0,383,NA,NA,2017-11-30T21:18:51.000-05:00,0
https://homestars.com/on/otonabee/house-apartment-cleaning,27,"c(""https://homestars.com/on/otonabee/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/otonabee/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2934677,https://www.housecleaningpeterborough.com,/companies/2934677-house-cleaning-peterborough?searched_category_id=383&service_area=2205337,"Our Peterborough, ON home cleaning company offers a wide range of services to suit your every need. From regular maid services to rental home cleaning services, we offer top-quality service. Whether you need your home or business cleaned, we can handle it.
",house-cleaning-peterborough,2019-09-06T17:40:10.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1996851,House Cleaning Peterborough,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,FALSE,0,0,1,FALSE,6991188f99a9375d956fd294ba18e3cbd1a1b618,FALSE,NA,FALSE,FALSE,2205337,0,383,NA,NA,2019-09-06T17:40:47.000-04:00,0
https://homestars.com/on/otonabee/house-apartment-cleaning,27,"c(""https://homestars.com/on/otonabee/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/otonabee/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2923218,NA,/companies/2923218-kr-cleaning-consultant-solution?searched_category_id=383&service_area=2179090,NA,kr-cleaning-consultant-solution,2018-10-25T08:44:03.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1985392,KR Cleaning & Consultant Solution ,1,1,0,10,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,2179090,74.501016348,383,NA,NA,NA,0
https://homestars.com/on/otonabee/house-apartment-cleaning,27,"c(""https://homestars.com/on/otonabee/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/otonabee/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2585515,NA,/companies/2585515-peterborough-custom-clean-all?searched_category_id=383&service_area=1598719,NA,peterborough-custom-clean-all,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1648567,Peterborough Custom Clean-All,1,1,0,0,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,2008-09-17T18:32:10.000-04:00,FALSE,FALSE,1598719,0.0,383,NA,NA,NA,NA
