Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,claimed_at,subdomain
https://homestars.com/on/kanata/home-office-renovation,11,https://homestars.com/on/kanata/home-office-renovation?&page=2&,Home Office Renovation,2853295,https://homesmithsinc.com/,/companies/2853295-homesmiths-inc?searched_category_id=381&service_area=1970657,"Homesmiths Inc. was founded in 1995 to provide the kind of service Tony Smith believed should always be available to everyone. Tony has 30 years of experience and his skill and expertise is brought to every project. This ensures peace of mind to the home owners that the work will be done correctly the first time and always using best practices. Tony believes in earning and maintaining a good relationship and mutual respect between his clients and himself. This trust and interpersonal relationship is easily lost when dealing with a larger company or general contractors who will just assign people to work on your project and is rarely seen afterwards. Tony specializes in complete Kitchen, Bathroom and Basement renovations and can assist you in any aspect from flooring, lighting, restructuring walls, windows, plumbing, electrical, new sinks or shower enhancements. Homesmiths Inc. can assist in getting all required documentation and materials needed for your renovation. Please visit our website and see how we can assist in meeting your renovation goals. www.homesmithsinc.com ",homesmiths-inc,2014-05-07T10:51:44.000-04:00,NA,NA,By Appointment,,,,,NA,NA,,,,,FALSE,FALSE,,,FALSE,FALSE,,1915726,Home Smiths Inc.,15,15,62,9.93333,"Basement Renovation, Basement renovation, Basement remodeling, Basement remodelling, renovating your basement, renovation, waterproofing, remodeling, home renovation, house renovation, water in basement, basement waterproofing,finishing basement, moistureproof, remodeling the house, caulking,Bathroom Renovation, Bathroom renovation, bathroom remodeling, bathroom remodelling, renovating the bathroom, tearing out the bathroom, fixing up the bathroom, bathroom contractors, bathroom vanities, bathroom vanity, design of bathroom, bathroom and design, design for bathroom, design a bathroom, design a bath, bath design, bathroom tile, bathroom cabinets, remodeling a bathroom, bathroom remodeling, remodeling the bathroom, ,Bath renovation, New tub, caulking, ,Kitchen Planning & Renovation, Kitchen Planning And Design, Kitchen Cabinet Planning, Kitchen Design, Kitchen Remodeling, kitchen or, and bathroom, a and a kitchens, kitchens and, for kitchens, a kitchens, kitchens, the house design, cabinets for kitchen, cabinets for the kitchen, cabinets and kitchen, kitchen cabinets, design a kitchen, about kitchen design, a kitchen design, how to kitchen design, design and kitchen, the kitchen design, design for kitchen, kitchen designs, renovation and remodeling, remodeling and renovation, kitchen designer,,Kitchen Renovation, caulking, ,Home Office Renovation, renovating home office, home office shelving, home office built-ins, diy network, decorating an office, decorating a office, ,",0,FALSE,0,0,64,0,FALSE,f90f755bf7d4af588e5ff5b465c284cff9e544a4,TRUE,2020-09-13T20:12:00.000-04:00,TRUE,TRUE,1970657,96.1648491288,381,NA,NA,NA,NA
https://homestars.com/on/kanata/home-office-renovation,11,https://homestars.com/on/kanata/home-office-renovation?&page=2&,Home Office Renovation,2879896,NA,/companies/2879896-blackforest-contractor-inc?searched_category_id=381&service_area=2067756,"We look forward to assisting you in your search for the perfect renovation and construction business that suits your needs. 
",blackforest-contractor-inc,2015-11-25T01:54:07.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1942320,Blackforest Contractor Inc,1,1,0,10,"Home Office Renovation, renovating home office, home office shelving, home office built-ins, diy network, decorating an office, decorating a office, ,",0,FALSE,0,0,0,0,FALSE,bc23dea1bc5efbaf113c7fa968610af5fa96606a,FALSE,NA,FALSE,FALSE,2067756,69.5217626359,381,NA,NA,NA,NA
https://homestars.com/on/kanata/home-office-renovation,11,https://homestars.com/on/kanata/home-office-renovation?&page=2&,Home Office Renovation,2916706,NA,/companies/2916706-mr-will-home-renovation?searched_category_id=381&service_area=2164588,NA,mr-will-home-renovation,2018-05-17T21:19:51.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1978890, Mr Will Home Renovation ,0,0,0,NA,"Home Office Renovation, renovating home office, home office shelving, home office built-ins, diy network, decorating an office, decorating a office, ,",0,FALSE,0,0,0,0,FALSE,8f5335dba63e92b2a9d5e2484f432157c28c718d,FALSE,NA,FALSE,FALSE,2164588,-1.0,381,NA,NA,2018-05-17T21:20:33.000-04:00,NA
https://homestars.com/on/kanata/home-office-renovation,11,https://homestars.com/on/kanata/home-office-renovation?&page=2&,Home Office Renovation,2782925,NA,/companies/2782925-ottawa-locksmith?searched_category_id=381&service_area=1836840,NA,ottawa-locksmith,2010-12-13T07:32:32.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1845977,Ottawa Locksmith,0,0,0,NA,"Home Office Renovation, renovating home office, home office shelving, home office built-ins, diy network, decorating an office, decorating a office, ,",0,FALSE,0,0,0,NA,FALSE,6374587b2672d79d99adfb94389958c4ad8e7ac7,FALSE,NA,FALSE,FALSE,1836840,-1.0,381,NA,NA,2010-12-25T11:02:06.000-05:00,NA
https://homestars.com/on/kanata/home-office-renovation,11,https://homestars.com/on/kanata/home-office-renovation?&page=2&,Home Office Renovation,2889626,NA,/companies/2889626-greenco-renovations?searched_category_id=381&service_area=2101953,"GreenCo Renovations is leading Canada based commercial / residential home construction, renovation and remodeling service provider company. They provides best designs and space makers in home / commercial properties. From 20 years in all over Canada and major cities like Ottawa, Ontario, Nepean, Kanata, Gloucester, Stitsville and Manotick. Help you choose the best materials at the best prices, offers 5 years warranty and be there every step of the way to help with any concerns or questions. For home / commercial construction and renovations feel free to contact us at 613-406-7474 and visit website www.greencorenovations.com.
",greenco-renovations,2016-08-17T06:31:36.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1952050,Green Co Renovations,1,0,0,NA,"Home Office Renovation, renovating home office, home office shelving, home office built-ins, diy network, decorating an office, decorating a office, ,",0,FALSE,0,0,0,0,FALSE,ce93887fe6dc5c6db6074273c51b7d00d83e93e2,FALSE,NA,FALSE,FALSE,2101953,-1.0,381,NA,NA,NA,NA
https://homestars.com/on/kanata/home-office-renovation,11,https://homestars.com/on/kanata/home-office-renovation?&page=2&,Home Office Renovation,2896297,http://renovationsexperts.ca/,/companies/2896297-renovations-experts-gatineau?searched_category_id=381&service_area=2121463,"Rénovations experts Gatineau est votre professionnel en construction, rénovation de couvre-planchers, de salle de bain, de portes et fenêtres, de cuisines et de toiture. 
Notre équipe d'expert vous offre des services partout dans la région de l'Outaouais : Gatineau, Hull, Aylmer, Buckingham, Chelsea, Cantley et bien plus encore.
Appelez-nous au (819) 303-8659 pour plus d'informations et visitez-nous au 15 rue Paradis Gatineau, QC, J8V2A3.",renovations-experts-gatineau,2017-04-21T03:02:39.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1958721,Rénovations Experts Gatineau,0,0,4,NA,"Home Office Renovation, renovating home office, home office shelving, home office built-ins, diy network, decorating an office, decorating a office, ,",0,FALSE,0,0,5,0,FALSE,1e0e57d9de67fba3bf0448e8fa52520936359b86,FALSE,NA,FALSE,FALSE,2121463,-1.0,381,NA,NA,2017-04-21T03:02:52.000-04:00,NA
https://homestars.com/on/kanata/home-office-renovation,11,https://homestars.com/on/kanata/home-office-renovation?&page=2&,Home Office Renovation,2975949,,/companies/2975949-budget-construction-inc?searched_category_id=381&service_area=2298665,"we offer comprehensive home, office and business renovation services of any nature related to building and construction. 
No job is too small or  too big. we have the skills, expertise and knowledge to fulfil our duty with pride, dignity and professionalism. your satisfaction would be always be our priority and we are trying to go the extra mile just for you. 
from handy man work to your house extension and maybe a building from scratch we are the one stop shop. we cater for all. 
",budget-construction-inc,2022-11-15T17:20:26.000-05:00,NA,NA,NA,,,,,NA,NA,,,,,FALSE,FALSE,,,FALSE,FALSE,,2037847,Budget construction INC,0,0,0,NA,"Home Office Renovation, renovating home office, home office shelving, home office built-ins, diy network, decorating an office, decorating a office, ,",0,FALSE,0,0,0,0,FALSE,df7f030aa64f8cde3896f57467223f5da42f8381,FALSE,NA,TRUE,FALSE,2298665,-1.0,381,NA,NA,2022-11-15T17:21:23.000-05:00,
https://homestars.com/on/kanata/home-office-renovation,11,https://homestars.com/on/kanata/home-office-renovation?&page=2&,Home Office Renovation,2914824,NA,/companies/2914824-we-do-contracting?searched_category_id=381&service_area=2160588,"WeDo Contracting brings together an innovative team of professionals that specialize in general contracting, renovations and interior design services.

4000 Hall Rd. Ottawa, ON K0A 1K0

613-866-9336

http://wedocontracting.ca/

",we-do-contracting,2018-04-19T03:44:56.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1977008,We Do Contracting,0,0,0,NA,"Home Office Renovation, renovating home office, home office shelving, home office built-ins, diy network, decorating an office, decorating a office, ,",0,FALSE,0,0,0,0,FALSE,ba8ba76ad4001b9930b2fb06a3782ff3e581c23d,FALSE,NA,FALSE,FALSE,2160588,-1.0,381,NA,NA,2018-04-19T03:45:43.000-04:00,NA
https://homestars.com/on/kanata/home-office-renovation,11,https://homestars.com/on/kanata/home-office-renovation?&page=2&,Home Office Renovation,2800115,NA,/companies/2800115-lic-contracting?searched_category_id=381&service_area=1864378,NA,lic-contracting,2012-07-19T21:12:14.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1863167,LIC Contracting,1,1,0,7,"Home Office Renovation, renovating home office, home office shelving, home office built-ins, diy network, decorating an office, decorating a office, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,2012-07-19T21:16:56.000-04:00,FALSE,FALSE,1864378,10.7296842075,381,NA,NA,NA,NA
https://homestars.com/on/kanata/home-office-renovation,11,https://homestars.com/on/kanata/home-office-renovation?&page=2&,Home Office Renovation,2910858,NA,/companies/2910858-gjdumas-renovation-building-cleaning?searched_category_id=381&service_area=2152201,NA,gjdumas-renovation-building-cleaning,2018-02-25T21:43:25.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1973043,Gjdumas renovation & building cleaning,0,0,0,NA,"Home Office Renovation, renovating home office, home office shelving, home office built-ins, diy network, decorating an office, decorating a office, ,",0,FALSE,0,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,2152201,-1.0,381,NA,NA,NA,NA
