Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,completion_percent_cache,latest_approved_review_created_at
https://homestars.com/on/arkell/computer-repairs-service,21,"c(""https://homestars.com/on/arkell/computer-repairs-service?&page=2&"", ""https://homestars.com/on/arkell/computer-repairs-service?&page=3&"")",Computer Repairs and Support,221926,NA,/companies/221926-recovery-force-inc?searched_category_id=335&service_area=1801059,,recovery-force-inc,2008-01-23T10:34:26.000-05:00,NA,NA,8AM - 5PM,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,73717,Recovery Force Inc,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,2014-10-06T14:08:52.000-04:00,FALSE,0,0,0,FALSE,93f0e589cbbd6ae4d31ac94a9a980482fb1f4d71,FALSE,TRUE,FALSE,1801059,0,335,NA,NA,NA,NA
https://homestars.com/on/arkell/computer-repairs-service,21,"c(""https://homestars.com/on/arkell/computer-repairs-service?&page=2&"", ""https://homestars.com/on/arkell/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2792408,NA,/companies/2792408-gewtv?searched_category_id=335&service_area=1852603,"We are Guelph, Ontario fastest service for iPhone unlocking, Blackberry unlocking, and cell phone repairs. We unlock many other brand phone including but no limited to LG, Sony, Acer, Etc. Please contact us to make appointment.
Call/Text: 519-265-6494",gewtv,2011-11-09T03:09:33.000-05:00,NA,Guelph Kitchener Waterloo Cambridge Rockwood ,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1855460,Gew Tv,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,2011-11-09T03:09:37.000-05:00,FALSE,0,0,0,FALSE,9da3090ed2955e49af087df5d013acd153f5f9d4,FALSE,FALSE,FALSE,1852603,0,335,NA,NA,NA,NA
https://homestars.com/on/arkell/computer-repairs-service,21,"c(""https://homestars.com/on/arkell/computer-repairs-service?&page=2&"", ""https://homestars.com/on/arkell/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2603318,NA,/companies/2603318-lanvis-corporation?searched_category_id=335&service_area=1616522,"We specialize in Computer sales and support for both home users and small to mid-sized businesses.  From removing that pesky piece of spyware to installing your complete office network, we're here to help.  Give us a call for a free quotation.",lanvis-corporation,2008-03-04T16:55:15.000-05:00,NA,NA,"Monday to Friday, 9 - 6.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1666370,Lanvis Corporation,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,2012-12-14T21:13:39.000-05:00,FALSE,0,0,0,FALSE,b18f4df868bb4629039094ac663799e82c8c65a4,FALSE,TRUE,FALSE,1616522,0,335,NA,NA,NA,NA
https://homestars.com/on/arkell/computer-repairs-service,21,"c(""https://homestars.com/on/arkell/computer-repairs-service?&page=2&"", ""https://homestars.com/on/arkell/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2775551,http://www.robscomputercorner.com,/companies/2775551-robs-computer-corner?searched_category_id=335&service_area=1788755,Computer service & repairs in the Guelph area. Fast professional service backed by a 100% satisfaction guarantee.,robs-computer-corner,2009-06-27T16:01:56.000-04:00,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1838603,Robs Computer Corner,1,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,2009-06-27T16:01:55.000-04:00,FALSE,0,0,0,FALSE,5c43b0099b904ac36a8c791ad5bd4f205ef19edd,FALSE,FALSE,FALSE,1788755,0,335,NA,NA,NA,NA
https://homestars.com/on/arkell/computer-repairs-service,21,"c(""https://homestars.com/on/arkell/computer-repairs-service?&page=2&"", ""https://homestars.com/on/arkell/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2946441,https://www.pcrepairpros.com,/companies/2946441-pc-repair-pros?searched_category_id=335&service_area=2231710,"PC Repair Pros provides full service IT support for small to medium sized business. We provide both on-site and integrated remote online support services. We can support you with all your hardware, software and consultation needs to get your business setup for the future.

Needing an IT professional to support your business, is no longer an option. With more and more companies moving their business online, you need to ensure you’re not left behind. PC Repair Pros are there for you, by providing the IT support services you need, for when you need them. With our industry experience and expertise, we will support your company through these tough times by providing the professional services you need.",pc-repair-pros,2020-08-05T13:26:13.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2008578,PC REPAIR PROS,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,2020-08-05T13:26:46.000-04:00,FALSE,0,0,1,FALSE,19921c5d89e5df52aec3fa64ed10cb1979cf6694,FALSE,FALSE,FALSE,2231710,0,335,NA,NA,0,NA
https://homestars.com/on/arkell/computer-repairs-service,21,"c(""https://homestars.com/on/arkell/computer-repairs-service?&page=2&"", ""https://homestars.com/on/arkell/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2573842,NA,/companies/2573842-pc-repair-depot?searched_category_id=335&service_area=1587046,NA,pc-repair-depot,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1636894,PC Repair Depot,2,1,0,10,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1587046,45.7612487051,335,NA,NA,NA,2014-08-29T10:59:45.000-04:00
https://homestars.com/on/arkell/computer-repairs-service,21,"c(""https://homestars.com/on/arkell/computer-repairs-service?&page=2&"", ""https://homestars.com/on/arkell/computer-repairs-service?&page=3&"")",Computer Repairs and Support,225465,NA,/companies/225465-staples-business-depot?searched_category_id=335&service_area=1800593,NA,staples-business-depot,2008-01-23T10:36:02.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,76546,Staples Business Depot,1,1,0,7,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1800593,24.6697802198,335,NA,NA,NA,2014-09-15T15:11:27.000-04:00
https://homestars.com/on/arkell/computer-repairs-service,21,"c(""https://homestars.com/on/arkell/computer-repairs-service?&page=2&"", ""https://homestars.com/on/arkell/computer-repairs-service?&page=3&"")",Computer Repairs and Support,203088,NA,/companies/203088-datamatrix-computer-systems?searched_category_id=335&service_area=1800879,NA,datamatrix-computer-systems,2008-01-23T10:25:47.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,58653,Datamatrix Computer Systems,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1800879,0,335,NA,NA,NA,NA
https://homestars.com/on/arkell/computer-repairs-service,21,"c(""https://homestars.com/on/arkell/computer-repairs-service?&page=2&"", ""https://homestars.com/on/arkell/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2611283,NA,/companies/2611283-vertexxa-inc?searched_category_id=335&service_area=1624487,NA,vertexxa-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1674335,Vertexxa Inc,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1624487,0,335,NA,NA,NA,NA
https://homestars.com/on/arkell/computer-repairs-service,21,"c(""https://homestars.com/on/arkell/computer-repairs-service?&page=2&"", ""https://homestars.com/on/arkell/computer-repairs-service?&page=3&"")",Computer Repairs and Support,209883,NA,/companies/209883-hillside-systems?searched_category_id=335&service_area=1800708,NA,hillside-systems,2008-01-23T10:28:59.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,64179,Hillside Systems,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1800708,0,335,NA,NA,NA,NA
https://homestars.com/on/arkell/computer-repairs-service,21,"c(""https://homestars.com/on/arkell/computer-repairs-service?&page=2&"", ""https://homestars.com/on/arkell/computer-repairs-service?&page=3&"")",Computer Repairs and Support,193578,NA,/companies/193578-abacus-computers?searched_category_id=335&service_area=1801034,NA,abacus-computers,2008-01-23T10:21:25.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,50913,Abacus Computers,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1801034,0,335,NA,NA,NA,NA
https://homestars.com/on/arkell/computer-repairs-service,21,"c(""https://homestars.com/on/arkell/computer-repairs-service?&page=2&"", ""https://homestars.com/on/arkell/computer-repairs-service?&page=3&"")",Computer Repairs and Support,201709,NA,/companies/201709-computer-systems?searched_category_id=335&service_area=1800861,NA,computer-systems,2008-01-23T10:25:10.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,57510,Computer Systems,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1800861,0,335,NA,NA,NA,NA
