Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,subdomain,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact
https://homestars.com/on/niagara/tree-service,10,https://homestars.com/on/niagara/tree-service,Tree Service,2969313,https://www.safetree.ca/site/home,/companies/2969313-safe-tree-ltd?searched_category_id=444&service_area=2283185,"Safe Tree has offered certified arborist services to the Niagara region and Hamilton area since 2010.  We offer a full line of tree services including arborist tree health reviews, tree and stump removal, trimming and pruning, tree fertilization, pest control, live line clearing and 100% clean mulch produced from our takeaways!    Our licensed and insured crew members strictly adhere to the most up to date arborist practices and safety protocols.  At Safe Tree we can see the forest through the trees.

",safe-tree-ltd,2022-06-13T13:07:38.000-04:00,NA,NA,NA,"Mulch
Tree Fertilization
Arborist Reports","Tree Removal
Tree Pruning
Tree maintenance
Pest and disease suppression
Deep root fertilizing
Cabling and bracing
Arborist reports
Training",,"Non-Destructive Tree Removal
Live Line/Hydro Pruning and Clearing",2015,15,Visa Debit Cheque E-transfer,,"ISA Certified, TRAQ Certified, Ontario Certified, Utility Arborists, Ontario Pesticides, ",,TRUE,FALSE,,,TRUE,FALSE,,2031231,Safe Tree Ltd,5,3,12,10,"Tree Service, tree pruning, arborist, tree health, sick tree, unhealthy tree, tree diagnostic, pruning a tree, hedges
 ,",0,2022-06-13T13:08:32.000-04:00,safetree,FALSE,0,0,13,0,FALSE,59ef8f86c83f4198e9c9910fee0e168664648c81,TRUE,2022-06-28T16:46:11.000-04:00,TRUE,TRUE,2283185,88.9742750843,444,NA,NA
https://homestars.com/on/niagara/tree-service,10,https://homestars.com/on/niagara/tree-service,Tree Service,2939732,https://www.surewoodtreecare.com/,/companies/2939732-sure-wood-tree-care?searched_category_id=444&service_area=2216814,"Sure Wood Tree Care provides professional tree care solutions in the Niagara Region.

Sure Wood Tree Care is a family owned business based out of Welland, Ontario. We’ve been servicing the Niagara region since 2017, we have ten years experience in arboriculture. We love our loyal customer base, and will do what it takes to go above and beyond for the needs of the  tree and the desires of our client.

TREE REMOVAL
• Diseased trees
• Hazardous Trees
• Storm Damage

PRUNING
• Structural
• Deadwood
• aesthetic 

Before planting contact us with the list of expectations of your future tree, we will then make suggestions of species to plant in the location of your choosing. We offer a 1 year warranty for any tree we plant.

Storm Damage
We are available 24/7/365 for any emergency related call. We have access and the experience to use a crane or bucket truck to make the scenario as safe as we can. We have done work with insurance companies in the past and continue to carry the needed insurance and certificates required to work for them in the future. Call us to make your worst nightmare just a dream. 

CABLING/THROUGH RODS
Cables help with the structural support oh heavy limbs. We have different types and options available to choose from. A through rod helps maintain a structural support in a split trunk or a bad twin-stem union.

LOT CLEARING
• Brush clearing and removal
• Wood chipping and disposal",sure-wood-tree-care,2020-01-31T14:44:29.000-05:00,NA,NA,NA,,"Tree Removal,
Tree Pruning,
Planting/Transplanting,
Cabling/Through Rods,
Storm Damage,
Pet Retrieval,
Arborist Reports,
Invasive Species Mitigation,
Endangered Species I.D.",,Root Pruning/Root Decompaction.,2017,NA,"Cash, Certified Cheque and e-transfer",,ISA  Arborist  Jessica Byron ON-2476A,,TRUE,FALSE,,,TRUE,FALSE,Yes. Kindly ask for details. Depends on service provided. Satisfaction Guaranteed. ,2001906,Sure Wood Tree Care,21,18,17,10,"Tree Service, tree pruning, arborist, tree health, sick tree, unhealthy tree, tree diagnostic, pruning a tree, hedges
 ,",0,2020-01-31T14:47:07.000-05:00,NA,FALSE,0,0,24,0,FALSE,95c01ca6f1149c9ec1cb6b35b77ba79a94aaec59,TRUE,NA,TRUE,FALSE,2216814,92.5709998523,444,NA,NA
https://homestars.com/on/niagara/tree-service,10,https://homestars.com/on/niagara/tree-service,Tree Service,2971999,,/companies/2971999-project-tree?searched_category_id=444&service_area=2289280,"Here at Project Tree, we are revolutionizing residential tree removal by salvaging and repurposing otherwise wasted timber, and giving it new life. What was once destined for our wood chipper, will now be recycled into generational heirlooms. We are your one stop shop in the Niagara Region for both tree removal, custom rustic woodworking, and so much more.",project-tree,2022-08-21T20:35:26.000-04:00,NA,NA,NA,,,,,NA,NA,,,,,FALSE,FALSE,,,FALSE,FALSE,,2033910,Project Tree,0,0,2,NA,"Tree Service, tree pruning, arborist, tree health, sick tree, unhealthy tree, tree diagnostic, pruning a tree, hedges
 ,",0,2022-08-21T20:35:47.000-04:00,,FALSE,0,0,3,0,FALSE,598fce00d2bab52437f8cc6af7c8098b74391d29,FALSE,NA,TRUE,FALSE,2289280,-1.0,444,NA,NA
https://homestars.com/on/niagara/tree-service,10,https://homestars.com/on/niagara/tree-service,Tree Service,2881972,NA,/companies/2881972-trees-company?searched_category_id=444&service_area=2075953,NA,trees-company,2016-01-06T03:46:19.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1944396,Trees Company,0,0,0,NA,"Tree Service, tree pruning, arborist, tree health, sick tree, unhealthy tree, tree diagnostic, pruning a tree, hedges
 ,",0,NA,NA,FALSE,0,0,0,0,FALSE,85660c55b8ec495a4dbfff1f0030c4cc15e0e136,FALSE,NA,FALSE,FALSE,2075953,-1.0,444,NA,NA
https://homestars.com/on/niagara/tree-service,10,https://homestars.com/on/niagara/tree-service,Tree Service,2968603,,/companies/2968603-welland-tree-removal-services?searched_category_id=444&service_area=2281480,"Address: 55 Green Pointe Drive, Welland, Ontario, L3C 6Y2. Telephone: 289-273-4481",welland-tree-removal-services,2022-05-25T01:35:33.000-04:00,NA,NA,NA,,,,,NA,NA,,,,,FALSE,FALSE,,,FALSE,FALSE,,2030521,Welland Tree Removal Services,0,0,0,NA,"Tree Service, tree pruning, arborist, tree health, sick tree, unhealthy tree, tree diagnostic, pruning a tree, hedges
 ,",0,2022-05-25T01:35:45.000-04:00,,FALSE,0,0,0,0,FALSE,52946ecfc4c8ce84cc0fba8b98d25bf93821cc32,FALSE,NA,TRUE,FALSE,2281480,-1.0,444,NA,NA
https://homestars.com/on/niagara/tree-service,10,https://homestars.com/on/niagara/tree-service,Tree Service,228114,NA,/companies/228114-turgeon-tree-moving-contractor?searched_category_id=444&service_area=1810708,NA,turgeon-tree-moving-contractor,2008-01-23T10:37:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,78712,Turgeon Tree Moving Contractor,0,0,0,NA,"Tree Service, tree pruning, arborist, tree health, sick tree, unhealthy tree, tree diagnostic, pruning a tree, hedges
 ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,1810708,-1.0,444,NA,NA
https://homestars.com/on/niagara/tree-service,10,https://homestars.com/on/niagara/tree-service,Tree Service,2646636,NA,/companies/2646636-davey-tree-care-experts?searched_category_id=444&service_area=1659840,NA,davey-tree-care-experts,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1709688,Davey Tree Care Experts,0,0,0,NA,"Tree Service, tree pruning, arborist, tree health, sick tree, unhealthy tree, tree diagnostic, pruning a tree, hedges
 ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,1659840,-1.0,444,NA,NA
https://homestars.com/on/niagara/tree-service,10,https://homestars.com/on/niagara/tree-service,Tree Service,2764992,NA,/companies/2764992-regent-s-tree-service?searched_category_id=444&service_area=1778196,NA,regent-s-tree-service,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1828044,Regent's Tree Service,0,0,0,NA,"Tree Service, tree pruning, arborist, tree health, sick tree, unhealthy tree, tree diagnostic, pruning a tree, hedges
 ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,1778196,-1.0,444,NA,NA
https://homestars.com/on/niagara/tree-service,10,https://homestars.com/on/niagara/tree-service,Tree Service,2661581,NA,/companies/2661581-regent-s-tree-stump-service?searched_category_id=444&service_area=1674785,NA,regent-s-tree-stump-service,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1724633,Regent's Tree Stump Service,0,0,0,NA,"Tree Service, tree pruning, arborist, tree health, sick tree, unhealthy tree, tree diagnostic, pruning a tree, hedges
 ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,1674785,-1.0,444,NA,NA
https://homestars.com/on/niagara/tree-service,10,https://homestars.com/on/niagara/tree-service,Tree Service,2758349,NA,/companies/2758349-tip-top-tree-service?searched_category_id=444&service_area=1771553,NA,tip-top-tree-service,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1821401,Tip Top Tree Service,0,0,0,NA,"Tree Service, tree pruning, arborist, tree health, sick tree, unhealthy tree, tree diagnostic, pruning a tree, hedges
 ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,1771553,-1.0,444,NA,NA
