Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,claimed_at,subdomain
https://homestars.com/on/montreal/house-apartment-cleaning,22,"c(""https://homestars.com/on/montreal/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/montreal/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2867589,NA,/companies/2867589-austin-cleaning-services-austin-service-de-nettoyage?searched_category_id=383&service_area=2020251,NA,austin-cleaning-services-austin-service-de-nettoyage,2015-03-15T09:10:39.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1930014,Austin Cleaning Services / Austin Service De Nettoyage,1,1,0,3,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,FALSE,0,0,0,0,FALSE,6398794c82df1436fd1d741316088548dd13e425,FALSE,FALSE,FALSE,2020251,23.2814656579,383,NA,NA,NA,NA
https://homestars.com/on/montreal/house-apartment-cleaning,22,"c(""https://homestars.com/on/montreal/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/montreal/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2884932,NA,/companies/2884932-cartier-maintenance-inc?searched_category_id=383&service_area=2086948,"Residential, commercial cleaning services.
",cartier-maintenance-inc,2016-03-04T15:51:26.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1947356,Cartier Maintenance Inc.,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,FALSE,0,0,0,0,FALSE,7f373e526e2cc739ddcbe4fad4ad0153f37ce74d,FALSE,FALSE,FALSE,2086948,-1.0,383,NA,NA,NA,NA
https://homestars.com/on/montreal/house-apartment-cleaning,22,"c(""https://homestars.com/on/montreal/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/montreal/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2869702,NA,/companies/2869702-montreal-maid-services?searched_category_id=383&service_area=2029591,"Montreal Maid services is the premier cleaning services company in Montreal, QC offering the highest quality cleaning at the best prices. We offer a large variety of services including cleaning services for residential, office, commercial, window cleaning and carpet cleaning.",montreal-maid-services,2015-04-26T09:46:22.000-04:00,NA,NA, 6 days a week 9-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1932126,Montreal Maid Services,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,FALSE,0,0,0,0,FALSE,039fb11df32dfff50ea2d5a3a6f1d1262ca2aef8,FALSE,FALSE,FALSE,2029591,-1.0,383,NA,NA,NA,NA
https://homestars.com/on/montreal/house-apartment-cleaning,22,"c(""https://homestars.com/on/montreal/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/montreal/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2951304,http://goldincleaning.com,/companies/2951304-goldin-cleaning?searched_category_id=383&service_area=2242605,"ABOUT GOLDIN SERVICES

Goldin Cleaning provides tailored and specialized residential and commercial cleaning services. Whether it is a large spring cleaning, cleaning after moving or construction, a last minute cleaning, a one-time deep house cleaning; or regular scheduled house cleaning.

Our main motivation is to provide our customers with the highest level of satisfaction through our Goldin Standard.

We serve many clients in the Montreal area, both for individuals and professionals, and provide them with cleaning services for their residential buildings and for their commercial complexes so that they can live in a clean and secure environment. Having a clean property lowers stress, prevent the spread of germs and bacteria, lessen allergy attacks, promote safety and many more. 

In times of stress, we clean in express. 


À PROPOS DE GOLDIN SERVICES

Goldin Cleaning fournit des services de nettoyage résidentiel et commercial sur mesure et spécialisés. Qu'il s'agisse d'un grand nettoyage de printemps, d'un nettoyage après déménagement ou construction, d'un nettoyage de dernière minute, d'un nettoyage en profondeur ponctuel de la maison; ou d’un nettoyage régulier de la maison programmé. 

Notre principale motivation est de fournir à nos clients le plus haut niveau de satisfaction grâce à notre Standard Goldin.

Nous desservons de nombreux clients de la région de Montréal, tant les particuliers que les professionnels, et leur fournissons des services de nettoyage pour leurs immeubles résidentiels et pour leurs complexes commerciaux afin qu'ils puissent vivre dans un environnement propre et sécuritaire. Avoir une propriété propre réduit le stress, empêche la propagation des germes et des bactéries, diminue les crises d'allergie, favorise la sécurité et bien d'autres. 

En période de stress, nous nettoyons en express.
",goldin-cleaning,2020-12-27T13:51:12.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2013400,Goldin Cleaning ,0,0,1,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,FALSE,0,0,2,0,FALSE,bbbc996bc3bedeaf91c51b2173c9f07c7eabd76f,FALSE,TRUE,FALSE,2242605,-1.0,383,NA,NA,2020-12-27T13:54:35.000-05:00,NA
https://homestars.com/on/montreal/house-apartment-cleaning,22,"c(""https://homestars.com/on/montreal/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/montreal/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2955435,NA,/companies/2955435-washy-washy-laundry?searched_category_id=383&service_area=2251655,NA,washy-washy-laundry,2021-04-22T15:38:26.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2017413,Washy Washy Laundry ,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,FALSE,0,0,0,0,FALSE,205a8d202c83b2b7d7b94442b1824f06eb5e9b25,FALSE,FALSE,FALSE,2251655,-1.0,383,NA,NA,2021-04-22T15:45:30.000-04:00,NA
https://homestars.com/on/montreal/house-apartment-cleaning,22,"c(""https://homestars.com/on/montreal/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/montreal/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2897785,http://www.themontrealcleaners.ca/,/companies/2897785-the-montreal-cleaners?searched_category_id=383&service_area=2124703,The Montreal Cleaners is the best in Housekeeping Services and office cleaning in Montreal. Montreal Services Cleaning Service company that provides house cleaning in Montreal Laval Longueuil…,the-montreal-cleaners,2017-06-03T18:39:33.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1960209,The Montreal Cleaners,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,FALSE,0,0,0,0,FALSE,23f230dae1019ad3db305661e7b111bd3739bcb4,FALSE,TRUE,FALSE,2124703,-1.0,383,NA,NA,2017-06-03T18:40:01.000-04:00,NA
https://homestars.com/on/montreal/house-apartment-cleaning,22,"c(""https://homestars.com/on/montreal/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/montreal/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2976230,NA,/companies/2976230-kleen-nettoyage?searched_category_id=383&service_area=2299306,NA,kleen-nettoyage,2022-11-22T01:28:14.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2038128,Kleen Nettoyage,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,FALSE,0,0,0,0,FALSE,4986a6b7e8e43ea431ac79c7d7447a065010fb5c,FALSE,FALSE,NA,2299306,-1.0,383,NA,NA,2022-11-22T01:28:31.000-05:00,NA
https://homestars.com/on/montreal/house-apartment-cleaning,22,"c(""https://homestars.com/on/montreal/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/montreal/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2901803,NA,/companies/2901803-tout-beau-tout-propre?searched_category_id=383&service_area=2132926,"En faisant appel aux services de Tout Beau Tout Propre, soyez assurés d'un service d'entretien ménager professionnel et de qualité. Contactez-nous au (514) 546-6872 pour une estimation gratuite.",tout-beau-tout-propre,2017-09-06T01:56:01.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1963988,Tout Beau Tout Propre,1,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,FALSE,0,0,0,0,FALSE,71b3f74e3aa2eaf64563e7582a9a5a32a6f721b3,FALSE,FALSE,FALSE,2132926,-1.0,383,NA,NA,2017-09-06T01:58:34.000-04:00,NA
https://homestars.com/on/montreal/house-apartment-cleaning,22,"c(""https://homestars.com/on/montreal/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/montreal/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2976338,NA,/companies/2976338-entretien-maria?searched_category_id=383&service_area=2299641,NA,entretien-maria,2022-11-24T13:07:00.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2038236,entretien maria,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,FALSE,0,0,0,0,FALSE,a51564d53a7b6741f6190160b454a97e2eb43738,FALSE,FALSE,NA,2299641,-1.0,383,NA,NA,2022-11-24T13:08:23.000-05:00,NA
https://homestars.com/on/montreal/house-apartment-cleaning,22,"c(""https://homestars.com/on/montreal/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/montreal/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2971039,NA,/companies/2971039-keenclean?searched_category_id=383&service_area=2287021,NA,keenclean,2022-07-26T15:33:57.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2032950,KeenClean,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,FALSE,0,0,0,0,FALSE,d09517c9e487e818d82363099d42bf91fbab061c,FALSE,FALSE,NA,2287021,-1.0,383,NA,NA,2022-07-26T15:34:25.000-04:00,NA
