Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,subdomain,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,completion_percent_cache
https://homestars.com/on/fort%20mc%20murray/general-contractors,55,"c(""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=2&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=3&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=4&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=5&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=6&"")",General Contractors,2784564,https://www.rebornrenovations.com,/companies/2784564-reborn-renovations-formerly-reborn-kitchens?searched_category_id=372&service_area=2115987,"Reborn Renovations is a multiple award-winning custom home renovation company that provides a full range of interior & exterior home renovation services.
 
Reborn provides the highest level of general contracting and top-quality workmanship for all your Calgary, Okotos, Airdrie, Cochrane, and surrounding area home renovation needs. Sales coordinators, interior designers, and project managers are supplied for every job to ensure timelines are met and your renovation runs as smooth as possible while delivering the look you desire and staying on budget.
 
Our home renovation services include:

- Whole Home Renovations
- Multiroom Renovations
- Custom Home Builds
- Kitchen Renovations
- Basement Developments and Renovations 
- Bathroom Renovations
- Exterior Renovations
- Home Additions
- Home Extensions
- 2nd Floor Additions
- Garage Additions
- New Home Builds
- Infill Builds
- Acreage and Estate Builds
",reborn-renovations-formerly-reborn-kitchens,2011-02-24T15:52:14.000-05:00,NA,"Calgary, Cochrane, Airdrie, Okotoks, Chestermere",9am - 7pm,,"Home Renovations, Home Builders, Kitchen Renovations, Basement Development, Bathroom Renovations, Basement Renovations, Bathroom Contractors, Kitchen Cabinets, Home Builders, Basement Developers, Design/Build, Kitchen Planning & Renovationl, Home Office Renovations, Kitchen & Bathroom – Cabinet & Design, Cabinetry & Millwork, Interior Design, Carpenters, Design/Project Management, Renovation Companies, Decks, Home Additions, Exterior Renovations, Exterior Renovation Companies",,,2008,15,"Cash, Cheque, Visa or Mastercard, Financing",,Business Licence ,"Renomark, BILD & CHBA",TRUE,TRUE,,25000.00,TRUE,FALSE,5 year warranty,1847616,Reborn Renovations,174,154,275,9.55195,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,Kitchen Planning & Renovation, Kitchen Planning And Design, Kitchen Cabinet Planning, Kitchen Design, Kitchen Remodeling, kitchen or, and bathroom, a and a kitchens, kitchens and, for kitchens, a kitchens, kitchens, the house design, cabinets for kitchen, cabinets for the kitchen, cabinets and kitchen, kitchen cabinets, design a kitchen, about kitchen design, a kitchen design, how to kitchen design, design and kitchen, the kitchen design, design for kitchen, kitchen designs, renovation and remodeling, remodeling and renovation, kitchen designer,,Kitchen Renovation, caulking, ,Home Additions, General contractor, home improvement, building addition, home expansion, house expansion, house building, plans house, house plans from, plans for house, the house plans, house plans, renovation, in house design, home plans house, home house plans, house home plans, house plans home, remodeling, house plans and designs, designs house plans, house designs plans, house plans designs, home plans and designs, home designs plans, floor plans, house build, renovations, plans for building, kitchen cabinets, remodel, kitchen design, house plans for building, house plans building, ,Basement Renovation, Basement renovation, Basement remodeling, Basement remodelling, renovating your basement, renovation, waterproofing, remodeling, home renovation, house renovation, water in basement, basement waterproofing,finishing basement, moistureproof, remodeling the house, caulking,",3,2014-01-02T13:29:04.000-05:00,rebornrenos,FALSE,0,0,376,FALSE,84f5413147e6128967e56022033108c684b4e3ce,TRUE,2022-01-08T12:32:20.000-05:00,TRUE,TRUE,2115987,95.8570127939,372,NA,NA,NA
https://homestars.com/on/fort%20mc%20murray/general-contractors,55,"c(""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=2&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=3&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=4&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=5&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=6&"")",General Contractors,2932446,NA,/companies/2932446-complete-renovation?searched_category_id=372&service_area=2200219,NA,complete-renovation,2019-06-24T13:57:06.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1994620,Complete Renovation,0,0,0,NA,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,",0,2019-06-24T13:57:57.000-04:00,NA,FALSE,0,0,0,FALSE,eae48c4258bd508d14ae254d7cd6c179bfcce5c6,FALSE,NA,FALSE,FALSE,2200219,0,372,NA,NA,0
https://homestars.com/on/fort%20mc%20murray/general-contractors,55,"c(""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=2&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=3&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=4&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=5&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=6&"")",General Contractors,2596112,NA,/companies/2596112-conpac-construction-ltd?searched_category_id=372&service_area=1609316,NA,conpac-construction-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1659164,Conpac Construction Ltd,0,0,0,NA,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,",0,2012-04-13T13:27:41.000-04:00,NA,FALSE,0,0,0,FALSE,2494cce406e6e6601b3e621424c9f79cfa408a54,FALSE,NA,FALSE,FALSE,1609316,0,372,NA,NA,NA
https://homestars.com/on/fort%20mc%20murray/general-contractors,55,"c(""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=2&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=3&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=4&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=5&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=6&"")",General Contractors,2971454,NA,/companies/2971454-pronetgroup?searched_category_id=372&service_area=2287977,NA,pronetgroup,2022-08-08T09:38:01.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2033365,Pronetgroup,0,0,0,NA,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,",0,2022-08-08T09:39:43.000-04:00,NA,FALSE,0,0,0,FALSE,9ad927a956e384b13d9ad9752a96838dd6c2a961,FALSE,NA,FALSE,NA,2287977,0,372,NA,NA,0
https://homestars.com/on/fort%20mc%20murray/general-contractors,55,"c(""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=2&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=3&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=4&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=5&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=6&"")",General Contractors,2956994,NA,/companies/2956994-glory-contracting?searched_category_id=372&service_area=2255114,NA,glory-contracting,2021-06-07T10:38:44.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2018971,Glory Contracting,0,0,0,NA,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,",0,2021-06-07T10:40:48.000-04:00,NA,FALSE,0,0,0,FALSE,0a72d26a3538a7c4f8ffb1ccdb38d578fc3bbc29,FALSE,NA,FALSE,FALSE,2255114,0,372,NA,NA,0
https://homestars.com/on/fort%20mc%20murray/general-contractors,55,"c(""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=2&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=3&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=4&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=5&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=6&"")",General Contractors,2793649,NA,/companies/2793649-tridon?searched_category_id=372&service_area=1854737,NA,tridon,2011-12-19T16:54:36.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1856701,Tridon,1,1,0,10,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,2011-12-19T16:55:58.000-05:00,FALSE,FALSE,1854737,35.1923076923,372,NA,NA,NA
https://homestars.com/on/fort%20mc%20murray/general-contractors,55,"c(""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=2&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=3&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=4&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=5&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=6&"")",General Contractors,2693022,NA,/companies/2693022-atlantic-pipeline-contractors-2004-ltd?searched_category_id=372&service_area=1706226,NA,atlantic-pipeline-contractors-2004-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1756074,Atlantic Pipeline Contractors 2004 Ltd,0,0,0,NA,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1706226,0,372,NA,NA,NA
https://homestars.com/on/fort%20mc%20murray/general-contractors,55,"c(""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=2&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=3&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=4&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=5&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=6&"")",General Contractors,2728844,NA,/companies/2728844-lockerbie-hole-industrial?searched_category_id=372&service_area=1742048,NA,lockerbie-hole-industrial,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1791896,Lockerbie & Hole Industrial,0,0,0,NA,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1742048,0,372,NA,NA,NA
https://homestars.com/on/fort%20mc%20murray/general-contractors,55,"c(""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=2&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=3&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=4&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=5&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=6&"")",General Contractors,2737936,NA,/companies/2737936-triple-a-general-contracting-fireproofing?searched_category_id=372&service_area=1751140,NA,triple-a-general-contracting-fireproofing,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1800988,Triple A General Contracting & Fireproofing,0,0,0,NA,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1751140,0,372,NA,NA,NA
https://homestars.com/on/fort%20mc%20murray/general-contractors,55,"c(""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=2&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=3&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=4&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=5&"", ""https://homestars.com/on/fort%20mc%20murray/general-contractors?&page=6&"")",General Contractors,2734258,NA,/companies/2734258-pete-s-logging-ltd?searched_category_id=372&service_area=1747462,NA,pete-s-logging-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1797310,Pete's Logging Ltd,0,0,0,NA,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1747462,0,372,NA,NA,NA
