Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,subdomain
https://homestars.com/on/abbotsford/drafting-service,16,https://homestars.com/on/abbotsford/drafting-service?&page=2&,Drafting Service,2773548,http://www.sucasadesign.ca,/companies/2773548-su-casa-design-inc?searched_category_id=340&service_area=1786752,"Su Casa Design Inc. provides original architectural designs and solutions that meet your specific budget and lifestyle needs. The firm offers a complete range of services including Architectural design & drafting, interior décor & specification, conceptual landscape planning, consulting, project management, showhome staging and construction services. ",su-casa-design-inc,2008-12-02T18:08:53.000-05:00,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1836600,Su Casa Design Inc.,0,0,0,NA,"Drafting Service, residential drafting service, architectural drafting service, draftsmen, draftspeople, CAD services, residential CAD services, building permits, what is cad, to cad, architect, architects, house designs, house plans, plans house, plan house, plans home, home plans house plans, drafting, building plans, cad download, mechanical engineering, free cad, 3d cad, drawing cad, drawing in cad, cad drawing, 3d design, engineering companies, engineering design, design engineering, engineering services, cad software, architectural design, design architectural, houses plan, design house plans, house plans design, microstation, cad cam, engineering firms, design engineer, cad drawings, architects plan, cadd, cad files, cad design, cad and design, design cad, house plan design, architecture plan, architectural designs, home plan design, design home plan, engineering drawing, cad system, architectural plan, ,",0,2008-12-02T18:08:51.000-05:00,FALSE,0,0,0,FALSE,3b690bbf6599578b66d05396e9f3f8d3afaa17ef,FALSE,FALSE,FALSE,1786752,0,340,NA,NA,NA
https://homestars.com/on/abbotsford/drafting-service,16,https://homestars.com/on/abbotsford/drafting-service?&page=2&,Drafting Service,2584871,,/companies/2584871-integrity-design-studios?searched_category_id=340&service_area=1598075,"Building & Interior Designs 

~Commercial and Residential Design and Drafting Services~
~We work with contractors to do Design Build projects~
~Interior Designing and Layouts~
~Construction and Permit Drawings~
~Building Code Analysis~
~Space Planning and Layouts~",integrity-design-studios,2008-03-04T16:55:15.000-05:00,NA,Lower Mainland ,8:30am-5:00pm Mon-Fri,,,,,NA,NA,,,,,FALSE,FALSE,,,FALSE,FALSE,,1647923,Integrity Design Studios,0,0,0,NA,"Drafting Service, residential drafting service, architectural drafting service, draftsmen, draftspeople, CAD services, residential CAD services, building permits, what is cad, to cad, architect, architects, house designs, house plans, plans house, plan house, plans home, home plans house plans, drafting, building plans, cad download, mechanical engineering, free cad, 3d cad, drawing cad, drawing in cad, cad drawing, 3d design, engineering companies, engineering design, design engineering, engineering services, cad software, architectural design, design architectural, houses plan, design house plans, house plans design, microstation, cad cam, engineering firms, design engineer, cad drawings, architects plan, cadd, cad files, cad design, cad and design, design cad, house plan design, architecture plan, architectural designs, home plan design, design home plan, engineering drawing, cad system, architectural plan, ,",0,2010-12-13T18:43:04.000-05:00,FALSE,0,0,0,FALSE,da4bdf8ae10fcaeb047e4d276e6e3f602359e188,FALSE,TRUE,FALSE,1598075,0,340,NA,NA,
https://homestars.com/on/abbotsford/drafting-service,16,https://homestars.com/on/abbotsford/drafting-service?&page=2&,Drafting Service,2576401,NA,/companies/2576401-4th-dimension-design-drafting-services?searched_category_id=340&service_area=1589605,NA,4th-dimension-design-drafting-services,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1639453,4th Dimension Design & Drafting Services,0,0,0,NA,"Drafting Service, residential drafting service, architectural drafting service, draftsmen, draftspeople, CAD services, residential CAD services, building permits, what is cad, to cad, architect, architects, house designs, house plans, plans house, plan house, plans home, home plans house plans, drafting, building plans, cad download, mechanical engineering, free cad, 3d cad, drawing cad, drawing in cad, cad drawing, 3d design, engineering companies, engineering design, design engineering, engineering services, cad software, architectural design, design architectural, houses plan, design house plans, house plans design, microstation, cad cam, engineering firms, design engineer, cad drawings, architects plan, cadd, cad files, cad design, cad and design, design cad, house plan design, architecture plan, architectural designs, home plan design, design home plan, engineering drawing, cad system, architectural plan, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1589605,0,340,NA,NA,NA
https://homestars.com/on/abbotsford/drafting-service,16,https://homestars.com/on/abbotsford/drafting-service?&page=2&,Drafting Service,2638562,NA,/companies/2638562-4th-dimension-design-drafting-services?searched_category_id=340&service_area=1651766,NA,4th-dimension-design-drafting-services,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1701614,4th Dimension Design & Drafting Services,0,0,0,NA,"Drafting Service, residential drafting service, architectural drafting service, draftsmen, draftspeople, CAD services, residential CAD services, building permits, what is cad, to cad, architect, architects, house designs, house plans, plans house, plan house, plans home, home plans house plans, drafting, building plans, cad download, mechanical engineering, free cad, 3d cad, drawing cad, drawing in cad, cad drawing, 3d design, engineering companies, engineering design, design engineering, engineering services, cad software, architectural design, design architectural, houses plan, design house plans, house plans design, microstation, cad cam, engineering firms, design engineer, cad drawings, architects plan, cadd, cad files, cad design, cad and design, design cad, house plan design, architecture plan, architectural designs, home plan design, design home plan, engineering drawing, cad system, architectural plan, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1651766,0,340,NA,NA,NA
https://homestars.com/on/abbotsford/drafting-service,16,https://homestars.com/on/abbotsford/drafting-service?&page=2&,Drafting Service,2584875,NA,/companies/2584875-keystone-architecture-planning-ltd?searched_category_id=340&service_area=1598079,NA,keystone-architecture-planning-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1647927,Keystone Architecture & Planning Ltd,0,0,0,NA,"Drafting Service, residential drafting service, architectural drafting service, draftsmen, draftspeople, CAD services, residential CAD services, building permits, what is cad, to cad, architect, architects, house designs, house plans, plans house, plan house, plans home, home plans house plans, drafting, building plans, cad download, mechanical engineering, free cad, 3d cad, drawing cad, drawing in cad, cad drawing, 3d design, engineering companies, engineering design, design engineering, engineering services, cad software, architectural design, design architectural, houses plan, design house plans, house plans design, microstation, cad cam, engineering firms, design engineer, cad drawings, architects plan, cadd, cad files, cad design, cad and design, design cad, house plan design, architecture plan, architectural designs, home plan design, design home plan, engineering drawing, cad system, architectural plan, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1598079,0,340,NA,NA,NA
https://homestars.com/on/abbotsford/drafting-service,16,https://homestars.com/on/abbotsford/drafting-service?&page=2&,Drafting Service,2618908,NA,/companies/2618908-maynan-design-ltd?searched_category_id=340&service_area=1632112,NA,maynan-design-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1681960,Maynan Design Ltd,0,0,0,NA,"Drafting Service, residential drafting service, architectural drafting service, draftsmen, draftspeople, CAD services, residential CAD services, building permits, what is cad, to cad, architect, architects, house designs, house plans, plans house, plan house, plans home, home plans house plans, drafting, building plans, cad download, mechanical engineering, free cad, 3d cad, drawing cad, drawing in cad, cad drawing, 3d design, engineering companies, engineering design, design engineering, engineering services, cad software, architectural design, design architectural, houses plan, design house plans, house plans design, microstation, cad cam, engineering firms, design engineer, cad drawings, architects plan, cadd, cad files, cad design, cad and design, design cad, house plan design, architecture plan, architectural designs, home plan design, design home plan, engineering drawing, cad system, architectural plan, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1632112,0,340,NA,NA,NA
https://homestars.com/on/abbotsford/drafting-service,16,https://homestars.com/on/abbotsford/drafting-service?&page=2&,Drafting Service,2584872,NA,/companies/2584872-j-hall-drafting-design?searched_category_id=340&service_area=1598076,NA,j-hall-drafting-design,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1647924,J Hall Drafting & Design,0,0,0,NA,"Drafting Service, residential drafting service, architectural drafting service, draftsmen, draftspeople, CAD services, residential CAD services, building permits, what is cad, to cad, architect, architects, house designs, house plans, plans house, plan house, plans home, home plans house plans, drafting, building plans, cad download, mechanical engineering, free cad, 3d cad, drawing cad, drawing in cad, cad drawing, 3d design, engineering companies, engineering design, design engineering, engineering services, cad software, architectural design, design architectural, houses plan, design house plans, house plans design, microstation, cad cam, engineering firms, design engineer, cad drawings, architects plan, cadd, cad files, cad design, cad and design, design cad, house plan design, architecture plan, architectural designs, home plan design, design home plan, engineering drawing, cad system, architectural plan, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1598076,0,340,NA,NA,NA
https://homestars.com/on/abbotsford/drafting-service,16,https://homestars.com/on/abbotsford/drafting-service?&page=2&,Drafting Service,2611610,NA,/companies/2611610-fraser-valley-drafting-services?searched_category_id=340&service_area=1624814,NA,fraser-valley-drafting-services,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1674662,Fraser Valley Drafting Services,0,0,0,NA,"Drafting Service, residential drafting service, architectural drafting service, draftsmen, draftspeople, CAD services, residential CAD services, building permits, what is cad, to cad, architect, architects, house designs, house plans, plans house, plan house, plans home, home plans house plans, drafting, building plans, cad download, mechanical engineering, free cad, 3d cad, drawing cad, drawing in cad, cad drawing, 3d design, engineering companies, engineering design, design engineering, engineering services, cad software, architectural design, design architectural, houses plan, design house plans, house plans design, microstation, cad cam, engineering firms, design engineer, cad drawings, architects plan, cadd, cad files, cad design, cad and design, design cad, house plan design, architecture plan, architectural designs, home plan design, design home plan, engineering drawing, cad system, architectural plan, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1624814,0,340,NA,NA,NA
https://homestars.com/on/abbotsford/drafting-service,16,https://homestars.com/on/abbotsford/drafting-service?&page=2&,Drafting Service,2565591,NA,/companies/2565591-willson-design-group-ltd?searched_category_id=340&service_area=1578795,NA,willson-design-group-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1628643,Willson Design Group Ltd,0,0,0,NA,"Drafting Service, residential drafting service, architectural drafting service, draftsmen, draftspeople, CAD services, residential CAD services, building permits, what is cad, to cad, architect, architects, house designs, house plans, plans house, plan house, plans home, home plans house plans, drafting, building plans, cad download, mechanical engineering, free cad, 3d cad, drawing cad, drawing in cad, cad drawing, 3d design, engineering companies, engineering design, design engineering, engineering services, cad software, architectural design, design architectural, houses plan, design house plans, house plans design, microstation, cad cam, engineering firms, design engineer, cad drawings, architects plan, cadd, cad files, cad design, cad and design, design cad, house plan design, architecture plan, architectural designs, home plan design, design home plan, engineering drawing, cad system, architectural plan, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1578795,0,340,NA,NA,NA
https://homestars.com/on/abbotsford/drafting-service,16,https://homestars.com/on/abbotsford/drafting-service?&page=2&,Drafting Service,2628216,NA,/companies/2628216-traditions-west-designs?searched_category_id=340&service_area=1641420,NA,traditions-west-designs,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1691268,Traditions West Designs,0,0,0,NA,"Drafting Service, residential drafting service, architectural drafting service, draftsmen, draftspeople, CAD services, residential CAD services, building permits, what is cad, to cad, architect, architects, house designs, house plans, plans house, plan house, plans home, home plans house plans, drafting, building plans, cad download, mechanical engineering, free cad, 3d cad, drawing cad, drawing in cad, cad drawing, 3d design, engineering companies, engineering design, design engineering, engineering services, cad software, architectural design, design architectural, houses plan, design house plans, house plans design, microstation, cad cam, engineering firms, design engineer, cad drawings, architects plan, cadd, cad files, cad design, cad and design, design cad, house plan design, architecture plan, architectural designs, home plan design, design home plan, engineering drawing, cad system, architectural plan, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1641420,0,340,NA,NA,NA
