Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,claimed_at
https://homestars.com/on/moose%20jaw/concrete-contractors,16,https://homestars.com/on/moose%20jaw/concrete-contractors?&page=2&,Concrete Contractors,2873305,NA,/companies/2873305-ground-force-one-regina?searched_category_id=337&service_area=2042597,NA,ground-force-one-regina,2015-07-08T22:31:16.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1935729,Ground Force One Regina,0,0,0,NA,"Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,",0,FALSE,0,0,0,0,FALSE,fa554b9d79ce9c8026b2ac8ac93df0b08f5a0e68,FALSE,FALSE,FALSE,2042597,0,337,NA,NA,NA
https://homestars.com/on/moose%20jaw/concrete-contractors,16,https://homestars.com/on/moose%20jaw/concrete-contractors?&page=2&,Concrete Contractors,2711176,NA,/companies/2711176-even-walk-concrete-products?searched_category_id=337&service_area=1724380,NA,even-walk-concrete-products,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1774228,Even Walk Concrete Products,0,0,0,NA,"Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,",0,FALSE,0,0,0,NA,FALSE,6bb9f7579ccfd5870642a8f2666282fdc7577867,FALSE,FALSE,FALSE,1724380,0,337,NA,NA,2021-05-27T17:06:40.000-04:00
https://homestars.com/on/moose%20jaw/concrete-contractors,16,https://homestars.com/on/moose%20jaw/concrete-contractors?&page=2&,Concrete Contractors,2933493,NA,/companies/2933493-next-level-construction?searched_category_id=337&service_area=2202633,NA,next-level-construction,2019-07-26T00:06:59.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1995667,Next Level Construction,0,0,0,NA,"Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,",0,FALSE,0,0,0,0,FALSE,04f7812f0d5dfe1ab1c65cfd1073c8689874328c,FALSE,FALSE,FALSE,2202633,0,337,NA,NA,2019-07-26T00:07:39.000-04:00
https://homestars.com/on/moose%20jaw/concrete-contractors,16,https://homestars.com/on/moose%20jaw/concrete-contractors?&page=2&,Concrete Contractors,2663072,NA,/companies/2663072-grande-exteriors?searched_category_id=337&service_area=1676276,NA,grande-exteriors,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1726124,Grande Exteriors,0,0,0,NA,"Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1676276,0,337,NA,NA,NA
https://homestars.com/on/moose%20jaw/concrete-contractors,16,https://homestars.com/on/moose%20jaw/concrete-contractors?&page=2&,Concrete Contractors,2648529,NA,/companies/2648529-bunnell-construction-ltd?searched_category_id=337&service_area=1661733,NA,bunnell-construction-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1711581,Bunnell Construction Ltd,0,0,0,NA,"Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1661733,0,337,NA,NA,NA
https://homestars.com/on/moose%20jaw/concrete-contractors,16,https://homestars.com/on/moose%20jaw/concrete-contractors?&page=2&,Concrete Contractors,2649964,NA,/companies/2649964-caron-concrete-excavating?searched_category_id=337&service_area=1663168,NA,caron-concrete-excavating,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1713016,Caron Concrete & Excavating,0,0,0,NA,"Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1663168,0,337,NA,NA,NA
https://homestars.com/on/moose%20jaw/concrete-contractors,16,https://homestars.com/on/moose%20jaw/concrete-contractors?&page=2&,Concrete Contractors,2681949,NA,/companies/2681949-wal-berg-enterprise?searched_category_id=337&service_area=1695153,NA,wal-berg-enterprise,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1745001,Wal-Berg Enterprise,0,0,0,NA,"Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1695153,0,337,NA,NA,NA
https://homestars.com/on/moose%20jaw/concrete-contractors,16,https://homestars.com/on/moose%20jaw/concrete-contractors?&page=2&,Concrete Contractors,2663071,NA,/companies/2663071-grande-exteriors?searched_category_id=337&service_area=1676275,NA,grande-exteriors,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1726123,Grande Exteriors,0,0,0,NA,"Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1676275,0,337,NA,NA,NA
https://homestars.com/on/moose%20jaw/concrete-contractors,16,https://homestars.com/on/moose%20jaw/concrete-contractors?&page=2&,Concrete Contractors,2644078,NA,/companies/2644078-aztex-construction-ltd?searched_category_id=337&service_area=1657282,NA,aztex-construction-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1707130,Aztex Construction Ltd,0,0,0,NA,"Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1657282,0,337,NA,NA,NA
https://homestars.com/on/moose%20jaw/concrete-contractors,16,https://homestars.com/on/moose%20jaw/concrete-contractors?&page=2&,Concrete Contractors,2672187,NA,/companies/2672187-moorcroft-concrete?searched_category_id=337&service_area=1685391,NA,moorcroft-concrete,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1735239,Moorcroft Concrete,0,0,0,NA,"Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1685391,0,337,NA,NA,NA
