Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,subdomain,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact
https://homestars.com/on/grenville/sunrooms-solariums-greenhouses,29,"c(""https://homestars.com/on/grenville/sunrooms-solariums-greenhouses?&page=2&"", ""https://homestars.com/on/grenville/sunrooms-solariums-greenhouses?&page=3&"")","Sunrooms, Solariums & Greenhouses",2792690,https://craft-bilt.com/?utm_source=homestars&utm_medium=referral&utm_campaign=local,/companies/2792690-craft-bilt-materials-ltd?searched_category_id=439&service_area=2067510,"Welcome to Craft-Bilt Materials Ltd
We began operating in April of 1992 after buying assets from Wrisco Ltd. Wrisco was a major supplier of aluminum patio covers, enclosure material and awnings for over 30 years. For 17 years we operated from the old Wrisco location, a 32,000 square foot facility in the Toronto suburb of Markham. In February of 2009, we moved to our current custom designed, 40,000 square foot facility in Ajax, Ontario (just East of Toronto).

Craft-Bilt’s main business is contractor sales of sunrooms, railing, waterproof decking, awnings and patio covers. We manufacture railing kits, canopy kits and sunroom kits. Our line of retractable fabric shades includes: fabric awnings, motorized screens, free standing canopies and canopies for pergolas.

We take a great deal of pride in the engineering behind our products. Proper engineering is important for obtaining building permits. You will find that Craft-Bilt products exceed the industry standard.

Our sales are primarily to customers in Canada. If you are interested in sunrooms or shade products in the USA, please contact Craft-Bilt Manufacturing Co. in Pennsylvania. They have been producing sunrooms in the United States for over 40 years.

Check us out on these sites as well:
https://www.facebook.com/craft.bilt.materials.ltd
https://twitter.com/CraftBilt
https://www.houzz.com/pro/craftbilt/
https://www.youtube.com/c/Craft-bilt
https://www.instagram.com/craft_bilt/
https://www.pinterest.ca/craftbilt/

Keywords:
4 Season Sunrooms, 3 Season Sunrooms, Aluminum Railing, Aluminum Decking, Patio Covers, Retractable Awnings, Canopies, Solar Shades, Motorized Screens, porch enclosures, screen rooms",craft-bilt-materials-ltd,2011-11-18T14:25:46.000-05:00,NA,"CraftBilt Materials Ltd. has distributors throughout Canada.
<br />Please contact us at info@craft-bilt.com or 1800 668 6430 to find out your local dealer.",8AM - 5PM,"Awning, Patio Cover, Sunroom, Canopy, Railing, Decking, Solarium, Carport, Entrance Cover, Porch Enclosure, Screen Enclosure, Motorized Screen, Solar Screen, Window Screen, Window Awning, Retractable Screen, Solarium, Screen Room","We install of all of our products within a small radius around our factory. We deal with contractors throughout Canada, so there's a good chance we know someone who is familiar with our products who is not too far away.","Bettlerliving™ Retractable Shade Products
Grand Vista Sunrooms
Vista Screen Rooms
Northlander™ Skyview Polycarbonate Roof Systems
PanelCraft™ Roof Systems
Betterliving™ Sunrooms
Craft-Bilt Aluminum Railing
Craft-Bilt Aluminum Decking",,1992,20,VISA & Master Card,,,,TRUE,FALSE,,,FALSE,FALSE,,1855742,Craft Bilt Materials Ltd,141,121,122,9.67769,"Decks, Deck, Wood Deck, Deck Patio Furniture, Patio Heater, Patio Deck, Patio Door, Patio Cover, Patio Umbrella, Patio Furniture Set, Patio Furniture Cushion, the deck, on deck, deck tech, patios, construction plans, how to build a deck, build decks, build a deck, deck plans, design deck, design a deck, deck design, deck building, building a deck, building deck, deck designs, how to make a deck, patio cover, wood deck, deck wood, deck board, patio designs, deck designs plans, deck plans designs, deck builder, deck stain, deck builders, ,Awnings & Canopies, Retractable Awning, Window Awning, Canopy Bed, Awnings, Outdoor shades, canopy, canopies, an awning, awning, pergola, gazebo, gazebos, canopy awning, awning canopies, canopy awnings, sun shade, sun shades, sun and shade, patio cover, sunshade, patio covers, patio umbrella, patio umbrellas, motorhome awning,,Shades, ,Sunrooms, Solariums & Greenhouses, Four Season Sun Room, Sun Room Kit, Sun Room Addition, Solarium Furniture, Green House Nursery, Portable Green House, Green House Manufacturer, conservatory, conservatories,Railings, stair railings, outdoor railings, iron railings, wrought iron railings, wood railings, rail, gates, fence, rails, fencing, rail times, fences, fence gate, fence gates, railing, wrought, wrought iron, handrail, handrails, balustrade, balconies, rail simulator, speed rail, iron works, stair steps, balusters, iron work, fence panels, hand rail, banister, hand railing, rail works, ironworks, balustrades, front gates, curtain rails, garden gate, iron gate, gate iron, gates iron, iron gates, ,",2,2011-11-18T14:25:50.000-05:00,craft-bilt,FALSE,0,0,120,FALSE,21d441461250c780b904ebf2c8cf19b0af9d38d0,TRUE,2021-08-24T11:40:21.000-04:00,TRUE,TRUE,2067510,96.467073646,439,NA,NA
https://homestars.com/on/grenville/sunrooms-solariums-greenhouses,29,"c(""https://homestars.com/on/grenville/sunrooms-solariums-greenhouses?&page=2&"", ""https://homestars.com/on/grenville/sunrooms-solariums-greenhouses?&page=3&"")","Sunrooms, Solariums & Greenhouses",2575382,NA,/companies/2575382-solariums-mauriciens?searched_category_id=439&service_area=1588586,NA,solariums-mauriciens,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1638434,Solariums Mauriciens,0,0,0,NA,"Sunrooms, Solariums & Greenhouses, Four Season Sun Room, Sun Room Kit, Sun Room Addition, Solarium Furniture, Green House Nursery, Portable Green House, Green House Manufacturer, conservatory, conservatories,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1588586,0,439,NA,NA
https://homestars.com/on/grenville/sunrooms-solariums-greenhouses,29,"c(""https://homestars.com/on/grenville/sunrooms-solariums-greenhouses?&page=2&"", ""https://homestars.com/on/grenville/sunrooms-solariums-greenhouses?&page=3&"")","Sunrooms, Solariums & Greenhouses",2583996,NA,/companies/2583996-entreprises-m-et-m-inc-les?searched_category_id=439&service_area=1597200,NA,entreprises-m-et-m-inc-les,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1647048,Entreprises M Et M Inc (Les),0,0,0,NA,"Sunrooms, Solariums & Greenhouses, Four Season Sun Room, Sun Room Kit, Sun Room Addition, Solarium Furniture, Green House Nursery, Portable Green House, Green House Manufacturer, conservatory, conservatories,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1597200,0,439,NA,NA
https://homestars.com/on/grenville/sunrooms-solariums-greenhouses,29,"c(""https://homestars.com/on/grenville/sunrooms-solariums-greenhouses?&page=2&"", ""https://homestars.com/on/grenville/sunrooms-solariums-greenhouses?&page=3&"")","Sunrooms, Solariums & Greenhouses",2591760,NA,/companies/2591760-l-b-serres-inc?searched_category_id=439&service_area=1604964,NA,l-b-serres-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1654812,L & B Serres Inc,0,0,0,NA,"Sunrooms, Solariums & Greenhouses, Four Season Sun Room, Sun Room Kit, Sun Room Addition, Solarium Furniture, Green House Nursery, Portable Green House, Green House Manufacturer, conservatory, conservatories,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1604964,0,439,NA,NA
https://homestars.com/on/grenville/sunrooms-solariums-greenhouses,29,"c(""https://homestars.com/on/grenville/sunrooms-solariums-greenhouses?&page=2&"", ""https://homestars.com/on/grenville/sunrooms-solariums-greenhouses?&page=3&"")","Sunrooms, Solariums & Greenhouses",2598418,NA,/companies/2598418-solarium-optimum-inc?searched_category_id=439&service_area=1611622,NA,solarium-optimum-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1661470,Solarium Optimum Inc,0,0,0,NA,"Sunrooms, Solariums & Greenhouses, Four Season Sun Room, Sun Room Kit, Sun Room Addition, Solarium Furniture, Green House Nursery, Portable Green House, Green House Manufacturer, conservatory, conservatories,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1611622,0,439,NA,NA
https://homestars.com/on/grenville/sunrooms-solariums-greenhouses,29,"c(""https://homestars.com/on/grenville/sunrooms-solariums-greenhouses?&page=2&"", ""https://homestars.com/on/grenville/sunrooms-solariums-greenhouses?&page=3&"")","Sunrooms, Solariums & Greenhouses",2598417,NA,/companies/2598417-solarium-mauriciens?searched_category_id=439&service_area=1611621,NA,solarium-mauriciens,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1661469,Solarium Mauriciens,0,0,0,NA,"Sunrooms, Solariums & Greenhouses, Four Season Sun Room, Sun Room Kit, Sun Room Addition, Solarium Furniture, Green House Nursery, Portable Green House, Green House Manufacturer, conservatory, conservatories,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1611621,0,439,NA,NA
https://homestars.com/on/grenville/sunrooms-solariums-greenhouses,29,"c(""https://homestars.com/on/grenville/sunrooms-solariums-greenhouses?&page=2&"", ""https://homestars.com/on/grenville/sunrooms-solariums-greenhouses?&page=3&"")","Sunrooms, Solariums & Greenhouses",2598419,NA,/companies/2598419-solariums-de-paris-ouest-de-l-ile?searched_category_id=439&service_area=1611623,NA,solariums-de-paris-ouest-de-l-ile,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1661471,Solariums De Paris (Ouest De L'Ile),0,0,0,NA,"Sunrooms, Solariums & Greenhouses, Four Season Sun Room, Sun Room Kit, Sun Room Addition, Solarium Furniture, Green House Nursery, Portable Green House, Green House Manufacturer, conservatory, conservatories,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1611623,0,439,NA,NA
https://homestars.com/on/grenville/sunrooms-solariums-greenhouses,29,"c(""https://homestars.com/on/grenville/sunrooms-solariums-greenhouses?&page=2&"", ""https://homestars.com/on/grenville/sunrooms-solariums-greenhouses?&page=3&"")","Sunrooms, Solariums & Greenhouses",2598420,NA,/companies/2598420-solarium-servitech-inc?searched_category_id=439&service_area=1611624,NA,solarium-servitech-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1661472,Solarium Servitech Inc,0,0,0,NA,"Sunrooms, Solariums & Greenhouses, Four Season Sun Room, Sun Room Kit, Sun Room Addition, Solarium Furniture, Green House Nursery, Portable Green House, Green House Manufacturer, conservatory, conservatories,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1611624,0,439,NA,NA
https://homestars.com/on/grenville/sunrooms-solariums-greenhouses,29,"c(""https://homestars.com/on/grenville/sunrooms-solariums-greenhouses?&page=2&"", ""https://homestars.com/on/grenville/sunrooms-solariums-greenhouses?&page=3&"")","Sunrooms, Solariums & Greenhouses",2753000,NA,/companies/2753000-serres-frank-zyromski-inc-les?searched_category_id=439&service_area=1766204,NA,serres-frank-zyromski-inc-les,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1816052,Serres Frank Zyromski Inc (Les),0,0,0,NA,"Sunrooms, Solariums & Greenhouses, Four Season Sun Room, Sun Room Kit, Sun Room Addition, Solarium Furniture, Green House Nursery, Portable Green House, Green House Manufacturer, conservatory, conservatories,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1766204,0,439,NA,NA
https://homestars.com/on/grenville/sunrooms-solariums-greenhouses,29,"c(""https://homestars.com/on/grenville/sunrooms-solariums-greenhouses?&page=2&"", ""https://homestars.com/on/grenville/sunrooms-solariums-greenhouses?&page=3&"")","Sunrooms, Solariums & Greenhouses",2598412,NA,/companies/2598412-solarium-de-paris-inc?searched_category_id=439&service_area=1611616,NA,solarium-de-paris-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1661464,Solarium De Paris Inc,0,0,0,NA,"Sunrooms, Solariums & Greenhouses, Four Season Sun Room, Sun Room Kit, Sun Room Addition, Solarium Furniture, Green House Nursery, Portable Green House, Green House Manufacturer, conservatory, conservatories,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1611616,-1.0,439,NA,NA
