Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,subdomain,completion_percent_cache
https://homestars.com/on/queensville/countertops,29,"c(""https://homestars.com/on/queensville/countertops?&page=2&"", ""https://homestars.com/on/queensville/countertops?&page=3&"")",Countertops,2784079,http://miraclemarble.ca,/companies/2784079-miracle-marble?searched_category_id=338&service_area=2264165,"Miracle Marble is a leading Toronto’s fabricator/installer of Marble, Granite and Quartz Countertops that ships from our extensive workshop to anywhere in Ontario. We make kitchen counter tops, vanity tops, tub surrounds, decks, fireplaces, table tops, bar tops, reception desks, and more - virtually any item your project requires.

Our services include an extended knowledgeable technical team, to assist you in your selection process. Miracle Marble is the perfect choice for home owners, builders, designers and interior decorators with a dream to build a counter top, fireplace, Jacuzzi etc.",miracle-marble,2011-02-10T18:45:55.000-05:00,NA,NA,Mon - Fr: 10am to 6pm; Sat: 10am to 3pm,,"
KITCHEN COUNTERTOPS
BATHROOM COUNTERTOPS
GRANITE COUNTERTOPS
MARBLE COUNTERTOPS
COUNTERTOP SINKS",,,2003,NA,"Cash, Debit, Cheque and e-transfer",,,,TRUE,FALSE,,,TRUE,FALSE,1 Year on Workmanship ,1847131,Miracle Marble,176,161,113,9.90683,"Countertops, Granite Counter Tops, Kitchen Counter Tops, Marble Counter Tops, Laminate Counter Top, Quartz Counter Top, Corian counter top, tile counter top, silestone counter tops, arborite counter tops, custom counter tops, kitchen, remodeling, kitchen cabinet, kitchen design, ,Fireplaces, Electric Fireplace, Fireplace Mantel, Fireplace Chimney, Gas Fireplace, Fireplace Screen, Outdoor Fireplace, Fireplace Accessory, Ventless Fireplace, Fieplace Mantle, fireplace, the fireplace, fire place, fireplace stoves, fireplace chimney, fireplace gas, gas fireplace, fireplace heaters, gas fireplaces, fireplaces gas, wood fireplace, wood for fireplace, fireplace electric, electric fireplace, wood stove fireplace, fireplace hearth, electric fireplaces, fireplaces electric, fireplace heater, insert for fireplace, insert fireplace, fireplace insert, gas fireplaces and stoves, wood fireplaces, insert fireplaces, inserts for fireplaces, fireplaces inserts, wood burning fireplace, gas fireplace stoves, fireplace door, gas stove fireplace, fire places, fireplace screen, outdoor fireplace, fireplace outdoor, gas log, wood burning fireplaces, fireplace mantels, mantels for fireplace, fireplace mantle, fireplace mantels, ethanol fireplace, caulking,Kitchen Planning & Renovation, Kitchen Planning And Design, Kitchen Cabinet Planning, Kitchen Design, Kitchen Remodeling, kitchen or, and bathroom, a and a kitchens, kitchens and, for kitchens, a kitchens, kitchens, the house design, cabinets for kitchen, cabinets for the kitchen, cabinets and kitchen, kitchen cabinets, design a kitchen, about kitchen design, a kitchen design, how to kitchen design, design and kitchen, the kitchen design, design for kitchen, kitchen designs, renovation and remodeling, remodeling and renovation, kitchen designer,,Kitchen Renovation, caulking, ,",2,2011-02-10T18:45:57.000-05:00,FALSE,0,0,115,FALSE,304e574ece471c33324fc5da141871e840508f39,TRUE,2022-10-11T14:20:15.000-04:00,TRUE,TRUE,2264165,99.0936974139,338,NA,NA,NA,NA
https://homestars.com/on/queensville/countertops,29,"c(""https://homestars.com/on/queensville/countertops?&page=2&"", ""https://homestars.com/on/queensville/countertops?&page=3&"")",Countertops,198439,http://www.bramptonkitchen.com,/companies/198439-brampton-kitchen-and-cabinets-ltd?searched_category_id=338&service_area=2013828,"From the year 1989 Brampton Kitchen & Cabinets Ltd. has been designing and manufacturing Custom Cabinetry, with Custom Kitchens being its flagship service. Brampton Kitchen follows a set of ethical values and professional procedures. We operate with the highest level of integrity and rigidly adhere to the policy of customer service, accountability and skill. We are a credible organization that stands behind its product. 
Extensive experience of several years and expertise of best artisans and craftsmen, we create designs that stand out. Be it your Kitchen, Bathroom, Vanity, Entertainment Unit, Bar or Walk-in Closet we have the skills to meet your every need. Our thorough knowledge of our trade is our biggest asset. We learn about your lifestyle while working alongside with you, so as to tailor your kitchen or cabinetry according to your specifications. From Planning to Designing to Manufacturing, we make sure you love every step along the way. We educate you about the industry, current trends and styles so that you make an informed decision.  We can turn your dream into reality without having to compromise on budget or quality.
",brampton-kitchen-and-cabinets-ltd,2008-01-23T10:23:40.000-05:00,NA,"Southern Ontario - Brampton, Toronto, Mississauga, Oakville, Caledon, Burlington, Vaughan, Malton, Niagara, GTA, Milton, Scarborough, Woodbridge, Richmond Hill, Orangeville, Markham, Georgetown, London, Barrie, Kingston, Kitchener, Ajax and suburbs of Toronto","Mon to Fri : 8 AM - 6 PM, Sat : 8 AM - 4 PM, Sunday - By appointment Only","All Custom Cabinetry - Custom Kitchens, Custom Bathroom Vanities, Bars, Entertainment Units, Walk-in Closets, Offices, Counter-tops. Kitchen Doors, Kitchen Cabinets, Bathroom Cabinets, Wall Units, TV units, Custom bars, Custom built-ins, custom bars, custom cabinetry, custom entertainment units, custom walk in closets, custom vanities, Custom bathroom cabinets, Custom kitchen","Kitchen / Bathroom / Offices / Entertainment Units / Closets / Bars- Manufacturing, Planning and Designing. Cabinet Installation, Servicing, Refacing of Cabinetry, Kitchen Renovation, Kitchen styles, Kitchen Manufacturing, Kitchen Designing, Bathroom Designing, Kitchen planning, kitchen redesigning, kitchen cabinetry design, counter-top installation, cabinet removal, post installation services, Kitchen designer available, custom kitchen designing, customized manufacturing, customized kitchen styles
","Richelieu, Blum, Caesarstone, Diamastone, Brampton Kitchen and Cabinets, Silestone","Over 25 years of experience, Kitchens manufactured in our own 25,000 sq.ft. facility, In-house designers, ",1989,25,"All major credit cards accepted, Debit cards, Cheques",,,"C.K.C.A, B.B.B.",TRUE,FALSE,,,TRUE,FALSE,,54939,Brampton Kitchen & Cabinets Ltd,213,153,47,9.11111,"Countertops, Granite Counter Tops, Kitchen Counter Tops, Marble Counter Tops, Laminate Counter Top, Quartz Counter Top, Corian counter top, tile counter top, silestone counter tops, arborite counter tops, custom counter tops, kitchen, remodeling, kitchen cabinet, kitchen design, ,Bathroom & Kitchen - Fixtures & Accessories, bathroom fixtures, kitchen fixtures, kitchen accessories, bathroom accessories, sink, faucet, tub, bathtub, shower, taps, kitchen reno, grouting, cabinet refinishing, custom cabinets, appliances, new appliances, kitchen island, waterfall island,,Cabinetry & Millwork, Kitchen Cabinetry, Custom Cabinetry, Bathroom Cabinetry, Architectural Millwork, Millwork, custom millwork, bathroom cabinets, Kitchen cabinets, built-in cabinets, built-in cabinetry,  cabinet makers, custom cabinets kitchen, cabinetry, thomasville kitchen cabinets, cabinet doors, millwork cabinetry, custom kitchen cabinets, kraftmaid cabinets, maple cabinets, wood cabinets, stock cabinets, thermofoil cabinets, laminate cabinets, kitchen cabinets design, cherry cabinets, kitchen cabinet designs, hickory cabinets, wholesale cabinets, custom made cabinets, cabinet millwork, cabinets kitchen, kitchen cabinetry, millwork cabinets, ready to assemble cabinets, quality cabinets, bamboo cabinets, caulking,
,Kitchen & Bathroom - Cabinets & Design, Kitchen Cabinet And Counter, Kitchen Cabinet Hardware, Bathroom Cabinet, Bathroom Wall Cabinet, Bathroom Sink Cabinet, cabinets, kitchens, cabinetry, kitchen and cabinets, cabinets for kitchen, about kitchen cabinets, kitchen cabinets, kitchen cabinets in, cabinets for the kitchen, cabinets and kitchen, cabinets kitchen, kitchen cabinet, cabinet kitchen, the kitchen cabinet, kitchen by design, design kitchen, a kitchen design, design a kitchen, design for kitchen, design and kitchen, design by kitchen, kitchen design, cabinetry kitchen, kitchen cabinetry, designs kitchen, kitchen designs, bathroom vanities, vanity and bathroom, bath and vanity, designer kitchen, ,Kitchen Planning & Renovation, Kitchen Planning And Design, Kitchen Cabinet Planning, Kitchen Design, Kitchen Remodeling, kitchen or, and bathroom, a and a kitchens, kitchens and, for kitchens, a kitchens, kitchens, the house design, cabinets for kitchen, cabinets for the kitchen, cabinets and kitchen, kitchen cabinets, design a kitchen, about kitchen design, a kitchen design, how to kitchen design, design and kitchen, the kitchen design, design for kitchen, kitchen designs, renovation and remodeling, remodeling and renovation, kitchen designer,,Kitchen Renovation, caulking, ,",0,2014-02-18T17:10:21.000-05:00,FALSE,0,0,65,FALSE,4f3a0f3d10af718f751def185f95430deb56e60d,TRUE,2019-06-27T12:57:23.000-04:00,TRUE,TRUE,2013828,87.242394745,338,NA,NA,bramptonkitchens,NA
https://homestars.com/on/queensville/countertops,29,"c(""https://homestars.com/on/queensville/countertops?&page=2&"", ""https://homestars.com/on/queensville/countertops?&page=3&"")",Countertops,2777047,https://www.sincogranite.com/,/companies/2777047-sinco-granite?searched_category_id=338&service_area=1829457,"Sinco granite is Toronto's leading granite countertop fabricator. We are a family run / operated business whose main goal is to keep 100% of our customers satisfied. 
Sinco is one of the largest granite countertop fabricator in Toronto with over 10,000 square foot facility. We are sure you will find something at our shop once you drop in. We have hundreds of slabs in stock at all times which can be viewed by our clients. We will be more than happy to personally assist every client and answer any questions they might have. 
Your referral is our best compliment. With our state of the art equipment, we ensure all our customers will be completely satisfied with our services and quality of craftsmanship. Give us a shot at your residential or commercial project, we are sure you will come back for more! ",sinco-granite,2009-11-30T18:10:58.000-05:00,NA,Greater Toronto Area and its surroundings,Monday - Friday 8:30am - 6:00pm Saturdays 9:30am - 4:00pm,"Granite, Marble, Quartz, Travertine, Corian
Kitchens, Vanities, Entertainment Centres and Bars, Custom Projects, Tables / Desks ","Fabrication and Installation. Granite Coutertops, Fireplaces, Vanities, Steps, Shower Jambs, Bath Tub Surrounds.","Granite, Marble , Travertine, Quartz, Corian, Wilsonart , Caesarstone, Silestone, LG Viatera, Samsung, Diamastone, Hanstone, Quantra, KStone..ect",One Piece / Seamless Large Pieces,2009,10,,,,,TRUE,FALSE,,,FALSE,FALSE,,1840099,Sinco Granite,87,80,225,9.9625,"Countertops, Granite Counter Tops, Kitchen Counter Tops, Marble Counter Tops, Laminate Counter Top, Quartz Counter Top, Corian counter top, tile counter top, silestone counter tops, arborite counter tops, custom counter tops, kitchen, remodeling, kitchen cabinet, kitchen design, ,",0,2012-10-19T02:05:07.000-04:00,FALSE,0,0,257,FALSE,82af737662a00cb3e7fa1bfd57071c8fd9462db9,TRUE,2022-11-13T09:22:41.000-05:00,TRUE,TRUE,1829457,97.673530852,338,NA,NA,sincogranite,NA
https://homestars.com/on/queensville/countertops,29,"c(""https://homestars.com/on/queensville/countertops?&page=2&"", ""https://homestars.com/on/queensville/countertops?&page=3&"")",Countertops,2802295,http://www.mgc-inc.ca,/companies/2802295-mgc-inc?searched_category_id=338&service_area=2121496,"Marble Granite Countertops Inc. (MGC Inc.) has the capabilities to meet your aesthetic and design needs. Our assets lie in more than 15 years of experience and skills which our staff brings to the table, resulting in a high quality product delivered on time. We work with designers, architects and home builders to accommodate residential and commercial applications. We also specialize in working with a variety of stones such as Granite, Marble, Limestone, Quartz, Slate and more.
 
Our fabrication facility has all the tools and equipment required to guarantee a product of excellent quality and during fabrication quality control measures are in place to ensure that anything that leaves our facility has been thoroughly reviewed by a full time on-site supervisor. Whether your project is a kitchen counter-top, vanity, tub surrounding, fire place, or custom piece, our goal is to ensure 100% satisfaction on any finished product.",mgc-inc,2012-10-18T10:06:19.000-04:00,NA,NA,9-5,Custom marble/quartz/granite/porcelain fabrication for countertops vanities furniture fireplaces,"Marble/quartz/granite/porcelain countertop vanity sales and installation
Custom stone furniture
Fireplace surroundings","Caesarstone, Silestone, LG, Samsung, Hanstone, KStone, Zodiac","Countertops, Vanitiy Tops, fireplace surrounding, tub surrounding, Porcelain, furniture, fireplaces ",2006,10,"Credit Card, Cash, etransfer",,,"BBB, CFIB",TRUE,TRUE,,,TRUE,FALSE,1 yr,1865296,Mgc Inc. Countertops,72,60,78,10,"Kitchen Planning & Renovation, Kitchen Planning And Design, Kitchen Cabinet Planning, Kitchen Design, Kitchen Remodeling, kitchen or, and bathroom, a and a kitchens, kitchens and, for kitchens, a kitchens, kitchens, the house design, cabinets for kitchen, cabinets for the kitchen, cabinets and kitchen, kitchen cabinets, design a kitchen, about kitchen design, a kitchen design, how to kitchen design, design and kitchen, the kitchen design, design for kitchen, kitchen designs, renovation and remodeling, remodeling and renovation, kitchen designer,,Kitchen Renovation, caulking, ,Countertops, Granite Counter Tops, Kitchen Counter Tops, Marble Counter Tops, Laminate Counter Top, Quartz Counter Top, Corian counter top, tile counter top, silestone counter tops, arborite counter tops, custom counter tops, kitchen, remodeling, kitchen cabinet, kitchen design, ,",0,NA,FALSE,0,0,80,FALSE,9d6a606092bca0db5dd9aedcb7bfa2908ca5a552,TRUE,2019-05-10T13:22:05.000-04:00,TRUE,TRUE,2121496,84.687566016,338,NA,NA,marblegranite,NA
https://homestars.com/on/queensville/countertops,29,"c(""https://homestars.com/on/queensville/countertops?&page=2&"", ""https://homestars.com/on/queensville/countertops?&page=3&"")",Countertops,2885225,http://www.countertoppro.ca,/companies/2885225-gta-countertop-pro?searched_category_id=338&service_area=2144060,"GTA Countertops has more than 10 years of combined experience in the fabrication and installation of stone products. We purchase a carefully selected variety of granite, marble and quartz in large quantities and stock it locally. This system allows us to offer the luxury of real, natural granite or quartz counter tops at very affordable prices.
 
We pride ourselves in helping you achieve a more beautiful, money saving and practical approach to improving your dream home, we do not outsource any part of your project to another company, from start to finish, it is completed by our company!",gta-countertop-pro,2016-03-10T12:07:29.000-05:00,NA,NA,NA,Quartz Caesarstone Granite HanStone Quartz Marble Travertine Limestone Slate,,"Silestone
LG Viatera
Caesarstone 
Hanstone
Corian
Olympia Tile & Stone
Terra Stone
Inter stone
Radianz
Kstone
Tce
Lucent Quartz
SIO4
Quartex
Brick Stone
Vico Stone
",,2005,NA,"Cheque, Cash and e-transfer",,,,TRUE,TRUE,,,TRUE,FALSE,1 Year on Workmanship ,1947649,GTA Countertop Pro,96,85,384,9.69412,"Countertops, Granite Counter Tops, Kitchen Counter Tops, Marble Counter Tops, Laminate Counter Top, Quartz Counter Top, Corian counter top, tile counter top, silestone counter tops, arborite counter tops, custom counter tops, kitchen, remodeling, kitchen cabinet, kitchen design, ,Kitchen Planning & Renovation, Kitchen Planning And Design, Kitchen Cabinet Planning, Kitchen Design, Kitchen Remodeling, kitchen or, and bathroom, a and a kitchens, kitchens and, for kitchens, a kitchens, kitchens, the house design, cabinets for kitchen, cabinets for the kitchen, cabinets and kitchen, kitchen cabinets, design a kitchen, about kitchen design, a kitchen design, how to kitchen design, design and kitchen, the kitchen design, design for kitchen, kitchen designs, renovation and remodeling, remodeling and renovation, kitchen designer,,Kitchen Renovation, caulking, ,",0,NA,FALSE,0,0,801,FALSE,de1915d009e8ef2574b0aa44b033cc720b354e35,TRUE,2020-11-01T17:38:20.000-05:00,TRUE,TRUE,2144060,95.493116892,338,NA,NA,Gtacountertops,0
https://homestars.com/on/queensville/countertops,29,"c(""https://homestars.com/on/queensville/countertops?&page=2&"", ""https://homestars.com/on/queensville/countertops?&page=3&"")",Countertops,2815747,http://www.upgradecountertopstone.ca/,/companies/2815747-upgrade-countertop-stone-inc?searched_category_id=338&service_area=2292996,"Upgrade Countertop & Stone supplies and installs custom cut quartz, granite, marble and all other natural stone counters .
 
All our workers have more then 10 years nature stone fabrication experience. We co-work with lots of stone suppliers such as Caesarstone, Silestone, Samsung, Hanstone, Interstone, etc in Toronto.We are fully licensed and insured and will provide you with a written contract, so there's no surprises!

We do both commercial and residential countertop projects.

Contact or Visit our factory at 271 Amber St, Unit 8 in Markham, ON to get professional suggestion.

Send your drawing to us or call us at 905-513-0868 to get the free quotation.

When we start the project, we will go and template your counter again. This process will last 45min-1hour.

After template and slab arrives, we need 4-5 business days fabrication. Guaranteed!! 

Installation will take 3-4 hours. It depends on the size of your project.

We also provide old countertop removal and disposal service. If you need us to do this , please let us know before installation.",upgrade-countertop-stone-inc,2013-10-10T15:11:22.000-04:00,NA,"Toronto, Etobicoke, Mississauga, Thornhill, Richmond Hill, York, North York, East York, Mimico, Hamilton, Pickering, Whitby, Ajax, Oshawa, Courtice, Port Hope and Surrounding area.",Mon~Sat 9am~6pm,"Granite/Quartz/Mable Countertops, Vanities,Shower frame, Fireplace etc.","Residential installation of countertops, commerical installation of countops, Granit countertops, Quartz Countertops, Marble Countertops, ","Caesarstone, Silestone, Hanstone, MSI , TCE stone, Kstone etc.","Countertops, Vanity Tops,Shower frame, Fireplaces",2011,20,"Cash, cheque",,,,TRUE,FALSE,,,TRUE,FALSE,,1878692,Upgrade Countertop & Stone,54,48,50,9.89583,"Countertops, Granite Counter Tops, Kitchen Counter Tops, Marble Counter Tops, Laminate Counter Top, Quartz Counter Top, Corian counter top, tile counter top, silestone counter tops, arborite counter tops, custom counter tops, kitchen, remodeling, kitchen cabinet, kitchen design, ,",1,2013-10-10T15:11:23.000-04:00,FALSE,0,0,53,FALSE,04fddf4a0a650c09d278577dd3749a2c5426054f,TRUE,2018-06-16T16:11:20.000-04:00,TRUE,TRUE,2292996,96.7323267707,338,NA,NA,upgrade,0
https://homestars.com/on/queensville/countertops,29,"c(""https://homestars.com/on/queensville/countertops?&page=2&"", ""https://homestars.com/on/queensville/countertops?&page=3&"")",Countertops,2636808,https://delsurmarble.ca/,/companies/2636808-delsur-marble-inc?searched_category_id=338&service_area=2190101,"Delsur Marble specializes in custom fabrication and installation of countertops using natural and engineered stones. As a preferred fabricator for many materials including: Marble, Granite, Quartzite, Onyx, Soapstone and Quartz by Caesarstone, Silestone, Hanstone, Quartex, LG Viatera, Vicostone, Zodiaq and much more.

CUSTOM STONE COUNTERTOPS
Make a lasting impression with all natural, custom granite, marble and quartz countertops and wood cabinets from Delsur Marble. Established over 14 years ago, we are a full-service renovation company that is proud to offer stone countertops in Toronto and professional installations to clients in the Greater Toronto Area.


We're social...check us out here:
https://www.facebook.com/delsurmarbleinc/
https://www.houzz.com/professionals/tile-stone-and-countertops/delsur-marble-inc-pfvwus-pf~126492120?
https://www.instagram.com/delsurmarble/",delsur-marble-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,,"Kitchen Countertops
Bathroom Countertops
Cabinet Refacing 
Vanities","Corian
Ceaserstone
Handstone
SileStone",Preferred Supplier to The Property Brothers,2003,NA,"Cash, Cheque and e-transfer",,Certified Fabricator for Corian Solid Surface,,TRUE,FALSE,,,TRUE,FALSE,Yes. Kindly ask for details. Depends on service provided. ,1699860,Delsur Marble Inc,34,32,41,9.65625,"Countertops, Granite Counter Tops, Kitchen Counter Tops, Marble Counter Tops, Laminate Counter Top, Quartz Counter Top, Corian counter top, tile counter top, silestone counter tops, arborite counter tops, custom counter tops, kitchen, remodeling, kitchen cabinet, kitchen design, ,",0,2013-03-27T08:20:10.000-04:00,FALSE,0,0,22,FALSE,5c2d2a1ebf9243a243dac40632c23ad9e9549a97,TRUE,2020-10-01T08:33:11.000-04:00,TRUE,TRUE,2190101,85.680717155,338,NA,NA,NA,NA
https://homestars.com/on/queensville/countertops,29,"c(""https://homestars.com/on/queensville/countertops?&page=2&"", ""https://homestars.com/on/queensville/countertops?&page=3&"")",Countertops,2965759,https://189stone.com/,/companies/2965759-189-stone?searched_category_id=338&service_area=2297826,"⭐Our hands-free renovation requires nothing from our clients! All we need are rough measurements for the countertops and we will do the rest. 

⭐We will have our professional team handle all the proper measuring, all the installation, and all the post-cleanup.

⭐Our priority is your satisfaction. That is why we will have the team and the tools available for onsite adjustments to suit your needs.

**We are professional quartz countertop company
**Factory direct, best price and fast delivery and installation

**Custom build quartz :
-kitchen and vanity countertops
-full height or partial backsplash
-Table tops
-fireplace 
-TV accent walls 

**Why choose us:
-Professional fabrication and installation team
-High quality with competitive price
-Bosco Sink for kitchen and bathroom
-Fast delivery/installation (2-7days)
-Free consultation and estimation 
If you have drawing or rough sketch,  send to us. I will give you a quick quote.

⭐Any questions regarding countertops, chat with me on Messenger or call/text me at 647-385-3998. I will response to you ASAP. ",189-stone,2022-03-11T10:41:35.000-05:00,NA,NA,NA,"Quartz, Marble, Granite ",GTA area,"Silestone, Vico Stone, Hanstone, Lucent Quartz, Sio4, Caesarstone, MSI, Kasa Quartz, TD Stone, Highland Stone, G&T Stone, Super Stone, Briskstone, Good Stone, Vantage Stone, Kstone,  Tcestone","countertop, backsplash, island, waterfall, vanity, shower, laundry room, fireplace, table, Accent wall",NA,NA,,,,,FALSE,FALSE,,,FALSE,FALSE,,2027689,189 Stone,11,11,26,10,"Countertops, Granite Counter Tops, Kitchen Counter Tops, Marble Counter Tops, Laminate Counter Top, Quartz Counter Top, Corian counter top, tile counter top, silestone counter tops, arborite counter tops, custom counter tops, kitchen, remodeling, kitchen cabinet, kitchen design, ,",0,2022-03-11T12:26:15.000-05:00,FALSE,0,0,35,FALSE,c1ab55a644d5adb13b299d8bceee146d7cedd653,TRUE,2022-08-10T11:56:40.000-04:00,TRUE,TRUE,2297826,98.9217151558,338,NA,NA,,0
https://homestars.com/on/queensville/countertops,29,"c(""https://homestars.com/on/queensville/countertops?&page=2&"", ""https://homestars.com/on/queensville/countertops?&page=3&"")",Countertops,2918265,https://www.rockmankitchenstone.com/,/companies/2918265-rockman-kitchen-stone-ltd?searched_category_id=338&service_area=2168034,"
About Us
At Rockman Kitchen & Stone, we have a professional, patient and courteous team to help you install luxurious countertops. As an expert in kitchen stones, our staff can help you select what fits your space, no matter it is residential or commercial.

Take the time to fully explore our portfolios and get a real sense of what we can do and bring to your space.",rockman-kitchen-stone-ltd,2018-06-19T01:10:26.000-04:00,NA,NA,NA,,"Install Granite Marble Quartz Countertops
Repair Granite Marble Quartz Countertops",,,NA,NA,,,,,FALSE,FALSE,,,FALSE,FALSE,,1980449,Rockman Kitchen Stone Ltd.,4,4,62,10,"Countertops, Granite Counter Tops, Kitchen Counter Tops, Marble Counter Tops, Laminate Counter Top, Quartz Counter Top, Corian counter top, tile counter top, silestone counter tops, arborite counter tops, custom counter tops, kitchen, remodeling, kitchen cabinet, kitchen design, ,",0,2022-09-13T10:50:00.000-04:00,FALSE,0,0,54,FALSE,20c8a2583cfe7dc41b8956fcaaa074a20e88e0ff,FALSE,NA,TRUE,TRUE,2168034,89.65534774,338,NA,NA,RockmanKitchenStoneLtd,0
https://homestars.com/on/queensville/countertops,29,"c(""https://homestars.com/on/queensville/countertops?&page=2&"", ""https://homestars.com/on/queensville/countertops?&page=3&"")",Countertops,2963000,http://marblestoneexpress.com,/companies/2963000-marble-stone-express?searched_category_id=338&service_area=2268931,"With more than 20 years in stone protection and restoration, we provide high quality and highly sought-after professional stone care services for both residential and commercial properties across Ontario.
 
Our highly specialized team will protect and restore the look and feel of your stone surfaces so that you can get the most out of your natural stone.",marble-stone-express,2021-12-28T15:36:38.000-05:00,NA,NA,NA," We offer a StoneGuard protective film that protects your marble, granite, terrazzo, ceramic, slate , limestone, quartz, and natural stone from scratches, stains, etching, and heat resistant.","Polishing, Honing, Grinding, Restoration,    Repair, Chipped or Broken Repair, Sealing , Cleaning, StoneGuard protective film","Marble Stone Express, StoneGuard","Natural Stone, Protection, Restoration",1995,8,"Cash, Cheque, E-transfer",,,,FALSE,FALSE,,$400.00,FALSE,FALSE,,2024951,Marble Stone Express,7,5,292,10,"Tile & Stone Contractors, Natural Stone Tile, Stone Floor Tile, Ceramic Tile, Floor tile, Tile installers, Stone installers, stone counter top installers, tile counter top installers, stone backsplash intallers, granite installers, marble installers, limestone installers, linoleum installers, slate contractors, slate installers,install tite ,backsplash , fire place veenerneed someone to install blacksplash , wall stone veener bath room mosaic,Countertops, Granite Counter Tops, Kitchen Counter Tops, Marble Counter Tops, Laminate Counter Top, Quartz Counter Top, Corian counter top, tile counter top, silestone counter tops, arborite counter tops, custom counter tops, kitchen, remodeling, kitchen cabinet, kitchen design, ,Floor Laying & Refinishing, Hardwood Floor, Wood Floor, Floor Tile, Dance Floor, Ceramic Floor Tile, Floor Refinishing, bamboo floor, cork floor, FSC wood flooring, stone floor, marble floor, slate floor, squeaky floor repair, laminate, laminate repair, wood floor, floor and wood, wood flooring, wood floors, floors in wood, hardwood flooring, hardwood floors, hardwood floors and, hardwood floor, hardwood floor wood, wood floor flooring, refinishing, floor refinishing, floor refinishing in, refinishing floor, hardwood install, floor laying, laying a floor, flood sanding, wood floor refinishing, refinishing hardwood floors, flooring laying, wood floors refinishing, wood flooring refinishing, floor co, flooring hard wood, hard wood floors, laying floors, flooring company, flooring engineered hardwood, floor company, hard wood floor, cleaning hardwood floors, installing hardwood flooring, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floor, hardwood flooring installation, business floor, wood flooring installation, hardwood floor installation, floor companies, lay hardwood flooring, lay hardwood floor, wood floor repair, repair wood floor, repair hardwood floor, hardwood floor repair, finishing a hardwood floor, squeeky floors,,Hardwood floors, Install hardwood floors, caulking,",0,2021-12-28T16:00:48.000-05:00,FALSE,0,0,361,FALSE,5537b4416bf004821edc6723fc8081a0b31c5209,TRUE,NA,TRUE,TRUE,2268931,89.8362791019,338,NA,NA,marblestoneexpress,0
