Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,claimed_at,subdomain,completion_percent_cache,secret
https://homestars.com/on/halton/builders,40,"c(""https://homestars.com/on/halton/builders?&page=2&"", ""https://homestars.com/on/halton/builders?&page=3&"", ""https://homestars.com/on/halton/builders?&page=4&"")",Builders,2780488,http://www.connaughthomes.ca,/companies/2780488-connaught-homes-ltd?searched_category_id=321&service_area=1833043,NA,connaught-homes-ltd,2010-08-13T17:05:43.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1843540,CONNAUGHT HOMES LTD.,3,3,0,10,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,FALSE,2012-03-16T11:32:32.000-04:00,FALSE,FALSE,1833043,86.7328439301,321,NA,NA,NA,NA,NA,NA
https://homestars.com/on/halton/builders,40,"c(""https://homestars.com/on/halton/builders?&page=2&"", ""https://homestars.com/on/halton/builders?&page=3&"", ""https://homestars.com/on/halton/builders?&page=4&"")",Builders,2629293,NA,/companies/2629293-viceroy-homes?searched_category_id=321&service_area=1642497,NA,viceroy-homes,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1692345,Viceroy Homes,1,1,0,9,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,FALSE,2009-03-17T05:56:20.000-04:00,FALSE,FALSE,1642497,0.0,321,NA,NA,NA,NA,NA,NA
https://homestars.com/on/halton/builders,40,"c(""https://homestars.com/on/halton/builders?&page=2&"", ""https://homestars.com/on/halton/builders?&page=3&"", ""https://homestars.com/on/halton/builders?&page=4&"")",Builders,2610273,NA,/companies/2610273-rivard-bros?searched_category_id=321&service_area=1623477,NA,rivard-bros,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1673325,Rivard Bros,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,FALSE,NA,FALSE,FALSE,1623477,-1.0,321,NA,NA,NA,NA,NA,NA
https://homestars.com/on/halton/builders,40,"c(""https://homestars.com/on/halton/builders?&page=2&"", ""https://homestars.com/on/halton/builders?&page=3&"", ""https://homestars.com/on/halton/builders?&page=4&"")",Builders,2726386,NA,/companies/2726386-desrochers-raymond-construction?searched_category_id=321&service_area=1739590,NA,desrochers-raymond-construction,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1789438,Desrochers Raymond Construction,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,FALSE,NA,FALSE,FALSE,1739590,-1.0,321,NA,NA,NA,NA,NA,NA
https://homestars.com/on/halton/builders,40,"c(""https://homestars.com/on/halton/builders?&page=2&"", ""https://homestars.com/on/halton/builders?&page=3&"", ""https://homestars.com/on/halton/builders?&page=4&"")",Builders,2719403,NA,/companies/2719403-construction-clebourg-inc?searched_category_id=321&service_area=1732607,NA,construction-clebourg-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1782455,Construction Cl,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,FALSE,NA,FALSE,FALSE,1732607,-1.0,321,NA,NA,NA,NA,NA,NA
https://homestars.com/on/halton/builders,40,"c(""https://homestars.com/on/halton/builders?&page=2&"", ""https://homestars.com/on/halton/builders?&page=3&"", ""https://homestars.com/on/halton/builders?&page=4&"")",Builders,2752061,NA,/companies/2752061-teck-northern-roads-ltd?searched_category_id=321&service_area=1765265,NA,teck-northern-roads-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1815113,Teck Northern Roads Ltd,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,FALSE,NA,FALSE,FALSE,1765265,-1.0,321,NA,NA,NA,NA,NA,NA
https://homestars.com/on/halton/builders,40,"c(""https://homestars.com/on/halton/builders?&page=2&"", ""https://homestars.com/on/halton/builders?&page=3&"", ""https://homestars.com/on/halton/builders?&page=4&"")",Builders,2751495,NA,/companies/2751495-materiaux-blanchet-inc?searched_category_id=321&service_area=1764699,NA,materiaux-blanchet-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1814547,Mat,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,FALSE,NA,FALSE,FALSE,1764699,-1.0,321,NA,NA,NA,NA,NA,NA
https://homestars.com/on/halton/builders,40,"c(""https://homestars.com/on/halton/builders?&page=2&"", ""https://homestars.com/on/halton/builders?&page=3&"", ""https://homestars.com/on/halton/builders?&page=4&"")",Builders,2744526,NA,/companies/2744526-techno-pieux-abitibi-inc?searched_category_id=321&service_area=1757730,NA,techno-pieux-abitibi-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1807578,Techno Pieux Abitibi Inc,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,FALSE,NA,FALSE,FALSE,1757730,-1.0,321,NA,NA,NA,NA,NA,NA
https://homestars.com/on/halton/builders,40,"c(""https://homestars.com/on/halton/builders?&page=2&"", ""https://homestars.com/on/halton/builders?&page=3&"", ""https://homestars.com/on/halton/builders?&page=4&"")",Builders,2720179,NA,/companies/2720179-construction-filiatrault-inc?searched_category_id=321&service_area=1733383,NA,construction-filiatrault-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1783231,Construction Filiatrault Inc,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,FALSE,NA,FALSE,FALSE,1733383,-1.0,321,NA,NA,NA,NA,NA,NA
https://homestars.com/on/halton/builders,40,"c(""https://homestars.com/on/halton/builders?&page=2&"", ""https://homestars.com/on/halton/builders?&page=3&"", ""https://homestars.com/on/halton/builders?&page=4&"")",Builders,2729073,NA,/companies/2729073-entrepreneur-de-route-jmb-inc?searched_category_id=321&service_area=1742277,NA,entrepreneur-de-route-jmb-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1792125,Entrepreneur De Route JMB Inc,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,FALSE,NA,FALSE,FALSE,1742277,-1.0,321,NA,NA,NA,NA,NA,NA
https://homestars.com/on/halton/builders,40,"c(""https://homestars.com/on/halton/builders?&page=2&"", ""https://homestars.com/on/halton/builders?&page=3&"", ""https://homestars.com/on/halton/builders?&page=4&"")",Builders,2708357,NA,/companies/2708357-beland-construction?searched_category_id=321&service_area=1721561,NA,beland-construction,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1771409,B,0,0,0,NA,"Builders, Home Builders, Home Contractors, residential builders, home construction companies, residential building contractor, builder, construction builders, local home builders, custom home builders, master builders, general builders, new home builders, building contractors, custom home builders, luxury home builders, ,",0,FALSE,0,0,0,FALSE,FALSE,NA,FALSE,FALSE,1721561,-1.0,321,NA,NA,NA,NA,NA,NA
