Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,completion_percent_cache,latest_approved_review_created_at
https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service,26,"c(""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2803198,NA,/companies/2803198-zerobytes-computers?searched_category_id=335&service_area=1869100,"Sales & Service  -  Websites Consultation
Home - Business Networking",zerobytes-computers,2012-11-20T22:32:03.000-05:00,NA,NA,8am - 6pm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1866199,Zerobytes Computers,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,FALSE,0,0,0,FALSE,21d7d1004d0dbf09d3d2b1c91e17074abc505846,FALSE,TRUE,FALSE,1869100,-1.0,335,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service,26,"c(""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2870153,NA,/companies/2870153-back-link-central?searched_category_id=335&service_area=2031388,"Backlink Central provides Affordable SEO Services in Halifax, Toronto. We are expert in website and logo design as well. Call us today at 1(800)510-7839.",back-link-central,2015-05-06T03:57:36.000-04:00,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1932577,Back Link Central,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,FALSE,0,0,0,FALSE,9aa00ac90605eaf3c1957ea6badddc3b3611b3d7,FALSE,FALSE,FALSE,2031388,-1.0,335,NA,NA,0,NA
https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service,26,"c(""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2673251,NA,/companies/2673251-toadco-computers?searched_category_id=335&service_area=1686455,NA,toadco-computers,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1736303,Toadco Computers,1,1,0,9,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1686455,32.5181318681,335,NA,NA,NA,2013-01-18T10:13:34.000-05:00
https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service,26,"c(""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2643036,NA,/companies/2643036-esterix-micro-computer?searched_category_id=335&service_area=1656240,NA,esterix-micro-computer,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1706088,Esterix Micro Computer,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1656240,-1.0,335,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service,26,"c(""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2639273,NA,/companies/2639273-decision-one?searched_category_id=335&service_area=1652477,NA,decision-one,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1702325,Decision One,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1652477,-1.0,335,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service,26,"c(""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2653368,NA,/companies/2653368-kieft-computing?searched_category_id=335&service_area=1666572,NA,kieft-computing,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1716420,Kieft Computing,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1666572,-1.0,335,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service,26,"c(""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2666535,NA,/companies/2666535-printer-doctor-the?searched_category_id=335&service_area=1679739,NA,printer-doctor-the,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1729587,Printer Doctor The,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1679739,-1.0,335,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service,26,"c(""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2604712,NA,/companies/2604712-a-f-k-computer-services?searched_category_id=335&service_area=1617916,NA,a-f-k-computer-services,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1667764,A F K Computer Services,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1617916,-1.0,335,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service,26,"c(""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2633734,NA,/companies/2633734-computer-informatics-solutions?searched_category_id=335&service_area=1646938,NA,computer-informatics-solutions,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1696786,Computer Informatics Solutions,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1646938,-1.0,335,NA,NA,NA,NA
https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service,26,"c(""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=2&"", ""https://homestars.com/on/halifax%20regional%20municipality/computer-repairs-service?&page=3&"")",Computer Repairs and Support,2754149,NA,/companies/2754149-ifixcomputers-ca?searched_category_id=335&service_area=1767353,NA,ifixcomputers-ca,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1817201,IFIXCOMPUTERS.CA,0,0,0,NA,"Computer Repairs and Support, Computer Tech Support, Computer Technical Support, Computer Network Support, Online Computer Support, Computer Repair, it services, it repair, computers it, it support, support it, support in it, it maintenance, it repairs, it service and support. it support service, it service support, it support services, support services it, it support and services, it services and support, data recovery, how to repair computer, computer repair computer repair, it computer repair, a computer repair, repair computer, computer repair in, tech support, pc repair, repair pc, a pc repair, computer repair pc, computer pc repair, pc computer repair, fix pc, pc fix, fix it pc, pc fix it, computer fix it, fix it computer, fix computer, computer fix, a computer fix, pc & laptop, repairs computer, virus removal, virus in computer, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1767353,-1.0,335,NA,NA,NA,NA
