Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact
https://homestars.com/on/qualicum%20beach/electricians,11,https://homestars.com/on/qualicum%20beach/electricians?&page=2&,Electricians,2894884,NA,/companies/2894884-cvi-electric-ltd?searched_category_id=348&service_area=2117371,NA,cvi-electric-ltd,2017-03-09T10:15:06.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1957308,Cvi Electric Ltd,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,FALSE,0,0,0,0,FALSE,0984e5febb4b75c6c37c72ff7a07fbdb364cc51a,FALSE,FALSE,FALSE,2117371,0,348,NA,NA
https://homestars.com/on/qualicum%20beach/electricians,11,https://homestars.com/on/qualicum%20beach/electricians?&page=2&,Electricians,2697905,NA,/companies/2697905-davies-electric?searched_category_id=348&service_area=1711109,NA,davies-electric,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1760957,Davies Electric,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1711109,0,348,NA,NA
https://homestars.com/on/qualicum%20beach/electricians,11,https://homestars.com/on/qualicum%20beach/electricians?&page=2&,Electricians,2729006,NA,/companies/2729006-classic-r-r-services-inc?searched_category_id=348&service_area=1742210,NA,classic-r-r-services-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1792058,Classic R & R Services Inc,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1742210,0,348,NA,NA
https://homestars.com/on/qualicum%20beach/electricians,11,https://homestars.com/on/qualicum%20beach/electricians?&page=2&,Electricians,2721250,NA,/companies/2721250-timelyne-electrical-services-inc?searched_category_id=348&service_area=1734454,NA,timelyne-electrical-services-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1784302,Timelyne Electrical Services Inc,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1734454,0,348,NA,NA
https://homestars.com/on/qualicum%20beach/electricians,11,https://homestars.com/on/qualicum%20beach/electricians?&page=2&,Electricians,2720282,NA,/companies/2720282-sterling-electrical?searched_category_id=348&service_area=1733486,NA,sterling-electrical,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1783334,Sterling Electrical,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1733486,0,348,NA,NA
https://homestars.com/on/qualicum%20beach/electricians,11,https://homestars.com/on/qualicum%20beach/electricians?&page=2&,Electricians,2708913,NA,/companies/2708913-j-m-n-contracting-ltd?searched_category_id=348&service_area=1722117,NA,j-m-n-contracting-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1771965,J M N Contracting Ltd,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1722117,0,348,NA,NA
https://homestars.com/on/qualicum%20beach/electricians,11,https://homestars.com/on/qualicum%20beach/electricians?&page=2&,Electricians,2475058,NA,/companies/2475058-jonco-electric?searched_category_id=348&service_area=1488273,NA,jonco-electric,2008-01-10T19:00:00.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1538001,Jonco Electric,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1488273,0,348,NA,NA
https://homestars.com/on/qualicum%20beach/electricians,11,https://homestars.com/on/qualicum%20beach/electricians?&page=2&,Electricians,2687720,NA,/companies/2687720-baylite-electric-ltd?searched_category_id=348&service_area=1700924,NA,baylite-electric-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1750772,Baylite Electric Ltd,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1700924,0,348,NA,NA
https://homestars.com/on/qualicum%20beach/electricians,11,https://homestars.com/on/qualicum%20beach/electricians?&page=2&,Electricians,2722316,NA,/companies/2722316-ward-electric?searched_category_id=348&service_area=1735520,NA,ward-electric,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1785368,Ward Electric,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1735520,0,348,NA,NA
https://homestars.com/on/qualicum%20beach/electricians,11,https://homestars.com/on/qualicum%20beach/electricians?&page=2&,Electricians,2590737,NA,/companies/2590737-collins-electric?searched_category_id=348&service_area=1603941,NA,collins-electric,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1653789,Collins Electric,0,0,0,NA,"Electricians, Residential Electricians, Electrical Contractors, Electrical Wiring, knob and tube contractors, electrician, which electrician, electrical companies, electrical work, electrical contractors, jobs electrician, electrical contractor, electrical services, electric contractors, electric contractor, generator, generators, ,",0,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1603941,0,348,NA,NA
