Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,subdomain,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact
https://homestars.com/on/kingsville/paint-wallpaper-contractors,13,https://homestars.com/on/kingsville/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2975071,https://evequepainting.com/,/companies/2975071-eveque-painting?searched_category_id=409&service_area=2296687,"Eveque Painting is a paint company in Windsor and Essex county. We Specialize in interior painting, exterior painting, deck staining, and painting kitchen cabinets. We have painted hundreds of homes in the last 4 years. Our entire business is structured around delivering value and securing trust. Our #1 goal is to be able to get a referral and a good review from you. We look forward to being able to satisfy your needs.",eveque-painting,2022-10-28T17:50:14.000-04:00,NA,NA,NA,,"Interior painting, Exterior Painting, Kitchen cabinets, exterior staining, ",,,2019,5,Cheque Or E-tranfer,,,,TRUE,TRUE,,$500,TRUE,FALSE,up to 10 year written guarantee  ,2036969,Eveque Painting,2,2,18,10,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,2022-10-28T17:52:52.000-04:00,evequepainting,FALSE,0,0,19,0,FALSE,0a5781bb9a33eaabb8db35d6fb5da56424a78091,TRUE,TRUE,TRUE,2296687,90.7527135834,409,NA,NA
https://homestars.com/on/kingsville/paint-wallpaper-contractors,13,https://homestars.com/on/kingsville/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2723994,NA,/companies/2723994-beau-s-collision-auto-service?searched_category_id=409&service_area=1737198,NA,beau-s-collision-auto-service,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1787046,Beau's Collision & Auto Service,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1737198,0,409,NA,NA
https://homestars.com/on/kingsville/paint-wallpaper-contractors,13,https://homestars.com/on/kingsville/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2637393,NA,/companies/2637393-damphouse-mark-painting-inc?searched_category_id=409&service_area=1650597,NA,damphouse-mark-painting-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1700445,Damphouse Mark Painting Inc,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1650597,0,409,NA,NA
https://homestars.com/on/kingsville/paint-wallpaper-contractors,13,https://homestars.com/on/kingsville/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2732070,NA,/companies/2732070-division-collision?searched_category_id=409&service_area=1745274,NA,division-collision,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1795122,Division Collision,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1745274,0,409,NA,NA
https://homestars.com/on/kingsville/paint-wallpaper-contractors,13,https://homestars.com/on/kingsville/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2740213,NA,/companies/2740213-precision-collision-restoration?searched_category_id=409&service_area=1753417,NA,precision-collision-restoration,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1803265,Precision Collision & Restoration,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1753417,0,409,NA,NA
https://homestars.com/on/kingsville/paint-wallpaper-contractors,13,https://homestars.com/on/kingsville/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2658034,NA,/companies/2658034-bateman-dean-painting-decorating?searched_category_id=409&service_area=1671238,NA,bateman-dean-painting-decorating,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1721086,Bateman Dean Painting & Decorating,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1671238,0,409,NA,NA
https://homestars.com/on/kingsville/paint-wallpaper-contractors,13,https://homestars.com/on/kingsville/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2742008,NA,/companies/2742008-southern-collision?searched_category_id=409&service_area=1755212,NA,southern-collision,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1805060,Southern Collision,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1755212,0,409,NA,NA
https://homestars.com/on/kingsville/paint-wallpaper-contractors,13,https://homestars.com/on/kingsville/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2687888,NA,/companies/2687888-milec-peter-painting-ltd?searched_category_id=409&service_area=1701092,NA,milec-peter-painting-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1750940,Milec Peter Painting Ltd,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1701092,0,409,NA,NA
https://homestars.com/on/kingsville/paint-wallpaper-contractors,13,https://homestars.com/on/kingsville/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2732001,NA,/companies/2732001-dimilo-auto-body?searched_category_id=409&service_area=1745205,NA,dimilo-auto-body,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1795053,DiMilo Auto Body,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1745205,0,409,NA,NA
https://homestars.com/on/kingsville/paint-wallpaper-contractors,13,https://homestars.com/on/kingsville/paint-wallpaper-contractors?&page=2&,Paint & Wallpaper Contractors,2658041,NA,/companies/2658041-bella-painting?searched_category_id=409&service_area=1671245,NA,bella-painting,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1721093,Bella Painting,0,0,0,NA,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,",0,NA,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1671245,0,409,NA,NA
