Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,subdomain,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,completion_percent_cache,claimed_at
https://homestars.com/on/scugog/handyman-services,16,https://homestars.com/on/scugog/handyman-services?&page=2&,Handyman Services,2812321,http://www.thehandyboydz.ca/,/companies/2812321-the-handyboydz?searched_category_id=374&service_area=1885923,"We're  more then just handy. We are more then just handymen.
We are skilled trade professionals with a passion.

We're  always looking forward to our next project big or small and going beyond my customer's expectations and needs.
My brother and I saw the need and demand for reliable hard working tradesmen  with an eye for perfection.  
Our contractors are skilled in many aspects of the trades to complete all kinds of jobs BIG or SMALL.
 Sometimes we need to think out side the box like a true handy man! and other times you need to stick to the book!
​
We started  this  business to help improve, repair, &  maintain the value of people’s biggest investments, their homes!   

Services:

Gutter cleaning,  Product assembly (bbq gazebo patio set barbeque) drywall & repair, painting, framing, car detailing, ceiling fan installation, plumbing, electrical, landscaping, flooring (hardwood, click lock, tile) reno, demo, kitchen, bathroom, garbage cleanup, trim, light fixture, door locks, shed building, shingles, oil changes, brakes, lawn maintenance, in ground sprinklers, ",the-handyboydz,2013-07-08T20:41:37.000-04:00,NA,NA,,,,,,2012,7,All payment methods accepted,,,,TRUE,TRUE,,1 Hour,TRUE,FALSE,1 year,1875265,The Handy Boydz,135,112,208,9.77679,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,Basement Renovation, Basement renovation, Basement remodeling, Basement remodelling, renovating your basement, renovation, waterproofing, remodeling, home renovation, house renovation, water in basement, basement waterproofing,finishing basement, moistureproof, remodeling the house, caulking,Kitchen & Bathroom - Cabinets & Design, Kitchen Cabinet And Counter, Kitchen Cabinet Hardware, Bathroom Cabinet, Bathroom Wall Cabinet, Bathroom Sink Cabinet, cabinets, kitchens, cabinetry, kitchen and cabinets, cabinets for kitchen, about kitchen cabinets, kitchen cabinets, kitchen cabinets in, cabinets for the kitchen, cabinets and kitchen, cabinets kitchen, kitchen cabinet, cabinet kitchen, the kitchen cabinet, kitchen by design, design kitchen, a kitchen design, design a kitchen, design for kitchen, design and kitchen, design by kitchen, kitchen design, cabinetry kitchen, kitchen cabinetry, designs kitchen, kitchen designs, bathroom vanities, vanity and bathroom, bath and vanity, designer kitchen, ,Decks, Deck, Wood Deck, Deck Patio Furniture, Patio Heater, Patio Deck, Patio Door, Patio Cover, Patio Umbrella, Patio Furniture Set, Patio Furniture Cushion, the deck, on deck, deck tech, patios, construction plans, how to build a deck, build decks, build a deck, deck plans, design deck, design a deck, deck design, deck building, building a deck, building deck, deck designs, how to make a deck, patio cover, wood deck, deck wood, deck board, patio designs, deck designs plans, deck plans designs, deck builder, deck stain, deck builders, ,",2,thehandyboydz,FALSE,0,0,186,FALSE,736367df87258401aaebafb17c6cd811ee9e2187,TRUE,2022-10-25T17:16:10.000-04:00,TRUE,TRUE,1885923,95.1690123725,374,NA,NA,NA,NA
https://homestars.com/on/scugog/handyman-services,16,https://homestars.com/on/scugog/handyman-services?&page=2&,Handyman Services,2848770,https://www.rosaleswd.com/,/companies/2848770-rosales-w-d?searched_category_id=374&service_area=2140886,"Welcome to Rosales W&D, the purpose of this site is to assist You with finding the perfect product to Affordably Personalize your home.  With over 10 years experience, we can say that we have mastered our craft.  Our products are showcased around the City in residential homes and private estates.  Every year, thousands of clients choose us for their projects mainly because of our professionalism, attention to detail and our one of a kind buying experience which ensures customer satisfaction every time!  And if you're here, it's because you have not yet found what you're looking for.  We believe it's not enough to simply meet your expectations-we must exceed them.

*****
 
We take great pride in our wide variety of Products & Services such as Window Glass Replacements, Glass Shower Enclosures & Partitions, Mirrors, Glass Railings,
Wrought Iron Inserts, Decorative Glass Inserts, Door Systems etc.

*****
Rosales W&D has been servicing Toronto and the surrounding areas for many years.

*****

Rosales W&D
Delivering Quality to Your Home
 
rosaleswd@gmail.com
(416) 456-0937 / (416) 220-1484",rosales-w-d,2014-02-14T00:21:20.000-05:00,NA,NA,NA,"-Shower Doors/Enclosures
-Mirrors
-Glass Railings
-Window Glass Replacements 
-Window & Door Systems
-Wrought Iron/Decorative Glass Door Inserts
-Door Locks/Handles
-Window Cranks & Parts 
",Quality Installation of All our Products,,Canadian-Made Products,2006,NA,"Cheque, Cash, E-Transfer",,Master Business License,"Home Advisor, Houzz",TRUE,TRUE,,,TRUE,FALSE,,1911204,Rosales W&D Glass,77,70,119,9.94286,"Windows & Doors Installation & Service, install Replacement Window, Screen Door, Wood door, metal door, fire door, sliding door, french door, glass paned door, sash windows, casement windows, bay windows, bow windows, energy star windows, lead-paned windows, Windows,  wondows, windowa, windwos, winows, windows canada, windows home, canadian windows and doors, window manufacturers canada, house windows canada, canada windows, vinyl windows and doors, windows and doors canada, windows and doors, house windows, vinyl windows, canadian windows, buy windows, windows price, doors canada, windows manufacturers, windows for houses, canada doors, canadian door, windows vinyl, new house windows, canadian made windows, exterior windows, residential windows, black vinyl windows, garden doors canada, windows house, window suppliers, window companies toronto, vinyl windows price, windows canada store, window stores, store windows, vinyl doors, gta windows, buy doors, new windows and doors, shop windows, replacement windows, buy home windows, cheap home windows,  phantom screens, doors ontario, doors canada, canada doors, phantom screen doors, custom sliding window, double french doors, phantom retractable screens, plywood doors, screen doors wood, exterior doors, barn doors, entrance doors, steel doors, sliding screen doors, sliding barn doors, retractable screen door, exterior french doors, saloon doors, french windows, barn style doors, wooden doors, french patio doors, loft doors, solid wood doors, types of doors, custom doors, wood front doors, window doors, invisible screen door, exterior wood doors, interior wood doors, panel doors, door screens,  shutter doors, swing doors, wood entry doors, office doors, barn windows, retractable door, patio screen door, basement doors, exterior glass, exterior glass doors, french door screens, rolling screen door, screens for french doors, wooden exterior door, custom front doors, solid wood exterior doors, unique doors, pocket doors toronto, cheap interior doors, front doors, entry doors, solid oak doors, shop windows, front screen doors, custom wood doors toronto, window installations, window installation companies, windows and doors installation, windows and door installer, door installer, window contractors, door installation toronto, home window installation, windows and doors replacement, door installer toronto, replacement window doors, door replacement toronto, door company, best windows and doors reviews, long life windows, longlife windows, custom windows toronto, replacement doors, certified windows and doors reviews, install vinyl windows, install a door, door contractors, interior door installation, door repair, windows repair, windows replacement, exterior door installation, shower door installation,  front door replacement, garden doors, caulking,Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,Mirrors & Glass, Wall Mirror, Bathroom Mirror, Window Mirror, Decorative Mirror, Stained Glass, Stained Glass Window, Glass Tile, custom mirror, custom glass, shower glass, glass installation, mirror installation, glass repair, mirror repair, glass replacement, window glass repair, decorative glass, beveled glass, mirror mirror, mirrors in mirrors, mirrors and, window and glass, glass and window, glass in window, glass for doors, windows and glass, glass for windows, windows & glass, shower doors, wall mirror, mirror wall, mirror world, bathroom mirror, mirror with glass, mirror & glass, mirror and glass, glass & mirror, mirror glass, glass mirror, glass and mirror, how to mirror glass, mirror for door, black mirrors, pattern glass, bathroom mirrors, custom glass, glass custom, wall mirrors, mirrors wall, frosted glass, mirror frame, glass for cabinets, manufacturer of glass, tempered glass, vanity mirror, glass shower doors, glass for shower doors, glass on glass mirrors, mirrors and glass, mirrors glass, glass & mirrors, glass for mirrors,,Railings, stair railings, outdoor railings, iron railings, wrought iron railings, wood railings, rail, gates, fence, rails, fencing, rail times, fences, fence gate, fence gates, railing, wrought, wrought iron, handrail, handrails, balustrade, balconies, rail simulator, speed rail, iron works, stair steps, balusters, iron work, fence panels, hand rail, banister, hand railing, rail works, ironworks, balustrades, front gates, curtain rails, garden gate, iron gate, gate iron, gates iron, iron gates, ,",0,rosaleswd,FALSE,0,0,307,FALSE,6ceb474508864fbe98d38a0e0d1528b31f7e9429,TRUE,2020-12-09T13:29:39.000-05:00,TRUE,TRUE,2140886,97.0825309579,374,NA,NA,0,NA
https://homestars.com/on/scugog/handyman-services,16,https://homestars.com/on/scugog/handyman-services?&page=2&,Handyman Services,2971594,,/companies/2971594-rmk-contracting?searched_category_id=374&service_area=2288301,"Welcome to RMK CONTRACTING
-Free onsite estimates
-Multiple years of Carpentry, Painting, Renovations and Handyman Services
",rmk-contracting,2022-08-10T18:48:08.000-04:00,NA,NA,NA,,"Painting /
Drywall repair and installation/
Mud and Tape, Patch Work & Repairs /
Shiplap / Trim and Moulding / Caulking /
Fencing and Repairs /  
Vinyl Siding / Carpentry / Framing / Small Renovations",,,2022,1,"Cash, E-Transfer or Cheque",,,,FALSE,FALSE,,,FALSE,FALSE,,2033505,RMK CONTRACTING,5,4,25,10,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,,FALSE,0,0,38,FALSE,18a00b07ba8aba9835aa284381fbbc3a4427bb8b,TRUE,2022-08-18T15:51:29.000-04:00,TRUE,TRUE,2288301,90.5802497595,374,NA,NA,0,2022-08-10T18:49:04.000-04:00
https://homestars.com/on/scugog/handyman-services,16,https://homestars.com/on/scugog/handyman-services?&page=2&,Handyman Services,2969106,https://www.jcconstructionservicesco.ca/,/companies/2969106-jc-construction-services-co?searched_category_id=374&service_area=2282651,"We are a home renovation and landscaping company in Durham region and GTA. With over 7 years of industry experience in basement renovations, bathroom renovations, kitchen renovations, and landscaping renovations.

We offer:

Basement renovations
Bathroom and kitchen renovations
Flooring (hardwood, laminate, ceramic)
Decks and fences
landscaping 
framing, drywall, taping, painting ",jc-construction-services-co,2022-06-07T20:44:29.000-04:00,NA,NA,NA,,,,,2019,4,"Cheque, Cash , e-transfer, Credit Card",,Working on heights,,FALSE,FALSE,,,TRUE,FALSE,,2031024,JC Construction Services Co,3,3,49,10,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,,FALSE,0,0,55,FALSE,b730c95157472553db6c2f573474bdbce7ae12c4,TRUE,NA,TRUE,TRUE,2282651,90.1501140555,374,NA,NA,0,2022-06-07T20:45:13.000-04:00
https://homestars.com/on/scugog/handyman-services,16,https://homestars.com/on/scugog/handyman-services?&page=2&,Handyman Services,2953530,https://task-co.com/,/companies/2953530-task-co-building-maintenance?searched_category_id=374&service_area=2247554,"We are a full service building maintenance company with over 20+ years of collective experience.  Our professional & licensed contractors are available for routine maintenance and renovation work.  Contact us for a free quote on kitchen & bathroom work.  We do it all, from small jobs to large renovations. ",task-co-building-maintenance,2021-02-26T17:51:46.000-05:00,NA,NA,NA,,,,,NA,NA,,,,Better Business Bureau (BBB),TRUE,FALSE,,,FALSE,FALSE,100% Service Satisfaction Guarantee,2015626,Task-co Building Maintenance,19,18,2,10,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,taskco,FALSE,0,0,3,FALSE,64b81d903dca5fe919d6e55aca751310e1b88ffc,TRUE,2022-11-01T10:41:05.000-04:00,TRUE,TRUE,2247554,98.7964537275,374,NA,NA,0,2021-02-26T17:54:32.000-05:00
https://homestars.com/on/scugog/handyman-services,16,https://homestars.com/on/scugog/handyman-services?&page=2&,Handyman Services,2962392,,/companies/2962392-bocomra-solutions?searched_category_id=374&service_area=2267475,"Bocomra Services turns your visions into reality. 
We pride ourselves on craftsmanship and work ethic. 
Safety for our employees and clients are our #1 goal. 
Whether you are doing a home renovation, addition or touchups around the house our knowledgeable staff is here to help guide you through your project step by step for any questions, concerns or services.

647-231-2125",bocomra-solutions,2021-12-09T15:13:44.000-05:00,NA,NA,NA,,"- carpet, drapery, furniture steaming and cleaning
- power washing and paint removal
- downspout and gutter clean/repair
- painting interior and exterior projects
- drywall repair and installation
- door installation and repair
- small household projects and builds
- fence and deck build
- leakage repair
- decorative mouldings installation/repair",OUR PRIORITY IS TO PROVIDE THE BEST QUALITY RESTORATION SERVICES & CLEANING!,We present ourselves on providing outstanding work and quality restoration to any size home project. We are only satisfied when we have reached results beyond your expectations!,2021,3,"Cash, Cheques, E-Transfer",,Electrician Construction and Maintenance ,,TRUE,FALSE,,,TRUE,FALSE,,2024351,Bocomra Solutions,2,2,15,10,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,Carpet & Rug Cleaning & Repairing, Carpet Cleaning, Carpet Cleaners, Rug Cleaning, rug cleaners, area rug cleaners, area rug cleaning, persian rug cleaning, Rug repair, carpet repair, persian rug repair, persian carpet repair, area rug repair, carpet rug cleaning, oriental rug cleaning, area rug cleaning service, rug cleaning and repair, professional rug cleaning, carpet and rug cleaning, rug cleaning services, wool rug cleaning, rug cleaning service, carpet cleaning repair, rug cleaning company, rug clean, industrial carpet cleaning, area rug cleaning services, ,",0,,FALSE,0,0,25,FALSE,040db374a1e6e6be2116a3f51fcd9c525b9380ca,TRUE,2022-01-13T19:31:37.000-05:00,TRUE,TRUE,2267475,86.0079494274,374,NA,NA,0,2021-12-09T15:15:19.000-05:00
https://homestars.com/on/scugog/handyman-services,16,https://homestars.com/on/scugog/handyman-services?&page=2&,Handyman Services,2899677,,/companies/2899677-all-dunn-general-maintenance?searched_category_id=374&service_area=2189830,"Specializing in laminate countertops and vanities as well as painting, plaster, drywall repairs, deck repair, light carpentry and general maintenance  Working in the GTA (Scarborough, Pickering, Ajax, Whitby, Oshawa, Courtice, Bowmanville, Clarington, ",all-dunn-general-maintenance,2017-07-21T09:08:07.000-04:00,NA,NA,NA,,"Specializing in laminate countertops and vanities as well as painting, plaster, drywall repairs, deck repair,light carpentry and general maintenance",,"Specializing in laminate countertops and vanities as well as painting, plaster, drywall repairs, deck repair, light carpentry and general maintenance",1999,NA,,,,,TRUE,FALSE,,,FALSE,FALSE,,1962101,All Dunn General Maintenance,29,28,2,9.85714,"Countertops, Granite Counter Tops, Kitchen Counter Tops, Marble Counter Tops, Laminate Counter Top, Quartz Counter Top, Corian counter top, tile counter top, silestone counter tops, arborite counter tops, custom counter tops, kitchen, remodeling, kitchen cabinet, kitchen design, ,Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,AllDuneGeneral,FALSE,0,0,3,FALSE,bfa2e23aa6dd41eb5be262144de041f71ab6e53a,TRUE,2022-09-07T12:37:58.000-04:00,TRUE,TRUE,2189830,97.364051575,374,NA,NA,0,2017-07-24T12:23:30.000-04:00
https://homestars.com/on/scugog/handyman-services,16,https://homestars.com/on/scugog/handyman-services?&page=2&,Handyman Services,2921903,https://rjconstructiondesign.com,/companies/2921903-rj-construction-design?searched_category_id=374&service_area=2176219,"Over 25 years of renovation construction and handyman experience--there's nothing we can't fix!  All facets of renovations: basement, kitchens, bath or laundry rooms. Tile, flooring, drywall installation, paint--we do it all.
",rj-construction-design,2018-09-20T13:41:11.000-04:00,NA,NA,NA,,,,,2016,4,"cash, cheque, interac transfer",,,,TRUE,FALSE,,,TRUE,FALSE,1 year workmanship,1984077,RJ Construction Design,27,25,39,9.2,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,NA,FALSE,0,0,47,FALSE,9663a5908a726b1e32d397d2386c9d1e760de424,TRUE,2020-02-17T12:48:23.000-05:00,TRUE,FALSE,2176219,81.6985518201,374,NA,NA,0,2018-09-20T13:42:23.000-04:00
https://homestars.com/on/scugog/handyman-services,16,https://homestars.com/on/scugog/handyman-services?&page=2&,Handyman Services,2866375,NA,/companies/2866375-aussies-handyman-services?searched_category_id=374&service_area=2015822,"Hi there, its Paul here and I'm offerring quality handyman services for both home & business owners throughout Port Perry and the surrounding areas. My main focus is on repairs, small renovations and even the honey-do -list ,that larger contractors say no to or are not interested in. 
Services offered: Light Carpentry/Trimwork,Drywall -install and repair, Plumbing Repairs/Refit, Cabinet Install/Assembly, Electrical Light/Fixture Installs, Tiling/Flooring, Kitchen/Bathroom Makeovers, Interior/Exterior Caulking & Much More",aussies-handyman-services,2015-02-18T15:03:15.000-05:00,NA,NA,mon-fri 9am-5pm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1928800,Aussies Handyman Services,1,1,0,10,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,NA,FALSE,0,0,0,FALSE,8f291a43365b3a12cbdcc7e66e766c44b1352646,TRUE,2015-02-19T12:45:35.000-05:00,FALSE,FALSE,2015822,48.2353200158,374,NA,NA,0,NA
https://homestars.com/on/scugog/handyman-services,16,https://homestars.com/on/scugog/handyman-services?&page=2&,Handyman Services,2937164,NA,/companies/2937164-handy-man-andy?searched_category_id=374&service_area=2211014,NA,handy-man-andy,2019-11-18T13:38:43.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1999338,Handy Man Andy ,0,0,0,NA,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,NA,FALSE,0,0,0,FALSE,4f6def503c888bd7fc57c477eca5af85deb7db0b,FALSE,NA,FALSE,FALSE,2211014,-1.0,374,NA,NA,0,2019-11-18T13:40:43.000-05:00
