Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,lead_purchase_eligible
https://homestars.com/on/clarence-rockland/house-apartment-cleaning,11,https://homestars.com/on/clarence-rockland/house-apartment-cleaning?&page=2&,House & Apartment Cleaning,2975215,NA,/companies/2975215-marissa-cleans?searched_category_id=383&service_area=2296998,NA,marissa-cleans,2022-11-01T19:25:52.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2037113,Marissa Cleans ,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,2022-11-01T19:26:38.000-04:00,FALSE,0,0,0,0,FALSE,35599c368cf903cb69c5cc6389405dadc32be5c6,FALSE,FALSE,2296998,-1.0,383,NA,NA,NA
https://homestars.com/on/clarence-rockland/house-apartment-cleaning,11,https://homestars.com/on/clarence-rockland/house-apartment-cleaning?&page=2&,House & Apartment Cleaning,2878629,NA,/companies/2878629-cleanfection?searched_category_id=383&service_area=2062469,NA,cleanfection,2015-10-28T18:58:56.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1941053,Cleanfection,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,NA,FALSE,0,0,0,0,FALSE,5243e236aa81dc7f5c40199381f9bcb95f7d0f64,FALSE,FALSE,2062469,-1.0,383,NA,NA,FALSE
https://homestars.com/on/clarence-rockland/house-apartment-cleaning,11,https://homestars.com/on/clarence-rockland/house-apartment-cleaning?&page=2&,House & Apartment Cleaning,2882421,NA,/companies/2882421-matera?searched_category_id=383&service_area=2077553,"Matera is a janitorial products expert supplying quality janitorial supplies from multiple manufacturers since 1957 in San Antonio and other Texas areas. Call on 210-625-5334.

Address: 835 North W. W. White Rd., San Antonio, San Antonio, TX, 78219

Telephone No: 210-625-5334

Fax No: 210-892-5162

Email ID: billstrieber@materapaper.

Url: http://www.materapaper.com/

",matera,2016-01-15T01:11:56.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1944845,Matera,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,NA,FALSE,0,0,0,0,FALSE,df3faa01a295c8da4fb55b646cc973d9c0fa32c7,FALSE,FALSE,2077553,-1.0,383,NA,NA,FALSE
https://homestars.com/on/clarence-rockland/house-apartment-cleaning,11,https://homestars.com/on/clarence-rockland/house-apartment-cleaning?&page=2&,House & Apartment Cleaning,2599461,NA,/companies/2599461-coop-defi-autonomie-d-antoine-labelle?searched_category_id=383&service_area=1612665,NA,coop-defi-autonomie-d-antoine-labelle,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1662513,COOP D,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1612665,-1.0,383,NA,NA,FALSE
https://homestars.com/on/clarence-rockland/house-apartment-cleaning,11,https://homestars.com/on/clarence-rockland/house-apartment-cleaning?&page=2&,House & Apartment Cleaning,2690706,NA,/companies/2690706-nettoyeurs-daoust-forget?searched_category_id=383&service_area=1703910,NA,nettoyeurs-daoust-forget,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1753758,Nettoyeurs Daoust Forget,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1703910,-1.0,383,NA,NA,FALSE
https://homestars.com/on/clarence-rockland/house-apartment-cleaning,11,https://homestars.com/on/clarence-rockland/house-apartment-cleaning?&page=2&,House & Apartment Cleaning,2691086,NA,/companies/2691086-nettoyeurs-fait-tout-les-inc-gus?searched_category_id=383&service_area=1704290,NA,nettoyeurs-fait-tout-les-inc-gus,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1754138,Nettoyeurs Fait-Tout (Les) Inc/Gus,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1704290,-1.0,383,NA,NA,FALSE
https://homestars.com/on/clarence-rockland/house-apartment-cleaning,11,https://homestars.com/on/clarence-rockland/house-apartment-cleaning?&page=2&,House & Apartment Cleaning,2690385,NA,/companies/2690385-nettoyeurs-champlain?searched_category_id=383&service_area=1703589,NA,nettoyeurs-champlain,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1753437,Nettoyeurs Champlain,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1703589,-1.0,383,NA,NA,FALSE
https://homestars.com/on/clarence-rockland/house-apartment-cleaning,11,https://homestars.com/on/clarence-rockland/house-apartment-cleaning?&page=2&,House & Apartment Cleaning,2643392,NA,/companies/2643392-nettoyeur-meilleur-martineau?searched_category_id=383&service_area=1656596,NA,nettoyeur-meilleur-martineau,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1706444,Nettoyeur Meilleur & Martineau,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1656596,-1.0,383,NA,NA,FALSE
https://homestars.com/on/clarence-rockland/house-apartment-cleaning,11,https://homestars.com/on/clarence-rockland/house-apartment-cleaning?&page=2&,House & Apartment Cleaning,2678829,NA,/companies/2678829-lavoir?searched_category_id=383&service_area=1692033,NA,lavoir,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1741881,Lavoir,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1692033,-1.0,383,NA,NA,FALSE
https://homestars.com/on/clarence-rockland/house-apartment-cleaning,11,https://homestars.com/on/clarence-rockland/house-apartment-cleaning?&page=2&,House & Apartment Cleaning,2646387,NA,/companies/2646387-nettoyeur-de-la-livre?searched_category_id=383&service_area=1659591,NA,nettoyeur-de-la-livre,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1709439,Nettoyeur De La Li,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1659591,-1.0,383,NA,NA,FALSE
