Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,subdomain,completion_percent_cache
https://homestars.com/on/pompano-beach/vacuum-sales-service,25,"c(""https://homestars.com/on/pompano-beach/vacuum-sales-service?&page=2&"", ""https://homestars.com/on/pompano-beach/vacuum-sales-service?&page=3&"")",Vacuum Sales & Service,2611301,https://www.etobicokeservicecentre.com/,/companies/2611301-etobicoke-service-centre-ltd-beam-central-vacuum-systems?searched_category_id=446&service_area=2157099,"
Thank you for your interest in our vacuum products and services. Founded in 1971, Etobicoke Service Centre Ltd. has been providing manufacturer-authorized sales and service in Toronto, Mississauga, Oakville,Richmond Hill and surrounding areas. Our extensive showroom showcases the latest in central vacuum systems, portable vacuums, and a full-line of air filtration systems for a healthy home. Our factory-trained sales personnel and technicians provide professional, punctual, in-home and in-shop sales and service to all makes and models, including:

Beam
Electrolux
Eureka®
Frigidaire
Sanitaire®
SEBO
Dyson
Panasonic
Samsung
Kenmore®
Kirby®
Riccar®
Oreck
And more
Feel free to call or visit our showroom. 

We will be pleased to expertly answer any questions you may have. Allow us to provide you with our extensive knowledge and resources in order to help you make the right vacuum sales or service decisions.
",etobicoke-service-centre-ltd-beam-central-vacuum-systems,2008-03-04T16:55:15.000-05:00,NA,NA,NA,"Central Vacuum Systems, Portable Vacuums","Vacuum Services in Toronto – Sales, Repairs, Installations & More
Vacuums, Parts & Accessories
Factory Trained Technicians
In-Home Central Vacuum Services.
Free Estimates
","Beam, Electrolux, Sebo, Frigidaire, Eureka, Panasonic, iClebo Robotics,","Sales and Service to All Makes of Central Vacuum Systems.
Fully Stocked Showroom ...Come in and try before you buy.",1971,NA,"Debit, Visa, Master Card, Cheque, Cash",,Factory trained technicians,,TRUE,TRUE,,,TRUE,FALSE,Varies as per Make and Model,1674353,Etobicoke Service Centre Ltd.   Beam Central Vacuum Systems,167,157,46,9.93631,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,2016-04-02T22:55:39.000-04:00,FALSE,0,0,52,FALSE,b0d4c7cf935e40772e652758a2119e0a68e196a4,TRUE,2022-06-26T19:34:52.000-04:00,TRUE,TRUE,2157099,95.5784693144,446,NA,NA,NA,NA
https://homestars.com/on/pompano-beach/vacuum-sales-service,25,"c(""https://homestars.com/on/pompano-beach/vacuum-sales-service?&page=2&"", ""https://homestars.com/on/pompano-beach/vacuum-sales-service?&page=3&"")",Vacuum Sales & Service,2809097,http://vacuumville.ca,/companies/2809097-vacuumville?searched_category_id=446&service_area=1879619,"(416-804-9144) Vacuumville has provided Fast and Reliable Central Vacuum services to residential and commercial customers in Toronto area for over 25 years.

***

We are specialists in central and portable vacuum sales, installations and repairs. We carry a range of brands, and can service all makes and models right in your own home. We also have a great selection of parts and accessories.

Central Vacuum Services

Sales

Repair

Installation

Free Estimate

Parts
",vacuumville,2013-04-24T12:00:08.000-04:00,NA,"Toronto, North York, Lawrence Park, Forrest Hill, Rosedale, High Park, Yorkville, The Beach, Beaches, North York, Mississauga, Brampton, Oakville, Burlington, Vaughan, Woodbridge, Richmond Hill, Thornhill, Markham, Pickering, Whitby, Hoggs Hallow, Bridlepath, Post Road",,"Central Vacuum, Canister, Upright
","Central Vacuum Services

Sales

Repair

Installation

Free Estimate

Parts
","All Major Brands: Electrolux, Eureka, Beam, Nilfisk, Hoover, Dyson, CanadaVac, AstroVac, Miele, Bosch",,1988,NA,"Cash, Cheque, Credit Including Visa",,,,TRUE,TRUE,,,TRUE,FALSE,Product and Service Specific Warranty,1872097,Vacuumville,136,127,16,9.8189,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,2013-04-25T10:19:14.000-04:00,FALSE,0,0,25,FALSE,3f51e4913c14c10bf4a141fa089db6aae490ed6c,TRUE,2022-06-16T13:45:29.000-04:00,TRUE,TRUE,1879619,98.2991527096,446,NA,NA,vacuumville,100
https://homestars.com/on/pompano-beach/vacuum-sales-service,25,"c(""https://homestars.com/on/pompano-beach/vacuum-sales-service?&page=2&"", ""https://homestars.com/on/pompano-beach/vacuum-sales-service?&page=3&"")",Vacuum Sales & Service,2915118,https://qvacsupply.ca/,/companies/2915118-qvac-supply?searched_category_id=446&service_area=2161223,"QVac Supply authorized dealer for Cyclovac, Nilfisk, and Hayden.  
Quality central vacuum units and accessories at any price point.  
Give us a call and we'll be happy to help address all your central vacuum needs. 

Phone: 905-857-3201
",qvac-supply,2018-04-23T15:52:47.000-04:00,NA,NA,NA,"Central Vacuums systems, Accessories.","Sales, home service calls, repairs/service, and installations. ","Cyclovac, Nilfisk, Hayden",Central Vacuums ,2022,1,"Credit, Debit, Cheques, Cash, E-Transfers.  ",,,,FALSE,FALSE,,,TRUE,FALSE,10 to 25 Years,1977302,QVac Supply,1,1,1,8,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,2018-04-23T15:55:57.000-04:00,FALSE,0,0,2,FALSE,4fa4e82b40b775cb690f15c04c8b77991e0caa53,FALSE,NA,TRUE,TRUE,2161223,73.4016483516,446,NA,NA,QVacSupply,0
https://homestars.com/on/pompano-beach/vacuum-sales-service,25,"c(""https://homestars.com/on/pompano-beach/vacuum-sales-service?&page=2&"", ""https://homestars.com/on/pompano-beach/vacuum-sales-service?&page=3&"")",Vacuum Sales & Service,2588470,NA,/companies/2588470-gp-services?searched_category_id=446&service_area=1601674,For the ultimate in Beam Central Vacuum and Napoleon gas and propane grills.        Sales and service of Electrolux and Beam vacuums and most other brands.,gp-services,2008-03-04T16:55:15.000-05:00,NA,"13 Fisherman Drive Unit 16 Brampton, Ontario. L7A2X9 ",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1651522,Gp Services,7,7,0,9.85714,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,2011-12-01T13:59:23.000-05:00,FALSE,0,0,0,FALSE,afb8df239774b8bb6d1edbc76b7831c2de3f32ce,TRUE,2015-06-05T14:26:20.000-04:00,FALSE,FALSE,1601674,80.9122261931,446,NA,NA,NA,NA
https://homestars.com/on/pompano-beach/vacuum-sales-service,25,"c(""https://homestars.com/on/pompano-beach/vacuum-sales-service?&page=2&"", ""https://homestars.com/on/pompano-beach/vacuum-sales-service?&page=3&"")",Vacuum Sales & Service,2864604,NA,/companies/2864604-nnic-cleaning?searched_category_id=446&service_area=2008844,NA,nnic-cleaning,2015-01-08T21:34:35.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1927030,NNIC CLEANING,2,1,0,10,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,NA,FALSE,0,0,0,FALSE,6efcc92040d47072ac9ba93385f8a607750ab064,FALSE,NA,TRUE,FALSE,2008844,72.1569551841,446,NA,NA,NA,0
https://homestars.com/on/pompano-beach/vacuum-sales-service,25,"c(""https://homestars.com/on/pompano-beach/vacuum-sales-service?&page=2&"", ""https://homestars.com/on/pompano-beach/vacuum-sales-service?&page=3&"")",Vacuum Sales & Service,2612521,http://www.aeruscanada.com,/companies/2612521-aerus-electrolux?searched_category_id=446&service_area=1625725,"Over 80 Years of Leading the way in the Vacuum / Home Wellness Industry, Aerus Electrolux gives the consumer the Best in Home Cleaning Solutions! Central Vacuum Systems our Specialty!  ",aerus-electrolux,2008-03-04T16:55:15.000-05:00,NA,NATIONWIDE FREE SHIPPING ,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1675573,Aerus Electrolux,1,1,0,6,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",1,2008-11-27T12:20:32.000-05:00,FALSE,0,0,0,FALSE,41cbc97c7c267a213b7b02b46763c39d43c93a31,FALSE,2009-10-10T13:17:26.000-04:00,FALSE,FALSE,1625725,0.0,446,NA,NA,NA,NA
https://homestars.com/on/pompano-beach/vacuum-sales-service,25,"c(""https://homestars.com/on/pompano-beach/vacuum-sales-service?&page=2&"", ""https://homestars.com/on/pompano-beach/vacuum-sales-service?&page=3&"")",Vacuum Sales & Service,2853034,NA,/companies/2853034-breathez-vac-services?searched_category_id=446&service_area=1969678,"We use the best installers in Ontario, only certified central vacuum installers.  Get your installation done right the first time, so you will never have an expensive service call again!!!  That's the difference.  Our showroom is clean and cozy.
",breathez-vac-services,2014-05-01T17:24:12.000-04:00,NA,NA,9 to 6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1915465,Breathez Vac Services,0,0,0,NA,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",1,NA,FALSE,0,0,0,FALSE,3715a12fcf88b5b0402723bacb4c1119d2f1a2a9,FALSE,NA,TRUE,FALSE,1969678,-1.0,446,NA,NA,NA,0
https://homestars.com/on/pompano-beach/vacuum-sales-service,25,"c(""https://homestars.com/on/pompano-beach/vacuum-sales-service?&page=2&"", ""https://homestars.com/on/pompano-beach/vacuum-sales-service?&page=3&"")",Vacuum Sales & Service,2568012,NA,/companies/2568012-vacuum-factory-inc?searched_category_id=446&service_area=1581216,NA,vacuum-factory-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1631064,Vacuum Factory Inc,4,4,0,10,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,2016-12-10T22:19:29.000-05:00,FALSE,FALSE,1581216,87.3790995556,446,NA,NA,NA,NA
https://homestars.com/on/pompano-beach/vacuum-sales-service,25,"c(""https://homestars.com/on/pompano-beach/vacuum-sales-service?&page=2&"", ""https://homestars.com/on/pompano-beach/vacuum-sales-service?&page=3&"")",Vacuum Sales & Service,2573258,NA,/companies/2573258-vacworks?searched_category_id=446&service_area=1586462,NA,vacworks,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1636310,Vacworks,2,2,0,10,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,2012-11-24T20:51:31.000-05:00,FALSE,FALSE,1586462,6.264929696,446,NA,NA,NA,NA
https://homestars.com/on/pompano-beach/vacuum-sales-service,25,"c(""https://homestars.com/on/pompano-beach/vacuum-sales-service?&page=2&"", ""https://homestars.com/on/pompano-beach/vacuum-sales-service?&page=3&"")",Vacuum Sales & Service,211475,NA,/companies/211475-j-b-home-care?searched_category_id=446&service_area=1811617,NA,j-b-home-care,2008-01-23T10:29:42.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,65471,J B Home Care,1,1,0,10,"Vacuum Sales & Service, Vacuum Cleaners, Vacuum Cleaner Bag, Vacuum Pump, Vacuum Cleaner Sales, Vacuum Cleaner Service, central vacuum service, central vacuum installation, vacuum repair, central vacuum sale, ,Sump pump line tepair,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,2013-09-04T13:03:55.000-04:00,FALSE,FALSE,1811617,43.7225274725,446,NA,NA,NA,NA
