Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,subdomain,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,latest_approved_review_created_at,completion_percent_cache
https://homestars.com/on/essex-county/floor-laying-refinishing,15,https://homestars.com/on/essex-county/floor-laying-refinishing?&page=2&,Floor Laying & Refinishing,2603590,https://www.aaflooringlimited.com/,/companies/2603590-a-a-flooring?searched_category_id=358&service_area=2266491,"Nobody knows flooring like we do. Why should you shop at a flooring specialty store versus a general-purpose, big-box hardware store that sells everything? Because we know flooring best. We're the flooring experts, from our wide selection, to design advice, to planning, to professional reliable installation. We will be here for you before, during and after the sale. we have second location at 48 wilson essex ont 519-776-9172",a-a-flooring,2008-03-04T16:55:15.000-05:00,NA,NA,NA,ceramic/ hardwood/laminate/luxury vinyl planking/carpeting/,cash an carry or install our products,floors first/Armstrong/ Centura /olympia/engineered floors carpeting/opus flooring,floorsfirst ,32,13,mastercard visa debt cash cheque,interior designer,,floorfirst,TRUE,FALSE,,none,TRUE,FALSE,mfg warranty / one year  on labour,1666642,A & A Flooring,3,3,30,10,"Floor Laying & Refinishing, Hardwood Floor, Wood Floor, Floor Tile, Dance Floor, Ceramic Floor Tile, Floor Refinishing, bamboo floor, cork floor, FSC wood flooring, stone floor, marble floor, slate floor, squeaky floor repair, laminate, laminate repair, wood floor, floor and wood, wood flooring, wood floors, floors in wood, hardwood flooring, hardwood floors, hardwood floors and, hardwood floor, hardwood floor wood, wood floor flooring, refinishing, floor refinishing, floor refinishing in, refinishing floor, hardwood install, floor laying, laying a floor, flood sanding, wood floor refinishing, refinishing hardwood floors, flooring laying, wood floors refinishing, wood flooring refinishing, floor co, flooring hard wood, hard wood floors, laying floors, flooring company, flooring engineered hardwood, floor company, hard wood floor, cleaning hardwood floors, installing hardwood flooring, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floor, hardwood flooring installation, business floor, wood flooring installation, hardwood floor installation, floor companies, lay hardwood flooring, lay hardwood floor, wood floor repair, repair wood floor, repair hardwood floor, hardwood floor repair, finishing a hardwood floor, squeeky floors,,Hardwood floors, Install hardwood floors, caulking,Floor Retailers, Flooring, Hardwood Floors, Wood Floors, Floor & Tile Stores, laminate, and tile, carpet and, flooring flooring, the flooring, a flooring, floors floors floors, the floors, floors on floors, a floors, floor flooring, flooring floor, flooring and tiles, floor and wood, wood flooring, wood and flooring, wood floors, hardwood flooring, hardwood floors, flooring and tile, tile and flooring, tile flooring, tiles floors, floors and tiles, tile and floor, floor and tile, linoleum, laminate flooring, flooring and laminate, laminate flooring, laminate floor, wooden floors, wooden flooring, laminate floors, laminated flooring, vinyl flooring, tiles and floors, tile floors, carpet and tile, floor covering, carpets and tiles, slate, ceramic, concrete, herringbone,",0,2021-11-26T10:59:14.000-05:00,aaflooring,FALSE,0,0,31,FALSE,9da50b07533e6a0bba9ecd39167a30b22745e2ec,FALSE,TRUE,TRUE,2266491,80.8127469721,358,NA,NA,NA,NA
https://homestars.com/on/essex-county/floor-laying-refinishing,15,https://homestars.com/on/essex-county/floor-laying-refinishing?&page=2&,Floor Laying & Refinishing,2594374,NA,/companies/2594374-armando-superior-floor-sanding-ltd?searched_category_id=358&service_area=1607578,NA,armando-superior-floor-sanding-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1657426,Armando Superior Floor Sanding Ltd,2,1,0,10,"Floor Laying & Refinishing, Hardwood Floor, Wood Floor, Floor Tile, Dance Floor, Ceramic Floor Tile, Floor Refinishing, bamboo floor, cork floor, FSC wood flooring, stone floor, marble floor, slate floor, squeaky floor repair, laminate, laminate repair, wood floor, floor and wood, wood flooring, wood floors, floors in wood, hardwood flooring, hardwood floors, hardwood floors and, hardwood floor, hardwood floor wood, wood floor flooring, refinishing, floor refinishing, floor refinishing in, refinishing floor, hardwood install, floor laying, laying a floor, flood sanding, wood floor refinishing, refinishing hardwood floors, flooring laying, wood floors refinishing, wood flooring refinishing, floor co, flooring hard wood, hard wood floors, laying floors, flooring company, flooring engineered hardwood, floor company, hard wood floor, cleaning hardwood floors, installing hardwood flooring, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floor, hardwood flooring installation, business floor, wood flooring installation, hardwood floor installation, floor companies, lay hardwood flooring, lay hardwood floor, wood floor repair, repair wood floor, repair hardwood floor, hardwood floor repair, finishing a hardwood floor, squeeky floors,,Hardwood floors, Install hardwood floors, caulking,",0,2011-12-31T15:37:19.000-05:00,NA,FALSE,0,0,0,FALSE,e90c068150858915dbe18a9fc49d9d173cf0424f,FALSE,FALSE,FALSE,1607578,57.5711338648,358,NA,NA,2012-01-18T09:28:34.000-05:00,NA
https://homestars.com/on/essex-county/floor-laying-refinishing,15,https://homestars.com/on/essex-county/floor-laying-refinishing?&page=2&,Floor Laying & Refinishing,2942946,NA,/companies/2942946-laminate-installation?searched_category_id=358&service_area=2223836,"Professional Installation Laminate Flooring (1.60 per Sqft)
Baseboards
Private
Cheap",laminate-installation,2020-05-02T11:18:53.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2005120,Laminate Installation,0,0,0,NA,"Floor Laying & Refinishing, Hardwood Floor, Wood Floor, Floor Tile, Dance Floor, Ceramic Floor Tile, Floor Refinishing, bamboo floor, cork floor, FSC wood flooring, stone floor, marble floor, slate floor, squeaky floor repair, laminate, laminate repair, wood floor, floor and wood, wood flooring, wood floors, floors in wood, hardwood flooring, hardwood floors, hardwood floors and, hardwood floor, hardwood floor wood, wood floor flooring, refinishing, floor refinishing, floor refinishing in, refinishing floor, hardwood install, floor laying, laying a floor, flood sanding, wood floor refinishing, refinishing hardwood floors, flooring laying, wood floors refinishing, wood flooring refinishing, floor co, flooring hard wood, hard wood floors, laying floors, flooring company, flooring engineered hardwood, floor company, hard wood floor, cleaning hardwood floors, installing hardwood flooring, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floor, hardwood flooring installation, business floor, wood flooring installation, hardwood floor installation, floor companies, lay hardwood flooring, lay hardwood floor, wood floor repair, repair wood floor, repair hardwood floor, hardwood floor repair, finishing a hardwood floor, squeeky floors,,Hardwood floors, Install hardwood floors, caulking,",0,2020-05-02T11:19:24.000-04:00,NA,FALSE,0,0,0,FALSE,cd6c1b0a9b39f2205d68cac7900356bce16ffcd9,FALSE,TRUE,FALSE,2223836,0,358,NA,NA,NA,0
https://homestars.com/on/essex-county/floor-laying-refinishing,15,https://homestars.com/on/essex-county/floor-laying-refinishing?&page=2&,Floor Laying & Refinishing,2971749,NA,/companies/2971749-gerges-developments-ltd?searched_category_id=358&service_area=2288665,NA,gerges-developments-ltd,2022-08-15T10:46:35.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2033660,Gerges Developments Ltd,0,0,0,NA,"Floor Laying & Refinishing, Hardwood Floor, Wood Floor, Floor Tile, Dance Floor, Ceramic Floor Tile, Floor Refinishing, bamboo floor, cork floor, FSC wood flooring, stone floor, marble floor, slate floor, squeaky floor repair, laminate, laminate repair, wood floor, floor and wood, wood flooring, wood floors, floors in wood, hardwood flooring, hardwood floors, hardwood floors and, hardwood floor, hardwood floor wood, wood floor flooring, refinishing, floor refinishing, floor refinishing in, refinishing floor, hardwood install, floor laying, laying a floor, flood sanding, wood floor refinishing, refinishing hardwood floors, flooring laying, wood floors refinishing, wood flooring refinishing, floor co, flooring hard wood, hard wood floors, laying floors, flooring company, flooring engineered hardwood, floor company, hard wood floor, cleaning hardwood floors, installing hardwood flooring, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floor, hardwood flooring installation, business floor, wood flooring installation, hardwood floor installation, floor companies, lay hardwood flooring, lay hardwood floor, wood floor repair, repair wood floor, repair hardwood floor, hardwood floor repair, finishing a hardwood floor, squeeky floors,,Hardwood floors, Install hardwood floors, caulking,",0,2022-08-15T10:48:27.000-04:00,NA,FALSE,0,0,0,FALSE,67e651602470718a2d42e7abffded622bb4b2419,FALSE,FALSE,NA,2288665,0,358,NA,NA,NA,0
https://homestars.com/on/essex-county/floor-laying-refinishing,15,https://homestars.com/on/essex-county/floor-laying-refinishing?&page=2&,Floor Laying & Refinishing,2963177,NA,/companies/2963177-mersea-construction?searched_category_id=358&service_area=2269027,NA,mersea-construction,2022-01-05T18:57:40.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2025128,Mersea Construction,0,0,0,NA,"Floor Laying & Refinishing, Hardwood Floor, Wood Floor, Floor Tile, Dance Floor, Ceramic Floor Tile, Floor Refinishing, bamboo floor, cork floor, FSC wood flooring, stone floor, marble floor, slate floor, squeaky floor repair, laminate, laminate repair, wood floor, floor and wood, wood flooring, wood floors, floors in wood, hardwood flooring, hardwood floors, hardwood floors and, hardwood floor, hardwood floor wood, wood floor flooring, refinishing, floor refinishing, floor refinishing in, refinishing floor, hardwood install, floor laying, laying a floor, flood sanding, wood floor refinishing, refinishing hardwood floors, flooring laying, wood floors refinishing, wood flooring refinishing, floor co, flooring hard wood, hard wood floors, laying floors, flooring company, flooring engineered hardwood, floor company, hard wood floor, cleaning hardwood floors, installing hardwood flooring, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floor, hardwood flooring installation, business floor, wood flooring installation, hardwood floor installation, floor companies, lay hardwood flooring, lay hardwood floor, wood floor repair, repair wood floor, repair hardwood floor, hardwood floor repair, finishing a hardwood floor, squeeky floors,,Hardwood floors, Install hardwood floors, caulking,",0,2022-01-05T18:58:45.000-05:00,NA,FALSE,0,0,0,FALSE,bf4e0a1eab4006eba1b176df94f513e2d83c1692,FALSE,TRUE,FALSE,2269027,0,358,NA,NA,NA,0
https://homestars.com/on/essex-county/floor-laying-refinishing,15,https://homestars.com/on/essex-county/floor-laying-refinishing?&page=2&,Floor Laying & Refinishing,2900196,NA,/companies/2900196-hometech-renovations-inc?searched_category_id=358&service_area=2129879,NA,hometech-renovations-inc,2017-08-01T09:40:23.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1962595,Hometech Renovations Inc.,0,0,0,NA,"Floor Laying & Refinishing, Hardwood Floor, Wood Floor, Floor Tile, Dance Floor, Ceramic Floor Tile, Floor Refinishing, bamboo floor, cork floor, FSC wood flooring, stone floor, marble floor, slate floor, squeaky floor repair, laminate, laminate repair, wood floor, floor and wood, wood flooring, wood floors, floors in wood, hardwood flooring, hardwood floors, hardwood floors and, hardwood floor, hardwood floor wood, wood floor flooring, refinishing, floor refinishing, floor refinishing in, refinishing floor, hardwood install, floor laying, laying a floor, flood sanding, wood floor refinishing, refinishing hardwood floors, flooring laying, wood floors refinishing, wood flooring refinishing, floor co, flooring hard wood, hard wood floors, laying floors, flooring company, flooring engineered hardwood, floor company, hard wood floor, cleaning hardwood floors, installing hardwood flooring, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floor, hardwood flooring installation, business floor, wood flooring installation, hardwood floor installation, floor companies, lay hardwood flooring, lay hardwood floor, wood floor repair, repair wood floor, repair hardwood floor, hardwood floor repair, finishing a hardwood floor, squeeky floors,,Hardwood floors, Install hardwood floors, caulking,",0,2017-08-01T09:40:30.000-04:00,NA,FALSE,0,0,0,FALSE,74780e92f3391a8ff4f9669d3f9d2af4099f151b,FALSE,FALSE,FALSE,2129879,0,358,NA,NA,NA,0
https://homestars.com/on/essex-county/floor-laying-refinishing,15,https://homestars.com/on/essex-county/floor-laying-refinishing?&page=2&,Floor Laying & Refinishing,2923022,NA,/companies/2923022-looks-good-flooring?searched_category_id=358&service_area=2178660,NA,looks-good-flooring,2018-10-21T03:46:03.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1985196,Looks Good Flooring,0,0,0,NA,"Floor Laying & Refinishing, Hardwood Floor, Wood Floor, Floor Tile, Dance Floor, Ceramic Floor Tile, Floor Refinishing, bamboo floor, cork floor, FSC wood flooring, stone floor, marble floor, slate floor, squeaky floor repair, laminate, laminate repair, wood floor, floor and wood, wood flooring, wood floors, floors in wood, hardwood flooring, hardwood floors, hardwood floors and, hardwood floor, hardwood floor wood, wood floor flooring, refinishing, floor refinishing, floor refinishing in, refinishing floor, hardwood install, floor laying, laying a floor, flood sanding, wood floor refinishing, refinishing hardwood floors, flooring laying, wood floors refinishing, wood flooring refinishing, floor co, flooring hard wood, hard wood floors, laying floors, flooring company, flooring engineered hardwood, floor company, hard wood floor, cleaning hardwood floors, installing hardwood flooring, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floor, hardwood flooring installation, business floor, wood flooring installation, hardwood floor installation, floor companies, lay hardwood flooring, lay hardwood floor, wood floor repair, repair wood floor, repair hardwood floor, hardwood floor repair, finishing a hardwood floor, squeeky floors,,Hardwood floors, Install hardwood floors, caulking,",0,2018-10-21T03:46:32.000-04:00,NA,FALSE,0,0,0,FALSE,dbfd78ebe2e171524e5859c3f8bb60a299bca0f3,FALSE,TRUE,FALSE,2178660,0,358,NA,NA,NA,0
https://homestars.com/on/essex-county/floor-laying-refinishing,15,https://homestars.com/on/essex-county/floor-laying-refinishing?&page=2&,Floor Laying & Refinishing,2971033,NA,/companies/2971033-southern-ontario-renovations?searched_category_id=358&service_area=2287009,NA,southern-ontario-renovations,2022-07-26T15:06:30.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,2032944,Southern Ontario renovations,0,0,0,NA,"Floor Laying & Refinishing, Hardwood Floor, Wood Floor, Floor Tile, Dance Floor, Ceramic Floor Tile, Floor Refinishing, bamboo floor, cork floor, FSC wood flooring, stone floor, marble floor, slate floor, squeaky floor repair, laminate, laminate repair, wood floor, floor and wood, wood flooring, wood floors, floors in wood, hardwood flooring, hardwood floors, hardwood floors and, hardwood floor, hardwood floor wood, wood floor flooring, refinishing, floor refinishing, floor refinishing in, refinishing floor, hardwood install, floor laying, laying a floor, flood sanding, wood floor refinishing, refinishing hardwood floors, flooring laying, wood floors refinishing, wood flooring refinishing, floor co, flooring hard wood, hard wood floors, laying floors, flooring company, flooring engineered hardwood, floor company, hard wood floor, cleaning hardwood floors, installing hardwood flooring, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floor, hardwood flooring installation, business floor, wood flooring installation, hardwood floor installation, floor companies, lay hardwood flooring, lay hardwood floor, wood floor repair, repair wood floor, repair hardwood floor, hardwood floor repair, finishing a hardwood floor, squeeky floors,,Hardwood floors, Install hardwood floors, caulking,",0,2022-07-26T15:07:37.000-04:00,NA,FALSE,0,0,0,FALSE,30b7bdfe314cd12997575753828f39a4cabcba59,FALSE,FALSE,NA,2287009,0,358,NA,NA,NA,0
https://homestars.com/on/essex-county/floor-laying-refinishing,15,https://homestars.com/on/essex-county/floor-laying-refinishing?&page=2&,Floor Laying & Refinishing,2955610,,/companies/2955610-wch-international-flooring-inc?searched_category_id=358&service_area=2252036,"Welcome to WCH International Flooring Inc. We provide a wide variety of services and have over 20 years experience in the painting industry and 30 years experience with flooring. 

Tiling, flooring installation services, hardwood flooring, vinyl flooring, laminate flooring. 

Paint - Trim, Interior only, walls, windows, baseboards. We use quality paint products: Sherwin Williams, DULUX, and Benjamin Moore. 

Exterior Painting Services: Fences and Decks - staining and painting services  

Business Hours: Please contact us during our hours of 8:00 am to 5:00 pm Monday to Saturday 

Covid 19 - We are following the health and safety guidelines to ensure our customers and employees are safe. 






",wch-international-flooring-inc,2021-04-27T12:02:58.000-04:00,NA,NA,NA,,,,,NA,NA,"Cash, Cheque, E Transfer",,,,TRUE,FALSE,,,TRUE,FALSE,I can provide a limited warranty ,2017588,WCH International Flooring Inc.,0,0,4,NA,"Floor Laying & Refinishing, Hardwood Floor, Wood Floor, Floor Tile, Dance Floor, Ceramic Floor Tile, Floor Refinishing, bamboo floor, cork floor, FSC wood flooring, stone floor, marble floor, slate floor, squeaky floor repair, laminate, laminate repair, wood floor, floor and wood, wood flooring, wood floors, floors in wood, hardwood flooring, hardwood floors, hardwood floors and, hardwood floor, hardwood floor wood, wood floor flooring, refinishing, floor refinishing, floor refinishing in, refinishing floor, hardwood install, floor laying, laying a floor, flood sanding, wood floor refinishing, refinishing hardwood floors, flooring laying, wood floors refinishing, wood flooring refinishing, floor co, flooring hard wood, hard wood floors, laying floors, flooring company, flooring engineered hardwood, floor company, hard wood floor, cleaning hardwood floors, installing hardwood flooring, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floor, hardwood flooring installation, business floor, wood flooring installation, hardwood floor installation, floor companies, lay hardwood flooring, lay hardwood floor, wood floor repair, repair wood floor, repair hardwood floor, hardwood floor repair, finishing a hardwood floor, squeeky floors,,Hardwood floors, Install hardwood floors, caulking,",0,2021-04-27T12:03:56.000-04:00,,FALSE,0,0,9,FALSE,9eff8dccfce2bce56f5cc0d90cb4b5a5b9cf6caa,FALSE,TRUE,FALSE,2252036,-1.0,358,NA,NA,NA,0
https://homestars.com/on/essex-county/floor-laying-refinishing,15,https://homestars.com/on/essex-county/floor-laying-refinishing?&page=2&,Floor Laying & Refinishing,2660588,NA,/companies/2660588-installations-by-the-yard-inc?searched_category_id=358&service_area=1673792,NA,installations-by-the-yard-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1723640,Installations By The Yard Inc,1,1,0,9,"Floor Laying & Refinishing, Hardwood Floor, Wood Floor, Floor Tile, Dance Floor, Ceramic Floor Tile, Floor Refinishing, bamboo floor, cork floor, FSC wood flooring, stone floor, marble floor, slate floor, squeaky floor repair, laminate, laminate repair, wood floor, floor and wood, wood flooring, wood floors, floors in wood, hardwood flooring, hardwood floors, hardwood floors and, hardwood floor, hardwood floor wood, wood floor flooring, refinishing, floor refinishing, floor refinishing in, refinishing floor, hardwood install, floor laying, laying a floor, flood sanding, wood floor refinishing, refinishing hardwood floors, flooring laying, wood floors refinishing, wood flooring refinishing, floor co, flooring hard wood, hard wood floors, laying floors, flooring company, flooring engineered hardwood, floor company, hard wood floor, cleaning hardwood floors, installing hardwood flooring, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floor, hardwood flooring installation, business floor, wood flooring installation, hardwood floor installation, floor companies, lay hardwood flooring, lay hardwood floor, wood floor repair, repair wood floor, repair hardwood floor, hardwood floor repair, finishing a hardwood floor, squeeky floors,,Hardwood floors, Install hardwood floors, caulking,",0,NA,NA,FALSE,0,0,0,FALSE,NA,FALSE,FALSE,FALSE,1673792,60.8621825502,358,NA,NA,2015-11-09T18:58:18.000-05:00,NA
