Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,subdomain,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,claimed_at,completion_percent_cache
https://homestars.com/on/haydon/handyman-services,30,"c(""https://homestars.com/on/haydon/handyman-services?&page=2&"", ""https://homestars.com/on/haydon/handyman-services?&page=3&"")",Handyman Services,2812321,http://www.thehandyboydz.ca/,/companies/2812321-the-handyboydz?searched_category_id=374&service_area=2088881,"We're  more then just handy. We are more then just handymen.
We are skilled trade professionals with a passion.

We're  always looking forward to our next project big or small and going beyond my customer's expectations and needs.
My brother and I saw the need and demand for reliable hard working tradesmen  with an eye for perfection.  
Our contractors are skilled in many aspects of the trades to complete all kinds of jobs BIG or SMALL.
 Sometimes we need to think out side the box like a true handy man! and other times you need to stick to the book!
​
We started  this  business to help improve, repair, &  maintain the value of people’s biggest investments, their homes!   

Services:

Gutter cleaning,  Product assembly (bbq gazebo patio set barbeque) drywall & repair, painting, framing, car detailing, ceiling fan installation, plumbing, electrical, landscaping, flooring (hardwood, click lock, tile) reno, demo, kitchen, bathroom, garbage cleanup, trim, light fixture, door locks, shed building, shingles, oil changes, brakes, lawn maintenance, in ground sprinklers, ",the-handyboydz,2013-07-08T20:41:37.000-04:00,NA,NA,,,,,,2012,7,All payment methods accepted,,,,TRUE,TRUE,,1 Hour,TRUE,FALSE,1 year,1875265,The Handy Boydz,135,112,208,9.77679,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,Basement Renovation, Basement renovation, Basement remodeling, Basement remodelling, renovating your basement, renovation, waterproofing, remodeling, home renovation, house renovation, water in basement, basement waterproofing,finishing basement, moistureproof, remodeling the house, caulking,Kitchen & Bathroom - Cabinets & Design, Kitchen Cabinet And Counter, Kitchen Cabinet Hardware, Bathroom Cabinet, Bathroom Wall Cabinet, Bathroom Sink Cabinet, cabinets, kitchens, cabinetry, kitchen and cabinets, cabinets for kitchen, about kitchen cabinets, kitchen cabinets, kitchen cabinets in, cabinets for the kitchen, cabinets and kitchen, cabinets kitchen, kitchen cabinet, cabinet kitchen, the kitchen cabinet, kitchen by design, design kitchen, a kitchen design, design a kitchen, design for kitchen, design and kitchen, design by kitchen, kitchen design, cabinetry kitchen, kitchen cabinetry, designs kitchen, kitchen designs, bathroom vanities, vanity and bathroom, bath and vanity, designer kitchen, ,Decks, Deck, Wood Deck, Deck Patio Furniture, Patio Heater, Patio Deck, Patio Door, Patio Cover, Patio Umbrella, Patio Furniture Set, Patio Furniture Cushion, the deck, on deck, deck tech, patios, construction plans, how to build a deck, build decks, build a deck, deck plans, design deck, design a deck, deck design, deck building, building a deck, building deck, deck designs, how to make a deck, patio cover, wood deck, deck wood, deck board, patio designs, deck designs plans, deck plans designs, deck builder, deck stain, deck builders, ,",2,thehandyboydz,FALSE,0,0,186,FALSE,736367df87258401aaebafb17c6cd811ee9e2187,TRUE,2022-10-25T17:16:10.000-04:00,TRUE,TRUE,2088881,95.3176888791,374,NA,NA,NA,NA
https://homestars.com/on/haydon/handyman-services,30,"c(""https://homestars.com/on/haydon/handyman-services?&page=2&"", ""https://homestars.com/on/haydon/handyman-services?&page=3&"")",Handyman Services,2792493,https://www.silverlininghandywork.com/,/companies/2792493-silver-lining-handywork?searched_category_id=374&service_area=1852737,"Silver Lining Handywork was founded by Ricardo and Claudia Almeida in 2011. 

Ricardo has over a decade of experience in the construction industry. Claudia has extensive experience in customer service and working in office environments.

We are a family-owned, business located in Whitby, ON, Canada. We mainly provide services in our home community of Durham Region.

Our company is dedicated to serving all your handywork needs. We offer experienced, diligent, reliable, efficient, and professional help with your renovation, small project, or ""to do"" list.

Silver Lining Handywork is a verified company on the Homestars website. We are proud to boast that we won the Homestars ""Best of Award"" in 2013 and 2014. Feel free to visit our profile on Homestars to read our customer reviews. You can also like us on Facebook, and follow us on Twitter and Instagram .

Silver Lining Handywork is also an eco-friendly company. We strive to be paperless whenever possible. We provide our customers with written electronic estimates and invoices. 

Silver Lining Handywork is your handyman company. We look forward to working with you soon.

call 905-556-0533 or email us directly at silverlininghandywork@gmail.com to set up a free estimate",silver-lining-handywork,2011-11-12T22:22:18.000-05:00,NA,"Durham Region
<br />GTA and surrounding areas",Flexible,,"Silver Lining Handywork provides the following services:
•	Backsplash, Tiling, Grouting
•	Replacing outlets/switches, lights
•	Toilet and Sink plumbing, Caulking
•	Hanging pictures, mirrors, fixtures, blinds
•	Building/Repairing decks, gates
•	Painting, Staining, Sanding
•	Drywall repair

Free Estimates:
call 905-556-0533 or email us directly at silverlininghandywork@gmail.com to set up a free estimate
",,"Kitchens: 
*Replace sinks, faucets, range hoods, dish washers, light fixtures
*Paint walls, doors, trimmings and baseboards
*Tile and grout floors and backsplashes
*Caulk around sinks

Bathrooms:
*Replace sinks, toilets, faucets, and shower heads
*Install shower curtain rods, towel rods, and toilet paper holders
*Paint walls, doors, trimmings and baseboards
*Change fans, and light fixtures
*Hang pictures, mirrors, and towel hooks
*Tile and grout floors and walls
*Caulk around sinks, tubs, and showers

Bedrooms:
*Paint trimmings, doors, walls and baseboards
*Remodel closet (put up rods and shelving)
*Change light fixtures
*Hang pictures and mirrors

Living Rooms/Family Rooms/Dining Rooms:
*Paint walls, doors, trimmings and baseboards
*Change light fixtures
*Hang pictures and mirrors

Basements/Laundry Rooms:
*Paint walls, doors, trimmings and baseboards
*Install cabinets and counter tops
*Replace laundry tubs

Outdoors
*Deck building and repair
*Gate building and repair

Free Estimates:
call 905-556-0533 or email us directly at silverlininghandywork@gmail.com to set up a free estimate",2011,NA,"Cash, Cheque, Email money transfer",,,,TRUE,FALSE,by estimate,$70,TRUE,FALSE,,1855545,Silver Lining Handywork,76,65,83,9.81538,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,Tile & Stone Contractors, Natural Stone Tile, Stone Floor Tile, Ceramic Tile, Floor tile, Tile installers, Stone installers, stone counter top installers, tile counter top installers, stone backsplash intallers, granite installers, marble installers, limestone installers, linoleum installers, slate contractors, slate installers,install tite ,backsplash , fire place veenerneed someone to install blacksplash , wall stone veener bath room mosaic,",0,silverlining,FALSE,0,0,100,FALSE,0a1cf2d49d6badf978918d959531780418a46218,TRUE,2022-08-09T11:42:56.000-04:00,TRUE,TRUE,1852737,95.6173724147,374,NA,NA,2011-11-12T22:22:21.000-05:00,100
https://homestars.com/on/haydon/handyman-services,30,"c(""https://homestars.com/on/haydon/handyman-services?&page=2&"", ""https://homestars.com/on/haydon/handyman-services?&page=3&"")",Handyman Services,2972846,,/companies/2972846-polyak-renovation?searched_category_id=374&service_area=2295461,"Thank you for visiting our profile! We are a full-service renovation company with a team of highly skilled professionals and our primary goal is 100% customer satisfaction. We are general contractors specializing in all residential renovations, kitchen renovation, bathroom renovation, basement renovation, flooring, painting, framing, drywall and more...!

We understand our customer's needs and help make their dream home project a reality! Contact us for any inquiries:
(416) 725-6457
robert.polyak@outlook.com
barbora.lukacova@hotmail.com",polyak-renovation,2022-09-09T16:15:26.000-04:00,NA,NA,NA,,"General Contractors, basement renovation, kitchen renovation, bathroom renovation, flooring, drywall, taping, framing, painting",,,2014,NA,"Cash, Cheque, E-trasfer",,,,TRUE,FALSE,,,TRUE,FALSE,,2034757,Polyak Renovation ,3,2,16,10,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,Basement Renovation, Basement renovation, Basement remodeling, Basement remodelling, renovating your basement, renovation, waterproofing, remodeling, home renovation, house renovation, water in basement, basement waterproofing,finishing basement, moistureproof, remodeling the house, caulking,Bathroom Renovation, Bathroom renovation, bathroom remodeling, bathroom remodelling, renovating the bathroom, tearing out the bathroom, fixing up the bathroom, bathroom contractors, bathroom vanities, bathroom vanity, design of bathroom, bathroom and design, design for bathroom, design a bathroom, design a bath, bath design, bathroom tile, bathroom cabinets, remodeling a bathroom, bathroom remodeling, remodeling the bathroom, ,Bath renovation, New tub, caulking, ,Kitchen Planning & Renovation, Kitchen Planning And Design, Kitchen Cabinet Planning, Kitchen Design, Kitchen Remodeling, kitchen or, and bathroom, a and a kitchens, kitchens and, for kitchens, a kitchens, kitchens, the house design, cabinets for kitchen, cabinets for the kitchen, cabinets and kitchen, kitchen cabinets, design a kitchen, about kitchen design, a kitchen design, how to kitchen design, design and kitchen, the kitchen design, design for kitchen, kitchen designs, renovation and remodeling, remodeling and renovation, kitchen designer,,Kitchen Renovation, caulking, ,",0,,FALSE,0,0,18,FALSE,db92b19087cb7856ba288ce728624a1251618a9c,TRUE,NA,TRUE,TRUE,2295461,89.6664739835,374,NA,NA,2022-09-09T16:16:16.000-04:00,0
https://homestars.com/on/haydon/handyman-services,30,"c(""https://homestars.com/on/haydon/handyman-services?&page=2&"", ""https://homestars.com/on/haydon/handyman-services?&page=3&"")",Handyman Services,2969135,,/companies/2969135-renovatio-contracting?searched_category_id=374&service_area=2282688,"Providing detailed, quality painting for all your indoor and outdoor home renovations!

Contact us today for a free quote.",renovatio-contracting,2022-06-08T16:51:00.000-04:00,NA,NA,NA,,,,,NA,NA,,,,,FALSE,FALSE,,,FALSE,FALSE,,2031053,Renovatio Contracting,2,2,0,10,"Paint & Wallpaper Contractors, Paint Colors, Paint Store, Paint Brush, Paint Shop, Home Wallpaper,Wallpaper, Paint colour advice, paint colour consultants, wallpapering, painter, faux, painters painting, painters paint, business painting, find painting, painting and restoration, new jersey painting, oh painting, local painting, wall paper repair, ,Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,,FALSE,0,0,1,FALSE,0e84b756af9b9e2c451b5e94563f04e2e529ce48,FALSE,NA,TRUE,TRUE,2282688,88.0301743961,374,NA,NA,2022-06-08T16:52:34.000-04:00,0
https://homestars.com/on/haydon/handyman-services,30,"c(""https://homestars.com/on/haydon/handyman-services?&page=2&"", ""https://homestars.com/on/haydon/handyman-services?&page=3&"")",Handyman Services,2971788,https://grandmerit.ca/,/companies/2971788-grand-merit-construction?searched_category_id=374&service_area=2295561,"Grand Merit Construction provides renovation and handyman services. Working with a trusted team, we keep us accountable throughout the entire work. We keep an eye on workmanship, budget and schedule to ensure that we deliver a quality work at the lowest costs on time. We offer a unique client experience that includes constant communication with you through the entire work. We will work closely with you to make sure that you are completely satisfied. We are licensed and fully insured (General Liability Insurance and WSIB). We have years of experience and we have pre-employment screening. We use the best tools to get your work done right. If you have any questions regarding any of our services, please visit us at www.grandmerit.ca, give us a call on +1 (647) 556-5100 or email us at info@grandmerit.ca",grand-merit-construction,2022-08-16T02:40:17.000-04:00,NA,NA,NA,"Home Renovations, Home Improvement, Home Repairs, Kitchen & Bathroom Upgrades, Basement Finishing","Interior Painting, Wall Installation & Repairs, Ceiling Installation & Repairs, Flooring Installation & Repairs, Tile Installation & Repairs, Furniture Assembly, Hardware Installation, Light Fixture Installation, Plumbing Fixture Installation, Kitchen Upgrades, Bathroom Upgrades, Wall Installation, Suspended Ceiling Installation, Flooring Installation, Tile Installation, and etc.",,Renovation and Handyman Services.,2020,NA,"Cash, E-transfer, Cheque",,,,TRUE,TRUE,,,TRUE,FALSE,,2033699,Grand Merit Construction,13,11,56,10,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,",0,,FALSE,0,0,51,FALSE,f9d288d0918f998ddc29909415aa90019dcc8f38,TRUE,2022-10-14T15:27:15.000-04:00,TRUE,TRUE,2295561,98.8690348762,374,NA,NA,2022-08-16T02:46:03.000-04:00,0
https://homestars.com/on/haydon/handyman-services,30,"c(""https://homestars.com/on/haydon/handyman-services?&page=2&"", ""https://homestars.com/on/haydon/handyman-services?&page=3&"")",Handyman Services,2971594,,/companies/2971594-rmk-contracting?searched_category_id=374&service_area=2288301,"Welcome to RMK CONTRACTING
-Free onsite estimates
-Multiple years of Carpentry, Painting, Renovations and Handyman Services
",rmk-contracting,2022-08-10T18:48:08.000-04:00,NA,NA,NA,,"Painting /
Drywall repair and installation/
Mud and Tape, Patch Work & Repairs /
Shiplap / Trim and Moulding / Caulking /
Fencing and Repairs /  
Vinyl Siding / Carpentry / Framing / Small Renovations",,,2022,1,"Cash, E-Transfer or Cheque",,,,FALSE,FALSE,,,FALSE,FALSE,,2033505,RMK CONTRACTING,5,4,25,10,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,Drywall Contractors, Dry Wall Repair, Dry Wall Installation, dry wall contracting, gypsum repair, gypsum installation, gypsum contractors, gyprock installers, gyprock intallation, dry wall installers, sheetrock, wall board, drywall, drywaller, waller, wall repair, drywall, plaster, how to drywall, drywall, what is drywall, sheetrock, dry wall, plastering, wall repair, drywall repair, how to repair drywall, repair drywall,  ,",0,,FALSE,0,0,38,FALSE,18a00b07ba8aba9835aa284381fbbc3a4427bb8b,TRUE,2022-08-18T15:51:29.000-04:00,TRUE,TRUE,2288301,90.4725122162,374,NA,NA,2022-08-10T18:49:04.000-04:00,0
https://homestars.com/on/haydon/handyman-services,30,"c(""https://homestars.com/on/haydon/handyman-services?&page=2&"", ""https://homestars.com/on/haydon/handyman-services?&page=3&"")",Handyman Services,2969106,https://www.jcconstructionservicesco.ca/,/companies/2969106-jc-construction-services-co?searched_category_id=374&service_area=2282651,"We are a home renovation and landscaping company in Durham region and GTA. With over 7 years of industry experience in basement renovations, bathroom renovations, kitchen renovations, and landscaping renovations.

We offer:

Basement renovations
Bathroom and kitchen renovations
Flooring (hardwood, laminate, ceramic)
Decks and fences
landscaping 
framing, drywall, taping, painting ",jc-construction-services-co,2022-06-07T20:44:29.000-04:00,NA,NA,NA,,,,,2019,4,"Cheque, Cash , e-transfer, Credit Card",,Working on heights,,FALSE,FALSE,,,TRUE,FALSE,,2031024,JC Construction Services Co,3,3,49,10,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,,FALSE,0,0,55,FALSE,b730c95157472553db6c2f573474bdbce7ae12c4,TRUE,NA,TRUE,TRUE,2282651,89.964395962,374,NA,NA,2022-06-07T20:45:13.000-04:00,0
https://homestars.com/on/haydon/handyman-services,30,"c(""https://homestars.com/on/haydon/handyman-services?&page=2&"", ""https://homestars.com/on/haydon/handyman-services?&page=3&"")",Handyman Services,2965265,http://www.trustmyhandymanservices.ca/,/companies/2965265-trust-my-handyman-services?searched_category_id=374&service_area=2273626,"We may not be Superhero but we can makes your life simple.
Our Handymen are available 24/7",trust-my-handyman-services,2022-02-27T23:04:49.000-05:00,NA,NA,NA,,,,,NA,NA,,IAP College Certificate,,,TRUE,FALSE,,,FALSE,FALSE,,2027195,Trust My Handyman Services,16,14,25,10,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,trustmyhandyman,FALSE,0,0,37,FALSE,a56b41d6629eb8aad2fd6818e2c8d5bc2f491a54,TRUE,2022-09-30T16:12:01.000-04:00,TRUE,TRUE,2273626,98.3249788858,374,NA,NA,2022-03-03T16:00:42.000-05:00,0
https://homestars.com/on/haydon/handyman-services,30,"c(""https://homestars.com/on/haydon/handyman-services?&page=2&"", ""https://homestars.com/on/haydon/handyman-services?&page=3&"")",Handyman Services,2953530,https://task-co.com/,/companies/2953530-task-co-building-maintenance?searched_category_id=374&service_area=2247554,"We are a full service building maintenance company with over 20+ years of collective experience.  Our professional & licensed contractors are available for routine maintenance and renovation work.  Contact us for a free quote on kitchen & bathroom work.  We do it all, from small jobs to large renovations. ",task-co-building-maintenance,2021-02-26T17:51:46.000-05:00,NA,NA,NA,,,,,NA,NA,,,,Better Business Bureau (BBB),TRUE,FALSE,,,FALSE,FALSE,100% Service Satisfaction Guarantee,2015626,Task-co Building Maintenance,19,18,2,10,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,",0,taskco,FALSE,0,0,3,FALSE,64b81d903dca5fe919d6e55aca751310e1b88ffc,TRUE,2022-11-01T10:41:05.000-04:00,TRUE,TRUE,2247554,98.777793238,374,NA,NA,2021-02-26T17:54:32.000-05:00,0
https://homestars.com/on/haydon/handyman-services,30,"c(""https://homestars.com/on/haydon/handyman-services?&page=2&"", ""https://homestars.com/on/haydon/handyman-services?&page=3&"")",Handyman Services,2962392,,/companies/2962392-bocomra-solutions?searched_category_id=374&service_area=2267475,"Bocomra Services turns your visions into reality. 
We pride ourselves on craftsmanship and work ethic. 
Safety for our employees and clients are our #1 goal. 
Whether you are doing a home renovation, addition or touchups around the house our knowledgeable staff is here to help guide you through your project step by step for any questions, concerns or services.

647-231-2125",bocomra-solutions,2021-12-09T15:13:44.000-05:00,NA,NA,NA,,"- carpet, drapery, furniture steaming and cleaning
- power washing and paint removal
- downspout and gutter clean/repair
- painting interior and exterior projects
- drywall repair and installation
- door installation and repair
- small household projects and builds
- fence and deck build
- leakage repair
- decorative mouldings installation/repair",OUR PRIORITY IS TO PROVIDE THE BEST QUALITY RESTORATION SERVICES & CLEANING!,We present ourselves on providing outstanding work and quality restoration to any size home project. We are only satisfied when we have reached results beyond your expectations!,2021,3,"Cash, Cheques, E-Transfer",,Electrician Construction and Maintenance ,,TRUE,FALSE,,,TRUE,FALSE,,2024351,Bocomra Solutions,2,2,15,10,"Handyman Services, Handyman, Home Handyman, Handyman Business, Repairmen, Repairman, house doctor, how to be a handyman, what is a handyman, the handyman, a handyman, handy man, the handy man, handy handyman, home repair, in home repair, handymen, the handymen, improvements home, home remodeling, home improvement remodeling, remodeling home improvement, hand man, kitchen and remodeling, home improvement and repair, home repair and improvement, home improvement repair, remodeling and repair, home remodeling and repair, home repair and remodeling, home repair remodeling, home remodeling repair, home improvements remodeling, repair house, house repair, house remodeling, house improvements, property maintenance, home maintenance, home repairs, in home repairs, repairman, services handyman, the handyman service, service handyman, handyman service, handy services, house repairs, repairs house, repair homes, service contractors, mr fix it, mud room, mudroom, caulking,Carpet & Rug Cleaning & Repairing, Carpet Cleaning, Carpet Cleaners, Rug Cleaning, rug cleaners, area rug cleaners, area rug cleaning, persian rug cleaning, Rug repair, carpet repair, persian rug repair, persian carpet repair, area rug repair, carpet rug cleaning, oriental rug cleaning, area rug cleaning service, rug cleaning and repair, professional rug cleaning, carpet and rug cleaning, rug cleaning services, wool rug cleaning, rug cleaning service, carpet cleaning repair, rug cleaning company, rug clean, industrial carpet cleaning, area rug cleaning services, ,",0,,FALSE,0,0,25,FALSE,040db374a1e6e6be2116a3f51fcd9c525b9380ca,TRUE,2022-01-13T19:31:37.000-05:00,TRUE,TRUE,2267475,86.1208556351,374,NA,NA,2021-12-09T15:15:19.000-05:00,0
